date,net_return,loss,turnover,kappa,rolling_cvar_60
2020-01-02,0.004119807584357661,-0.004119807584357661,0.0,,
2020-01-03,-0.00493801602306106,0.00493801602306106,0.0,,
2020-01-06,0.0036635492423351132,-0.0036635492423351132,0.0,,
2020-01-07,-0.0036795077021519905,0.0036795077021519905,0.0,,
2020-01-08,0.00448010901077537,-0.00448010901077537,0.0,,
2020-01-09,0.007595336164811737,-0.007595336164811737,0.0,,
2020-01-10,-0.004285504669661284,0.004285504669661284,0.0,,
2020-01-13,0.004248925224637254,-0.004248925224637254,0.0,,
2020-01-14,0.0038271766531730294,-0.0038271766531730294,0.0,,
2020-01-15,0.0004380428533781633,-0.0004380428533781633,0.0,,
2020-01-16,0.00452135226827771,-0.00452135226827771,0.0,,
2020-01-17,0.004301779827095963,-0.004301779827095963,0.0,,
2020-01-21,-0.0024709947853215368,0.0024709947853215368,0.0,,
2020-01-22,7.073525147168657e-05,-7.073525147168657e-05,0.0,,
2020-01-23,3.72362302992036e-05,-3.72362302992036e-05,0.0,,
2020-01-24,-0.006738165025714806,0.006738165025714806,0.0,,
2020-01-27,-0.008386715122552374,0.008386715122552374,0.0,,
2020-01-28,0.005278822583542841,-0.005278822583542841,0.0,,
2020-01-29,0.0012909415394785565,-0.0012909415394785565,0.0,,
2020-01-30,0.0022036257107457134,-0.0022036257107457134,0.0,,0.008386715122552374
2020-01-31,-0.018822508038925722,0.018822508038925722,0.0,2.0,0.013604611580739048
2020-02-03,0.0025991720271736863,-0.0025991720271736863,0.0,,0.013604611580739048
2020-02-04,0.013139549645604046,-0.013139549645604046,0.0,,0.013604611580739048
2020-02-05,0.017453081388429832,-0.017453081388429832,0.0,,0.013604611580739048
2020-02-06,0.0034819295537589163,-0.0034819295537589163,0.0,,0.013604611580739048
2020-02-07,-0.006697857048421279,0.006697857048421279,0.0,,0.013604611580739048
2020-02-10,0.004950568445393793,-0.004950568445393793,0.0,,0.013604611580739048
2020-02-11,0.004309124522128376,-0.004309124522128376,0.0,,0.013604611580739048
