kappa_max,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi
0.75,0.02138115324326759,0.07728195080257949,0.12563712279169054,0.615120348869457,0.762514651925851,0.12166025867302788,0.013668970166831992,0.019797014033277473,0.02656918496479038,0.0,0.6352275726314309,0.15575700250253274
1.0,0.02405208008883319,0.07163857015566588,0.13853718282448071,0.5171071671525771,0.5408714029874334,0.19896494555923083,0.012317952800002767,0.02220099134453244,0.027156706812431177,0.0,0.3600562398281332,0.18239320374883172
1.25,0.027372621641929877,0.01007649332429561,0.16488944863605148,0.06111060111879398,0.057130298010474305,0.29702972660213023,0.013125687975450379,0.025504768578183085,0.02441634313066591,0.0,0.03392419149276941,0.18434367206161265
