kappa_max,weight_cap,rho,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi
1.0,0.15,0.7,0.01798748200172813,0.13367915077475634,0.11323712851800903,1.1805240253288147,1.5522653859444384,0.10811711614313735,0.011298026626883572,0.016815979175120715,0.010029009726397512,0.0,1.236429120045869,0.11614738168810168
1.0,0.15,,0.018257144210925228,0.13003220811986438,0.11562354700808787,1.1246170134425009,1.5092170144099477,0.11271918949966853,0.011648981859298742,0.01705663585279553,0.009789801131220447,0.0,1.1535942433319817,0.11907185569984785
