universe_id,seed,tickers,n_assets,avg_corr_val,pc1_share_val,effdim_val,corr_group,group_rank
192,234,"ABT,AXP,BA,BIIB,COST,DG,DHR,DUK,EOG,EW,GE,GM,HD,INTU,ITW,MA,MCD,MO,PEP,PFE,PG,PLD,PM,PNC,REGN,SO,SYK,TGT,WMT,YUM",30,0.27250642942518527,0.2622053465990181,8.523058957634511,low,0
215,257,"AMZN,APD,BIIB,CMCSA,COP,CRM,DUK,EOG,EW,FDX,IBM,ICE,INTC,INTU,JNJ,KMB,NEE,PLD,PM,REGN,SCHW,SHW,SLB,T,TRV,UNH,UPS,USB,VLO,YUM",30,0.2833736103902859,0.27108661143785445,7.458141862833265,low,1
68,110,"ADBE,BDX,BIIB,CAT,CL,COP,COST,DHR,DUK,EMR,EOG,EW,F,GE,HD,INTC,INTU,ISRG,MET,MO,MRK,MSFT,NSC,PM,SHW,SLB,SO,T,TGT,TJX",30,0.28408446665675496,0.2556820539644697,7.750987384247606,low,2
251,293,"AAPL,ADSK,AIG,ALL,BIIB,C,CB,CI,COF,COST,CSCO,CVX,EMR,GM,HD,INTU,JPM,LMT,LOW,MCD,MMM,MSFT,PEP,PG,PM,PNC,SBUX,TGT,UPS,WMT",30,0.33393912509106327,0.29536040048429385,6.7232100026384325,mid,0
244,286,"ADBE,ADSK,AMGN,AXP,BA,BAC,CRM,CVX,DG,DHR,EOG,FDX,GILD,HD,MCD,MMC,MMM,MO,MSFT,NSC,PEP,PGR,PM,ROST,SCHW,TJX,TRV,UNH,WMT,XOM",30,0.33396931409795605,0.269766706600744,8.821571198794691,mid,1
44,86,"ADSK,AMGN,APD,BA,CAT,CB,CVX,DUK,EMR,EOG,EW,GILD,GM,GS,ICE,JNJ,JPM,MET,MSFT,NEE,NKE,PNC,QCOM,SHW,SLB,T,TRV,UNH,XOM,YUM",30,0.3340996774221855,0.3147994826184786,7.345328540108207,mid,2
239,281,"ABT,ADSK,ALL,AMGN,AON,BDX,BLK,CB,CMCSA,COST,DHR,EOG,EW,HD,IBM,INTC,ISRG,MA,MCD,MMC,MS,MSFT,NKE,PEP,ROST,SBUX,T,UPS,V,YUM",30,0.3910495935197156,0.23468900479094257,9.666411641754502,high,0
255,297,"ABT,ACN,AMZN,AON,AXP,BAC,BIIB,C,CAT,COF,CRM,DHR,EMR,GM,GS,HD,JNJ,JPM,KO,MCD,MET,MMM,MS,PNC,REGN,ROST,SO,UNH,V,WMT",30,0.3914196749948427,0.3176382031531325,5.834812530436316,high,1
267,309,"ABT,ADSK,ALL,BDX,C,CB,COF,COP,CRM,CVX,DHR,EOG,GILD,IBM,ICE,ISRG,JNJ,JPM,MA,MRK,MSFT,NKE,PLD,SBUX,SLB,TRV,USB,V,WFC,YUM",30,0.393535493659981,0.2899240970760098,7.265388132305702,high,2
