rebalance_date,scenario_date,method,loss,q,kappa
2020-01-31,2019-03-22,B_fixed_kappa,0.018207320635795173,0.15873015873015872,2.0
2020-01-31,2019-05-07,B_fixed_kappa,0.016627599329254214,0.04761904761904767,2.0
2020-01-31,2019-05-13,B_fixed_kappa,0.022246317653662726,0.15873015873015872,2.0
2020-01-31,2019-08-05,B_fixed_kappa,0.029569578043141573,0.15873015873015872,2.0
2020-01-31,2019-08-14,B_fixed_kappa,0.030065810208219544,0.15873015873015872,2.0
2020-01-31,2019-08-23,B_fixed_kappa,0.02483624788130135,0.15873015873015872,2.0
2020-01-31,2019-10-02,B_fixed_kappa,0.01888688241012833,0.15873015873015872,2.0
2020-02-28,2019-03-14,B_fixed_kappa,0.014652968267215601,0.04761904761904767,2.0
2020-02-28,2019-05-31,B_fixed_kappa,0.014657321997624135,0.15873015873015872,2.0
2020-02-28,2019-06-26,B_fixed_kappa,0.01485115772133277,0.15873015873015872,2.0
2020-02-28,2019-08-05,B_fixed_kappa,0.015618366113043762,0.15873015873015872,2.0
2020-02-28,2019-10-02,B_fixed_kappa,0.014768799060801783,0.15873015873015872,2.0
2020-02-28,2020-02-25,B_fixed_kappa,0.014652979714942617,0.15873015873015872,2.0
2020-02-28,2020-02-27,B_fixed_kappa,0.042102800861427196,0.15873015873015872,2.0
2020-03-31,2020-02-27,B_fixed_kappa,0.030555727343644933,0.15873015873015872,2.0
2020-03-31,2020-03-09,B_fixed_kappa,0.027921053683390817,0.15873015873015872,2.0
2020-03-31,2020-03-11,B_fixed_kappa,0.027920965867342464,0.04761904761904767,2.0
2020-03-31,2020-03-12,B_fixed_kappa,0.07343359065795795,0.15873015873015872,2.0
2020-03-31,2020-03-16,B_fixed_kappa,0.05703165209787534,0.15873015873015872,2.0
2020-03-31,2020-03-20,B_fixed_kappa,0.03901308315622786,0.15873015873015872,2.0
2020-03-31,2020-03-23,B_fixed_kappa,0.028282263794864673,0.15873015873015872,2.0
2020-04-30,2020-02-27,B_fixed_kappa,0.04285451487209137,0.04761904761904767,2.0
2020-04-30,2020-03-09,B_fixed_kappa,0.08408300094554785,0.15873015873015872,2.0
2020-04-30,2020-03-11,B_fixed_kappa,0.049912822396788244,0.15873015873015872,2.0
2020-04-30,2020-03-12,B_fixed_kappa,0.10105595740287246,0.15873015873015872,2.0
2020-04-30,2020-03-16,B_fixed_kappa,0.1197503358136679,0.15873015873015872,2.0
2020-04-30,2020-03-18,B_fixed_kappa,0.05904131776208687,0.15873015873015872,2.0
2020-04-30,2020-04-01,B_fixed_kappa,0.049522728919233316,0.15873015873015872,2.0
2020-05-29,2020-02-27,B_fixed_kappa,0.030470830216926745,0.15873015873015872,2.0
2020-05-29,2020-03-09,B_fixed_kappa,0.027905828541821665,0.15873015873015872,2.0
2020-05-29,2020-03-11,B_fixed_kappa,0.027891320018712522,0.04761904761904767,2.0
2020-05-29,2020-03-12,B_fixed_kappa,0.07264423551089014,0.15873015873015872,2.0
2020-05-29,2020-03-16,B_fixed_kappa,0.05710800053061006,0.15873015873015872,2.0
2020-05-29,2020-03-20,B_fixed_kappa,0.038390241476201105,0.15873015873015872,2.0
2020-05-29,2020-03-23,B_fixed_kappa,0.029817095125287355,0.15873015873015872,2.0
2020-06-30,2020-03-09,B_fixed_kappa,0.08408300094554785,0.15873015873015872,2.0
2020-06-30,2020-03-11,B_fixed_kappa,0.049912822396788244,0.15873015873015872,2.0
2020-06-30,2020-03-12,B_fixed_kappa,0.10105595740287246,0.15873015873015872,2.0
2020-06-30,2020-03-16,B_fixed_kappa,0.1197503358136679,0.15873015873015872,2.0
2020-06-30,2020-03-18,B_fixed_kappa,0.05904131776208687,0.15873015873015872,2.0
2020-06-30,2020-04-01,B_fixed_kappa,0.049522728919233316,0.04761904761904767,2.0
2020-06-30,2020-06-11,B_fixed_kappa,0.0641565753476576,0.15873015873015872,2.0
2020-07-31,2020-02-27,B_fixed_kappa,0.03283471882100982,0.15873015873015872,2.0
2020-07-31,2020-03-09,B_fixed_kappa,0.03064618738176834,0.15873015873015872,2.0
2020-07-31,2020-03-11,B_fixed_kappa,0.03050246189575526,0.15873015873015872,2.0
2020-07-31,2020-03-12,B_fixed_kappa,0.06977818608022951,0.15873015873015872,2.0
2020-07-31,2020-03-16,B_fixed_kappa,0.05815218949281106,0.15873015873015872,2.0
2020-07-31,2020-03-20,B_fixed_kappa,0.030500786117815277,0.15873015873015872,2.0
2020-07-31,2020-03-23,B_fixed_kappa,0.030500786096154895,0.04761904761904767,2.0
2020-08-31,2020-02-27,B_fixed_kappa,0.03289211226897739,0.15873015873015872,2.0
2020-08-31,2020-03-09,B_fixed_kappa,0.03154514451786797,0.15873015873015872,2.0
2020-08-31,2020-03-11,B_fixed_kappa,0.03009964570666234,0.04761904761904767,2.0
2020-08-31,2020-03-12,B_fixed_kappa,0.06984067640856273,0.15873015873015872,2.0
2020-08-31,2020-03-16,B_fixed_kappa,0.05782792566644642,0.15873015873015872,2.0
2020-08-31,2020-03-20,B_fixed_kappa,0.030099645908494985,0.15873015873015872,2.0
2020-08-31,2020-03-23,B_fixed_kappa,0.030105090961108867,0.15873015873015872,2.0
2020-09-30,2020-02-27,B_fixed_kappa,0.032768422105621614,0.15873015873015872,2.0
2020-09-30,2020-03-09,B_fixed_kappa,0.03051319543442784,0.15873015873015872,2.0
2020-09-30,2020-03-11,B_fixed_kappa,0.030635149802341135,0.15873015873015872,2.0
2020-09-30,2020-03-12,B_fixed_kappa,0.07007640588222633,0.15873015873015872,2.0
2020-09-30,2020-03-16,B_fixed_kappa,0.05821009796742104,0.15873015873015872,2.0
2020-09-30,2020-03-20,B_fixed_kappa,0.030258014220277307,0.04761904761904767,2.0
2020-09-30,2020-03-23,B_fixed_kappa,0.030258014235323413,0.15873015873015872,2.0
2020-10-30,2020-02-27,B_fixed_kappa,0.031844997254582535,0.15873015873015872,2.0
2020-10-30,2020-03-09,B_fixed_kappa,0.029865928306603312,0.15873015873015872,2.0
2020-10-30,2020-03-11,B_fixed_kappa,0.030543279624401808,0.15873015873015872,2.0
2020-10-30,2020-03-12,B_fixed_kappa,0.07133102327127717,0.15873015873015872,2.0
2020-10-30,2020-03-16,B_fixed_kappa,0.05791442934212955,0.15873015873015872,2.0
2020-10-30,2020-03-20,B_fixed_kappa,0.03304754916728886,0.15873015873015872,2.0
2020-10-30,2020-03-23,B_fixed_kappa,0.029865928167037866,0.04761904761904767,2.0
2020-11-30,2020-02-27,B_fixed_kappa,0.03168508874331008,0.15873015873015872,2.0
2020-11-30,2020-03-09,B_fixed_kappa,0.030562350896597583,0.15873015873015872,2.0
2020-11-30,2020-03-11,B_fixed_kappa,0.0306115764522261,0.15873015873015872,2.0
2020-11-30,2020-03-12,B_fixed_kappa,0.07071816494649394,0.15873015873015872,2.0
2020-11-30,2020-03-16,B_fixed_kappa,0.05803470897590686,0.15873015873015872,2.0
2020-11-30,2020-03-20,B_fixed_kappa,0.03060042746196253,0.15873015873015872,2.0
2020-11-30,2020-03-23,B_fixed_kappa,0.030562350845861314,0.04761904761904767,2.0
2020-12-31,2020-02-27,B_fixed_kappa,0.031885938023344836,0.15873015873015872,2.0
2020-12-31,2020-03-09,B_fixed_kappa,0.03285256617103526,0.15873015873015872,2.0
2020-12-31,2020-03-11,B_fixed_kappa,0.029747429771350548,0.04761904761904767,2.0
2020-12-31,2020-03-12,B_fixed_kappa,0.07083181804484945,0.15873015873015872,2.0
2020-12-31,2020-03-16,B_fixed_kappa,0.05710789070791589,0.15873015873015872,2.0
2020-12-31,2020-03-20,B_fixed_kappa,0.03246192072779094,0.15873015873015872,2.0
2020-12-31,2020-03-23,B_fixed_kappa,0.029747430242204893,0.15873015873015872,2.0
2021-01-29,2020-02-06,B_fixed_kappa,0.03063455896774014,0.04761904761904767,2.0
2021-01-29,2020-02-27,B_fixed_kappa,0.031494545860387045,0.15873015873015872,2.0
2021-01-29,2020-03-09,B_fixed_kappa,0.030689651089373937,0.15873015873015872,2.0
2021-01-29,2020-03-11,B_fixed_kappa,0.030634624132790174,0.15873015873015872,2.0
2021-01-29,2020-03-12,B_fixed_kappa,0.07087296593536688,0.15873015873015872,2.0
2021-01-29,2020-03-16,B_fixed_kappa,0.05803262979122396,0.15873015873015872,2.0
2021-01-29,2020-03-23,B_fixed_kappa,0.030634558968024146,0.15873015873015872,2.0
2021-02-26,2020-03-09,B_fixed_kappa,0.08408300094554785,0.15873015873015872,2.0
2021-02-26,2020-03-11,B_fixed_kappa,0.049912822396788244,0.15873015873015872,2.0
2021-02-26,2020-03-12,B_fixed_kappa,0.10105595740287246,0.15873015873015872,2.0
2021-02-26,2020-03-16,B_fixed_kappa,0.1197503358136679,0.15873015873015872,2.0
2021-02-26,2020-03-18,B_fixed_kappa,0.05904131776208687,0.15873015873015872,2.0
2021-02-26,2020-04-01,B_fixed_kappa,0.049522728919233316,0.04761904761904767,2.0
2021-02-26,2020-06-11,B_fixed_kappa,0.0641565753476576,0.15873015873015872,2.0
2021-03-31,2020-05-19,B_fixed_kappa,0.020567410823123692,0.15873015873015872,2.0
2021-03-31,2020-06-11,B_fixed_kappa,0.021623319885714944,0.15873015873015872,2.0
2021-03-31,2020-09-03,B_fixed_kappa,0.01860021608224861,0.15873015873015872,2.0
2021-03-31,2020-09-08,B_fixed_kappa,0.019855223570478007,0.15873015873015872,2.0
2021-03-31,2020-10-28,B_fixed_kappa,0.021001311746912808,0.15873015873015872,2.0
2021-03-31,2021-01-27,B_fixed_kappa,0.0212495979507417,0.15873015873015872,2.0
2021-03-31,2021-02-26,B_fixed_kappa,0.018600214412900308,0.04761904761904767,2.0
2021-04-30,2020-05-01,B_fixed_kappa,0.029948674241242274,0.15873015873015872,2.0
2021-04-30,2020-06-11,B_fixed_kappa,0.0641565753476576,0.15873015873015872,2.0
2021-04-30,2020-06-24,B_fixed_kappa,0.029078718764801885,0.15873015873015872,2.0
2021-04-30,2020-06-26,B_fixed_kappa,0.024767758785231415,0.15873015873015872,2.0
2021-04-30,2020-09-03,B_fixed_kappa,0.02515522935408798,0.15873015873015872,2.0
2021-04-30,2020-10-28,B_fixed_kappa,0.030091206900669566,0.15873015873015872,2.0
2021-04-30,2021-01-27,B_fixed_kappa,0.0247607851670461,0.04761904761904767,2.0
2021-05-28,2020-06-11,B_fixed_kappa,0.0641565753476576,0.15873015873015872,2.0
2021-05-28,2020-06-24,B_fixed_kappa,0.029078718764801885,0.15873015873015872,2.0
2021-05-28,2020-06-26,B_fixed_kappa,0.024767758785231415,0.15873015873015872,2.0
2021-05-28,2020-09-03,B_fixed_kappa,0.02515522935408798,0.15873015873015872,2.0
2021-05-28,2020-09-08,B_fixed_kappa,0.021741328772820062,0.04761904761904767,2.0
2021-05-28,2020-10-28,B_fixed_kappa,0.030091206900669566,0.15873015873015872,2.0
2021-05-28,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-06-30,2020-09-03,B_fixed_kappa,0.018114138740091365,0.15873015873015872,2.0
2021-06-30,2020-09-08,B_fixed_kappa,0.014622487653900843,0.15873015873015872,2.0
2021-06-30,2020-10-19,B_fixed_kappa,0.014923961498439364,0.15873015873015872,2.0
2021-06-30,2020-10-28,B_fixed_kappa,0.014629649111250333,0.15873015873015872,2.0
2021-06-30,2021-01-27,B_fixed_kappa,0.014622467642514523,0.04761904761904767,2.0
2021-06-30,2021-02-26,B_fixed_kappa,0.017268694100703467,0.15873015873015872,2.0
2021-06-30,2021-06-18,B_fixed_kappa,0.014939733881609442,0.15873015873015872,2.0
2021-07-30,2020-09-03,B_fixed_kappa,0.013849734706155028,0.15873015873015872,2.0
2021-07-30,2020-10-19,B_fixed_kappa,0.014684742725789788,0.15873015873015872,2.0
2021-07-30,2021-01-27,B_fixed_kappa,0.013527091317799916,0.15873015873015872,2.0
2021-07-30,2021-02-19,B_fixed_kappa,0.013670218187200685,0.15873015873015872,2.0
2021-07-30,2021-02-26,B_fixed_kappa,0.01909872897789105,0.15873015873015872,2.0
2021-07-30,2021-03-04,B_fixed_kappa,0.013527091110974275,0.04761904761904767,2.0
2021-07-30,2021-06-18,B_fixed_kappa,0.015917791722123577,0.15873015873015872,2.0
2021-08-31,2020-09-03,B_fixed_kappa,0.02515522935408798,0.15873015873015872,2.0
2021-08-31,2020-09-08,B_fixed_kappa,0.021741328772820062,0.15873015873015872,2.0
2021-08-31,2020-09-23,B_fixed_kappa,0.020516935532785198,0.15873015873015872,2.0
2021-08-31,2020-10-26,B_fixed_kappa,0.021490929188808783,0.15873015873015872,2.0
2021-08-31,2020-10-28,B_fixed_kappa,0.030091206900669566,0.15873015873015872,2.0
2021-08-31,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-08-31,2021-02-25,B_fixed_kappa,0.018287711457637478,0.04761904761904767,2.0
2021-09-30,2020-10-26,B_fixed_kappa,0.021490929188808783,0.15873015873015872,2.0
2021-09-30,2020-10-28,B_fixed_kappa,0.030091206900669566,0.15873015873015872,2.0
2021-09-30,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-09-30,2021-01-29,B_fixed_kappa,0.016910676292144503,0.04761904761904767,2.0
2021-09-30,2021-02-25,B_fixed_kappa,0.018287711457637478,0.15873015873015872,2.0
2021-09-30,2021-05-12,B_fixed_kappa,0.0169815209618538,0.15873015873015872,2.0
2021-09-30,2021-07-19,B_fixed_kappa,0.017852852555727373,0.15873015873015872,2.0
2021-10-29,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-10-29,2021-01-29,B_fixed_kappa,0.016910676292144503,0.15873015873015872,2.0
2021-10-29,2021-02-25,B_fixed_kappa,0.018287711457637478,0.15873015873015872,2.0
2021-10-29,2021-05-12,B_fixed_kappa,0.0169815209618538,0.15873015873015872,2.0
2021-10-29,2021-07-19,B_fixed_kappa,0.017852852555727373,0.15873015873015872,2.0
2021-10-29,2021-09-20,B_fixed_kappa,0.015812471925633394,0.15873015873015872,2.0
2021-10-29,2021-09-30,B_fixed_kappa,0.015559160020232051,0.04761904761904767,2.0
2021-11-30,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-11-30,2021-01-29,B_fixed_kappa,0.016910676292144503,0.15873015873015872,2.0
2021-11-30,2021-02-25,B_fixed_kappa,0.018287711457637478,0.15873015873015872,2.0
2021-11-30,2021-05-12,B_fixed_kappa,0.0169815209618538,0.15873015873015872,2.0
2021-11-30,2021-07-19,B_fixed_kappa,0.017852852555727373,0.15873015873015872,2.0
2021-11-30,2021-09-20,B_fixed_kappa,0.015812471925633394,0.04761904761904767,2.0
2021-11-30,2021-11-26,B_fixed_kappa,0.023617120132094657,0.15873015873015872,2.0
2021-12-31,2021-01-27,B_fixed_kappa,0.0247607851670461,0.15873015873015872,2.0
2021-12-31,2021-01-29,B_fixed_kappa,0.016910676292144503,0.04761904761904767,2.0
