date,AA,AAPL,AMGN,AMZN,AXP,BA,BAC,CAT,CRM,CSCO,CVX,DD,DIS,DOW,GE,GS,HD,HON,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PFE,PG,RTX,SHW,T,TRV,UNH,V,VZ,WBA,WMT,XOM
2010-01-04,,214.21,57.65,133.66,40.91,56.21,15.67,58.55,74.8,24.69,79.04,34.26,32.05,,15.49,173.53,28.68,,52.43,132.45,20.86,64.67,42.89,57.03,62.84,83.07,37.08,30.98,65.27,18.48,18.87,61.11,,61.64,28.56,49.79,31.54,87.96,31.095,,54.34,69.12
2010-01-05,,214.19,57.16,134.81,40.77,57.82,16.15,59.25,74.58,24.58,79.47,33.93,32.0,,15.53,175.84,28.87,,52.7,130.85,20.87,64.0,43.8,56.35,62.35,82.51,37.15,30.97,65.58,18.72,18.63,61.15,,60.18,28.42,48.69,31.43,87.18,31.155,,53.68,69.36
2010-01-06,,211.22,56.59,132.0,41.47,59.85,16.45,59.43,74.44,24.42,79.59,34.04,31.8,,15.46,174.31,28.75,,52.13,130.0,20.73,64.39,43.94,56.26,61.44,83.6,37.65,30.69,65.09,18.83,18.58,60.77,,59.4,27.58,47.92,31.76,86.18,29.825,,53.51,70.05
2010-01-07,,210.03,56.2,129.72,42.0,62.16,17.01,59.67,74.18,24.53,79.31,34.39,31.78,,16.26,178.06,29.18,,52.25,129.55,20.6,63.91,44.89,56.12,61.87,83.5,37.68,30.42,65.88,18.49,18.56,60.51,,59.98,27.29,48.73,32.91,86.88,29.65,,53.56,69.81
2010-01-08,,211.62,56.79,133.44,41.89,61.46,16.74,60.34,74.04,24.66,79.3,33.94,31.86,,16.64,174.47,29.0,,52.54,130.85,20.83,64.13,44.56,55.03,61.85,84.16,37.64,30.67,65.65,18.55,18.65,60.43,,60.38,27.06,48.56,32.62,86.96,29.665,,53.25,69.32
2010-01-11,,210.27,57.01,130.23,41.43,60.79,16.95,64.13,73.74,24.59,81.01,34.26,31.31,,16.8,171.32,28.18,,52.47,129.48,20.98,64.25,44.6,56.28,62.3,83.97,37.87,30.21,64.87,18.31,18.83,60.19,,59.68,26.97,48.57,32.92,86.66,29.79,,54.24,70.37
2010-01-12,,206.88,55.78,126.86,42.04,60.36,16.27,62.24,68.48,24.2,80.21,34.0,30.74,,16.77,167.47,27.95,,51.87,130.51,20.54,64.44,43.28,56.85,62.53,83.81,37.44,30.05,64.7,17.64,18.71,60.85,,59.38,26.9,48.79,31.94,86.24,29.815,,54.57,69.83
2010-01-13,,210.68,56.63,129.48,42.09,61.36,16.69,62.33,68.65,24.64,79.91,34.3,31.28,,16.88,169.09,28.16,,52.34,130.23,21.0,65.15,44.43,57.01,62.71,83.9,39.08,30.39,65.43,17.97,19.25,61.74,,60.19,26.69,48.96,32.48,87.09,29.78,,55.07,69.66
2010-01-14,,209.65,56.09,127.59,42.71,61.47,16.88,61.98,69.19,24.95,79.62,34.09,31.04,,16.73,168.5,28.31,,52.65,132.31,21.5,65.16,44.72,57.17,62.64,83.55,39.99,31.05,64.96,17.66,19.48,61.66,,60.55,26.21,49.26,33.29,87.49,29.17,,54.22,69.71
2010-01-15,,206.24,56.37,127.32,42.43,60.73,16.29,60.12,68.78,24.4,78.98,34.01,30.55,,16.43,165.4,28.51,,52.57,131.78,20.82,64.39,43.74,56.26,62.33,83.23,39.47,30.87,64.36,17.14,19.47,60.83,,59.19,25.81,48.76,33.77,86.3,28.575,,53.73,69.05
2010-01-19,,214.87,57.55,127.37,42.89,60.68,16.31,60.93,69.42,24.85,79.7,34.84,31.01,,16.54,166.6,28.89,,52.69,134.14,21.0,65.29,43.29,56.39,63.49,85.06,40.51,31.1,64.69,17.41,19.98,61.69,,59.35,26.2,49.4,34.94,87.7,29.18,,54.05,69.22
2010-01-20,,211.51,57.27,125.72,42.81,60.42,16.53,59.76,68.46,24.41,78.19,34.52,31.2,,16.49,167.82,28.67,,52.28,130.25,21.09,65.1,43.5,55.46,63.0,84.72,40.99,30.56,64.22,17.34,20.0,60.5,,58.73,25.8,48.89,34.6,87.32,28.695,,53.87,68.08
2010-01-21,,208.43,56.69,126.87,42.0,59.46,15.51,56.85,66.87,23.98,76.19,33.15,30.72,,16.05,162.72,28.56,,51.4,129.0,20.87,64.17,40.6,54.52,63.48,82.94,40.15,30.13,63.9,17.07,19.26,59.96,,58.76,25.71,48.94,33.32,84.91,28.62,,53.05,66.8
2010-01-22,,197.48,56.7,120.8,38.29,57.92,14.76,54.25,64.5,22.97,74.56,32.5,29.98,,16.12,152.27,27.7,,49.38,125.5,19.82,63.36,38.89,54.38,63.49,81.75,38.95,28.88,63.09,16.43,19.0,60.41,,58.01,25.39,48.4,33.18,82.52,28.35,,52.91,66.15
2010-01-25,,203.75,55.88,120.44,37.75,57.88,15.09,55.14,64.23,22.99,74.66,32.82,29.95,,16.42,155.73,27.62,,50.1,126.12,20.35,63.36,39.42,54.32,63.13,81.83,38.81,29.39,63.74,16.74,18.91,60.7,,59.07,25.6,48.95,33.01,82.02,28.665,,52.95,65.94
2010-01-26,,205.58,56.7,119.44,38.0,57.76,14.73,55.85,65.28,22.9,74.03,32.8,29.64,,16.35,151.01,27.67,,49.65,125.75,19.98,62.83,38.36,54.17,63.8,81.58,38.55,29.54,63.75,16.23,18.78,60.6,,62.91,25.28,50.26,32.52,81.26,28.19,,53.64,65.79
2010-01-27,,207.99,57.7,122.8,38.59,61.86,15.25,53.44,65.42,23.15,73.88,32.86,29.26,,16.35,151.54,27.83,,49.46,126.33,20.26,63.53,39.35,54.55,63.74,82.46,38.76,29.73,64.08,16.7,19.08,60.73,,63.68,25.71,50.8,33.19,83.83,27.91,,53.42,65.61
2010-01-28,,200.05,58.23,126.29,37.49,62.6,15.37,51.86,64.52,22.52,73.48,32.32,29.36,,16.17,153.26,27.43,,47.88,123.75,19.99,63.88,39.58,54.25,62.84,81.12,38.13,29.32,63.71,16.14,18.71,62.19,,63.67,25.62,50.5,33.54,82.97,27.405,,52.66,65.06
2010-01-29,,192.77,58.67,126.1,37.72,60.69,15.2,52.24,63.62,22.47,72.3,32.61,29.61,,16.12,148.94,28.03,,47.22,122.39,19.43,63.03,39.03,54.37,62.54,80.58,38.27,28.08,63.93,15.38,18.72,61.68,,63.19,25.38,50.85,33.0,82.02,27.49,,53.6,64.57
2010-02-01,,194.46,58.78,118.16,38.1,61.62,15.34,52.94,65.05,22.73,73.43,33.66,29.49,,16.22,152.96,28.36,,47.79,124.67,19.61,63.0,39.44,54.26,63.8,80.3,38.28,28.36,64.03,16.54,18.78,62.02,,64.44,25.31,50.55,33.05,83.34,27.67,,53.46,66.26
2010-02-02,,195.86,59.23,118.12,39.02,61.94,15.6,53.55,,23.02,74.45,33.63,29.98,,16.85,156.94,29.03,,48.59,125.53,19.91,63.99,40.55,55.05,64.03,80.43,39.54,28.46,63.93,,19.24,62.9,,,25.69,,34.05,84.01,27.78,,53.49,66.96
2010-02-03,,199.23,59.07,119.1,38.33,61.46,15.53,53.39,,23.07,73.21,33.49,30.75,,16.68,157.23,28.47,,48.73,125.66,19.68,63.63,40.29,54.87,65.21,81.5,38.72,28.63,64.0,,18.62,62.65,,,25.58,,33.32,83.52,27.275,,54.27,66.6
2010-02-04,,192.05,57.53,115.94,37.53,59.32,14.75,51.4,62.43,23.16,71.37,32.52,29.67,,16.04,150.68,27.93,,47.03,123.0,19.02,62.64,38.35,53.43,64.06,79.21,37.1,27.84,62.09,15.9,18.03,61.4,,63.85,25.03,49.73,32.46,83.05,26.75,,52.97,64.72
2010-02-05,,195.46,57.68,117.39,37.85,58.4,15.0,51.75,62.08,23.7,71.18,32.73,29.54,,15.79,154.16,27.98,,47.32,123.52,19.47,62.64,38.3,53.09,63.37,78.54,36.73,28.02,61.7,16.22,17.96,61.3,,63.9,25.24,50.28,32.54,82.56,26.855,,53.45,64.8
2010-02-08,,194.12,57.46,116.83,36.79,57.89,14.48,50.78,62.12,23.5,70.13,32.19,29.48,,15.6,151.1,28.59,,47.59,121.88,19.35,62.37,37.7,52.65,62.92,77.53,36.59,27.72,61.3,16.19,17.84,61.01,,63.2,24.98,49.05,32.41,83.05,26.51,,52.93,64.35
2010-02-09,,196.19,57.21,118.03,37.54,59.74,14.47,53.53,64.66,23.89,71.31,32.88,29.84,,15.6,152.49,28.87,,48.12,123.21,19.65,62.76,38.39,54.01,63.57,78.72,36.47,28.01,62.51,16.06,17.88,61.76,,63.77,25.26,49.57,33.0,83.27,26.865,,53.25,65.2
2010-02-10,,195.12,56.84,117.36,37.75,59.54,14.67,53.15,64.73,23.76,70.75,32.38,30.03,,15.69,153.63,28.65,,48.02,122.81,19.69,62.73,38.87,53.79,63.25,78.62,36.2,27.99,62.64,16.37,17.74,61.67,,62.98,25.12,49.69,32.71,83.64,26.975,,53.24,64.85
2010-02-11,,198.67,56.5,120.09,38.29,60.59,14.63,56.15,65.96,23.93,71.73,32.55,30.16,,15.77,154.05,28.99,,48.62,123.73,20.06,62.91,39.02,54.22,63.79,80.27,36.88,28.12,62.95,17.12,17.87,61.96,,63.73,25.19,50.2,33.12,85.14,27.135,,53.08,65.24
2010-02-12,,200.38,56.48,119.66,38.42,59.65,14.45,56.2,65.09,23.76,71.01,32.28,30.07,,15.55,153.93,29.0,,48.46,124.0,20.43,62.72,38.95,53.98,63.59,79.18,36.92,27.93,62.49,17.35,17.8,61.76,,63.95,25.07,50.45,32.18,84.78,27.03,,52.9,64.8
2010-02-16,,203.4,56.99,117.53,39.62,61.26,15.16,57.12,66.2,24.0,72.99,32.74,30.47,,16.04,157.4,29.44,,49.44,125.23,20.72,63.61,40.07,54.82,64.01,80.47,37.66,28.35,63.65,17.67,17.72,62.83,,64.54,25.32,51.61,31.63,85.88,27.265,,53.56,66.28
2010-02-17,,202.55,57.2,116.31,39.05,61.82,15.66,57.5,66.78,24.07,72.84,33.13,30.86,,16.15,157.26,30.02,,50.12,126.33,20.66,63.98,40.04,55.33,64.26,80.14,37.34,28.59,64.48,17.84,17.67,62.85,,65.04,25.4,51.75,32.55,86.42,27.23,,54.06,65.76
2010-02-18,,202.93,57.27,118.08,39.15,62.89,15.88,57.81,68.45,24.28,73.62,33.62,31.02,,16.24,155.73,30.3,,50.81,127.81,20.84,64.53,40.41,55.91,64.48,81.11,37.29,28.97,64.44,16.67,17.73,63.39,,65.23,25.24,52.74,32.69,86.96,27.24,,53.47,65.96
2010-02-19,,201.67,57.38,117.52,39.06,63.59,15.88,58.25,68.92,24.36,74.05,34.03,31.23,,16.17,156.18,30.15,,50.79,127.19,20.82,63.81,40.03,55.72,64.74,81.52,37.49,28.77,64.35,16.58,17.99,63.45,,65.37,25.1,52.88,31.94,86.81,27.115,,53.49,65.87
2010-02-22,,200.42,57.1,118.01,38.93,63.97,16.21,58.03,69.04,24.3,72.96,33.98,31.12,,16.25,156.71,30.32,,50.56,126.85,20.87,63.49,40.85,55.38,64.77,80.68,37.12,28.73,64.31,16.61,17.95,63.42,,64.81,25.02,53.04,33.08,86.91,27.1,,53.83,65.4
2010-02-23,,197.06,56.38,117.24,37.93,62.77,15.94,56.66,68.24,24.05,72.04,33.68,30.92,,15.95,156.7,30.75,,50.12,126.46,20.39,63.31,39.88,54.83,64.87,79.71,36.51,28.33,64.13,16.21,17.67,63.21,,64.13,24.83,52.36,32.81,86.12,26.855,,53.62,64.94
2010-02-24,,200.66,56.74,119.72,38.41,63.48,16.33,56.96,69.44,24.34,72.34,33.98,31.39,,16.12,158.33,31.36,,50.79,127.59,20.7,63.45,40.85,55.16,65.26,80.07,36.93,28.63,64.93,16.55,17.81,63.89,,64.39,24.91,52.79,33.62,85.63,27.06,,53.92,65.55
2010-02-25,,202.0,56.25,118.2,38.04,62.87,16.55,56.79,68.01,24.33,72.11,33.52,31.36,,15.92,156.44,31.36,,50.92,127.07,20.63,63.28,40.64,53.12,64.38,79.74,36.57,28.6,66.16,16.4,17.69,63.7,,64.34,24.77,52.75,33.45,85.23,26.985,,54.15,65.14
2010-02-26,,204.62,56.61,118.4,38.19,63.16,16.66,57.05,67.95,24.33,72.3,33.72,31.24,,16.06,156.35,31.2,,50.79,127.16,20.53,63.0,41.97,52.72,63.85,80.15,36.88,28.67,67.6,16.2,17.55,63.28,,63.38,24.81,52.59,33.86,85.28,27.03,,54.07,65.0
2010-03-01,,208.99,56.9,124.54,38.13,64.0,16.71,57.85,70.9,24.6,72.81,34.03,31.54,,15.9,156.54,31.43,,51.54,128.57,20.87,63.39,41.83,53.27,63.98,80.58,37.27,29.02,68.24,16.85,17.75,63.51,,63.74,25.0,53.08,34.04,86.82,27.09,,53.9,65.4
2010-03-02,,208.85,56.87,125.53,38.39,64.44,16.46,58.15,71.84,24.61,73.32,34.03,31.88,,15.9,158.75,31.36,,51.12,127.42,20.7,63.44,41.62,53.3,64.07,81.13,37.39,28.46,68.03,16.84,17.6,63.71,,64.08,24.88,53.29,33.95,86.45,27.34,,53.59,65.49
2010-03-03,,209.33,56.9,125.89,38.28,64.45,16.37,58.57,70.57,24.84,73.13,34.26,31.64,,16.03,157.72,31.47,,51.1,126.88,20.52,63.4,41.53,53.93,63.63,81.0,37.21,28.46,67.64,16.63,17.32,63.55,,64.01,24.89,53.12,34.1,86.8,27.22,,53.66,65.43
2010-03-04,,210.71,56.77,128.53,38.89,65.55,16.4,58.45,70.89,24.95,73.08,34.56,32.57,,16.11,163.61,31.44,,51.51,126.72,20.53,63.57,41.92,54.47,63.43,81.02,37.14,28.63,67.63,16.66,17.33,63.67,,64.73,24.96,53.55,32.95,87.04,27.35,,53.96,65.4
2010-03-05,,218.95,57.24,128.91,40.2,67.93,16.7,59.23,72.28,25.21,74.3,34.97,33.22,,16.35,167.18,31.8,,52.03,127.25,20.79,64.04,42.81,54.7,63.67,82.44,37.49,28.59,68.32,17.17,17.48,63.69,,65.16,24.99,53.94,33.74,88.51,27.315,,54.14,66.47
2010-03-08,,219.08,57.61,130.11,39.71,67.24,16.74,58.91,72.95,26.13,74.64,35.37,33.19,,16.27,169.84,31.96,,51.73,126.41,20.77,64.2,42.59,54.46,65.12,81.31,37.35,28.63,68.82,16.92,17.35,63.19,,65.26,25.28,53.8,33.1,90.63,27.685,,54.15,66.48
2010-03-09,,223.02,57.76,128.82,39.7,67.79,16.8,59.18,73.68,26.13,74.3,35.25,33.31,,16.49,168.85,31.68,,51.88,125.55,20.94,64.27,42.42,54.18,65.1,81.99,37.04,28.8,68.93,17.55,17.23,63.3,,65.5,25.56,53.57,33.08,90.15,27.95,,54.06,66.78
2010-03-10,,224.84,57.78,130.51,39.72,70.01,17.11,58.78,75.19,25.87,73.96,35.2,33.33,,16.51,171.94,31.71,,51.78,125.62,21.19,64.29,42.93,54.2,64.94,81.56,36.67,28.97,69.12,17.59,17.15,63.01,,64.7,25.52,52.89,33.24,91.52,27.8,,53.63,67.22
2010-03-11,,225.5,57.49,133.58,40.11,70.07,17.12,58.9,75.42,25.97,73.99,35.35,33.81,,16.48,173.51,32.13,,52.02,127.6,21.25,64.22,43.18,53.6,65.21,81.26,36.88,29.18,69.75,17.19,17.29,63.17,,65.25,25.6,53.62,33.5,92.74,27.88,,53.97,67.22
2010-03-12,,226.6,57.43,131.82,40.76,69.83,16.85,60.36,75.71,25.88,73.72,35.49,33.69,,17.04,174.96,32.45,,52.36,127.94,21.27,64.18,43.15,53.35,65.53,81.38,37.16,29.27,69.9,17.25,17.08,63.32,,65.54,25.62,53.16,32.91,93.25,27.78,,53.9,66.8
2010-03-15,,223.84,56.89,131.13,40.7,69.4,16.85,59.47,75.6,26.08,73.57,35.48,33.72,,17.29,173.53,32.69,,52.42,127.83,21.17,64.57,43.07,53.65,65.93,81.26,37.75,29.29,70.39,17.16,17.26,63.7,,65.61,25.78,52.73,32.53,92.41,27.9,,55.42,66.3
2010-03-16,,224.45,57.42,131.79,40.92,68.72,17.03,59.45,76.69,26.15,73.98,35.94,33.75,,18.07,176.19,32.55,,52.35,128.67,22.01,64.53,43.24,53.7,66.07,81.66,37.94,29.37,70.38,17.75,17.26,63.53,,65.07,25.85,52.85,33.05,91.65,27.965,,55.99,66.57
2010-03-17,,224.12,57.43,131.34,41.01,69.38,17.27,,76.74,26.26,74.67,,33.75,,18.04,176.64,32.52,,52.23,,22.24,64.65,43.79,53.84,66.38,82.18,38.08,29.63,70.88,18.1,17.21,64.01,,65.76,25.9,52.99,32.75,91.51,28.17,,55.92,67.36
2010-03-18,,224.65,58.31,132.76,41.0,70.87,17.08,59.77,76.91,26.34,74.76,37.07,33.78,,18.19,177.45,32.4,,52.73,128.38,22.2,65.06,43.64,53.95,66.68,83.67,38.45,29.61,74.66,17.46,17.23,63.73,,65.28,26.06,53.38,33.59,90.13,28.31,,55.94,67.39
2010-03-19,,222.25,60.0,130.35,40.33,70.72,16.82,59.37,76.02,26.15,74.98,36.86,33.64,,18.07,177.9,32.36,,52.49,127.71,21.99,65.11,43.45,54.75,66.53,81.96,38.06,29.59,73.52,17.25,16.91,63.84,,65.3,26.24,53.46,34.39,88.84,28.415,,55.34,67.04
2010-03-22,,224.75,60.09,130.47,41.08,71.91,16.96,59.95,77.51,26.28,74.46,37.79,33.95,,18.07,176.15,32.67,,52.95,127.98,22.24,65.1,43.74,54.54,67.01,81.84,38.3,29.6,73.88,17.53,17.15,63.88,,65.76,26.4,53.39,33.3,89.24,28.64,,55.62,66.97
2010-03-23,,228.36,60.06,129.26,41.24,72.18,17.13,62.41,77.1,26.64,74.77,38.31,34.01,,18.33,174.83,32.59,,53.15,129.37,22.67,65.36,44.58,55.3,67.35,82.35,38.5,29.88,74.49,17.89,17.54,64.53,,66.46,26.55,53.9,33.16,89.98,28.95,,55.89,66.95
2010-03-24,,229.37,59.07,128.04,41.01,72.32,17.57,62.06,76.16,26.45,73.93,38.77,34.39,,18.45,174.41,32.32,,53.06,128.53,22.43,64.75,44.94,54.62,66.8,81.61,38.01,29.65,73.38,17.29,17.61,63.61,,65.85,26.26,54.06,32.72,88.75,28.46,,55.58,66.5
2010-03-25,,226.65,59.26,134.73,41.42,72.49,17.74,62.14,75.97,26.43,73.8,37.83,35.09,,18.3,174.9,32.62,,53.5,129.24,22.35,64.57,44.94,54.8,66.9,80.93,37.78,30.01,73.57,17.34,17.39,63.62,,66.4,26.15,54.08,33.12,90.41,28.32,,55.61,66.3
2010-03-26,,230.9,59.41,135.06,41.12,72.59,17.9,62.44,74.95,26.47,74.43,37.69,35.31,,18.34,172.87,32.75,,53.42,129.26,22.24,64.38,45.02,54.65,67.26,81.0,37.43,29.66,73.89,17.34,17.14,63.69,,66.84,26.24,54.35,32.63,90.25,28.38,,55.51,66.54
2010-03-29,,232.39,59.91,135.12,41.48,74.11,18.04,63.48,74.77,26.51,75.23,37.72,35.16,,18.4,174.05,32.6,,52.97,128.59,22.33,64.82,44.86,54.77,67.07,81.36,37.89,29.59,73.97,17.56,17.28,63.73,,67.01,26.51,54.76,32.84,90.24,28.45,,55.74,67.3
2010-03-30,,235.84,60.09,136.58,41.29,73.53,17.76,63.16,75.41,26.65,75.3,37.78,35.1,,18.3,171.38,32.69,,53.26,128.77,22.34,64.9,44.58,54.87,67.24,84.28,37.66,29.77,73.81,17.63,17.26,63.66,,66.97,25.95,53.93,33.06,91.0,29.18,,55.91,67.05
2010-03-31,,235.0,59.84,135.77,41.26,72.61,17.85,62.85,74.45,26.03,75.83,37.24,34.91,,18.2,170.63,32.35,,53.15,128.25,22.29,65.2,44.75,55.0,66.72,83.57,37.35,29.29,73.5,17.4,17.15,63.27,,67.68,25.84,53.94,32.67,91.03,28.985,,55.6,66.98
2010-04-01,,235.97,60.8,131.81,41.7,72.99,18.04,63.99,75.54,25.83,76.69,37.91,35.55,,18.33,170.22,32.38,,53.24,128.25,22.39,65.77,45.18,55.3,67.58,83.85,37.71,29.16,74.01,17.22,17.08,63.36,,68.25,26.11,53.92,32.99,92.55,29.23,,55.49,67.61
2010-04-05,,238.49,60.42,131.49,42.67,72.04,18.13,64.99,76.85,26.17,77.66,38.42,35.22,,18.53,173.16,32.66,,53.87,129.35,22.59,65.4,45.34,54.86,68.03,84.19,37.39,29.27,74.11,17.48,16.9,63.76,,68.99,26.31,53.33,33.14,92.47,29.395,,55.49,68.19
2010-04-06,,239.54,60.29,135.56,43.12,72.36,18.49,65.29,78.83,26.22,77.88,38.81,35.47,,18.6,172.9,32.55,,53.86,128.93,22.4,65.31,45.84,54.29,67.81,84.35,37.25,29.32,73.91,17.05,16.96,63.11,,69.87,26.31,52.59,33.41,92.4,29.155,,55.53,67.9
2010-04-07,,240.6,60.35,134.87,42.37,72.1,18.62,64.47,77.18,26.34,77.37,38.79,35.32,,18.5,176.36,32.61,,53.29,128.48,22.45,65.22,45.32,53.82,67.7,83.66,36.79,29.35,73.59,17.16,17.07,62.5,,69.85,25.65,52.5,32.93,90.71,28.255,,55.28,67.34
2010-04-08,,239.95,60.52,140.96,43.69,72.28,18.65,64.48,77.95,26.28,77.66,39.14,35.67,,18.56,179.5,32.97,,53.63,127.61,22.31,64.93,45.76,53.76,68.76,82.95,36.78,29.92,73.99,16.88,17.14,62.56,,70.84,26.02,52.26,32.62,91.49,28.18,,55.38,67.86
2010-04-09,,241.79,60.9,140.06,43.88,72.42,18.59,65.27,79.77,26.6,79.5,39.19,36.22,,18.52,179.12,33.25,,53.87,128.76,22.55,65.14,45.98,54.59,68.68,83.49,36.97,30.34,75.18,16.99,17.25,62.73,,71.21,26.44,52.4,32.26,92.52,28.105,,55.07,68.76
2010-04-12,,242.29,60.37,141.2,44.54,71.92,18.66,66.73,80.51,26.53,80.43,38.9,35.89,,18.71,177.84,33.48,,53.88,128.36,22.54,65.11,46.14,54.76,68.53,83.28,36.85,30.32,75.53,17.3,,62.7,,72.31,26.38,52.02,32.26,93.19,27.975,,55.02,68.71
2010-04-13,,242.43,60.68,140.16,44.99,71.19,18.67,66.19,80.43,26.44,80.21,38.61,35.84,,18.95,179.25,34.34,,53.78,129.03,22.77,65.68,45.87,55.02,68.92,83.94,36.7,30.45,75.51,17.66,17.18,63.0,,72.33,26.2,52.22,32.16,92.79,28.095,,54.72,68.66
2010-04-14,,245.69,61.14,144.28,46.46,71.7,19.4,67.28,83.87,26.88,80.58,38.87,36.2,,19.35,184.92,34.98,,54.52,131.25,23.52,65.49,47.73,54.95,69.42,84.39,36.21,30.82,75.8,17.88,17.07,63.19,,72.79,26.24,52.91,31.05,94.26,27.89,,54.64,68.61
2010-04-15,,248.92,60.64,145.82,46.67,72.09,19.48,68.22,,27.21,81.59,39.33,36.4,,19.5,184.27,35.14,,54.23,130.89,24.22,65.51,47.81,54.26,69.16,85.0,36.04,30.87,75.64,,16.99,63.0,,,26.24,,30.63,94.45,27.6,,54.13,68.26
2010-04-16,,247.4,60.72,142.17,45.1,70.79,18.41,66.88,,26.98,80.75,38.66,35.83,,18.97,160.7,35.01,,53.75,130.63,23.92,65.02,45.55,54.97,69.03,83.76,35.71,30.67,75.17,,16.8,62.85,,,25.93,,30.73,93.85,27.64,,54.11,67.93
2010-04-19,,247.07,61.07,142.43,45.76,70.96,18.39,66.99,82.65,27.07,81.32,39.37,36.17,,18.94,163.32,35.17,,53.64,132.23,24.0,66.03,45.39,55.32,69.92,83.9,35.9,31.04,75.58,16.98,16.79,63.22,,73.17,26.38,53.19,31.23,93.12,27.78,,54.39,68.23
2010-04-20,,244.59,60.18,144.2,46.2,71.41,18.61,67.5,84.48,27.18,82.05,39.16,36.54,,19.0,159.98,35.18,,53.56,129.69,24.12,65.99,45.88,54.47,70.34,85.27,36.06,31.36,76.36,17.04,16.76,63.19,,73.98,26.66,53.17,30.98,94.05,27.81,,54.52,68.97
2010-04-21,,259.22,58.71,146.43,45.99,74.16,18.28,67.75,85.08,27.24,81.92,39.07,36.56,,19.03,158.93,35.27,,53.7,128.99,23.8,65.39,45.35,54.19,70.36,85.7,34.74,31.33,76.72,16.6,16.6,63.63,,74.31,26.34,52.8,30.26,93.13,27.62,,54.47,68.92
2010-04-22,,266.47,58.16,150.09,46.77,75.59,18.54,67.51,88.7,27.32,81.2,39.47,36.78,,18.95,159.05,35.72,,53.31,129.13,23.99,64.78,44.74,54.31,71.03,86.05,33.77,31.39,78.23,16.67,16.48,63.59,,79.33,26.27,53.79,30.46,95.14,27.36,,54.49,68.56
2010-04-23,,270.83,58.88,143.63,48.05,75.13,18.43,68.78,88.16,27.47,82.67,40.22,36.79,,19.07,157.4,36.39,,53.9,129.99,24.04,65.04,44.94,53.88,71.15,86.58,35.46,30.96,77.9,16.44,16.91,63.54,,79.54,26.25,53.38,30.95,96.59,27.145,,54.53,69.24
2010-04-26,,269.5,58.43,147.11,47.14,74.34,18.05,71.65,88.49,27.57,82.59,40.95,37.04,,19.3,152.03,36.49,,54.26,130.73,23.82,64.76,43.89,53.73,71.02,87.44,35.0,31.11,78.02,16.6,16.82,63.94,,79.94,26.27,51.92,29.85,96.0,27.04,,54.04,69.29
2010-04-27,,262.04,57.84,142.02,45.79,72.48,17.47,68.53,85.81,27.01,80.23,39.4,36.32,,18.7,153.04,35.29,,53.25,128.82,23.35,64.28,42.41,52.87,70.53,87.97,34.48,30.84,76.74,16.13,16.46,63.11,,79.41,25.95,50.53,29.8,92.95,26.865,,54.04,68.27
2010-04-28,,261.6,58.18,139.35,46.08,72.37,17.78,68.97,86.15,27.04,80.62,39.46,36.29,,18.95,157.01,35.19,,53.28,130.1,23.26,64.62,43.46,53.36,70.34,88.24,34.56,30.91,76.44,16.16,16.53,63.17,,79.32,25.91,51.12,30.44,93.61,27.21,,53.61,69.19
2010-04-29,,268.64,58.59,141.73,47.6,73.79,18.3,70.75,88.14,27.53,82.29,40.57,37.22,,19.49,160.24,35.56,,52.88,130.46,23.49,65.01,44.0,53.74,71.52,89.33,35.25,31.0,77.57,16.65,16.86,62.2,,79.15,26.14,51.42,31.3,92.82,27.305,,53.7,68.66
2010-04-30,,261.09,57.31,137.1,46.12,72.43,17.83,68.09,85.6,26.93,81.44,39.84,36.84,,18.86,145.2,35.23,,51.97,129.0,22.84,64.3,42.58,53.45,70.59,88.67,35.04,30.54,75.91,15.71,16.72,62.16,,78.07,26.06,50.74,30.31,90.23,26.995,,53.64,67.77
2010-05-03,,266.35,57.59,137.49,47.2,74.39,18.06,69.94,87.72,27.54,82.83,40.12,37.56,,19.26,149.5,35.87,,52.71,129.6,23.26,65.33,43.53,53.76,71.42,89.81,35.27,30.86,77.77,15.54,16.91,62.68,,80.01,26.28,51.21,30.26,89.27,27.37,,53.74,67.84
2010-05-04,,258.68,56.83,129.83,45.86,72.79,17.56,66.7,86.59,26.56,80.76,38.6,36.59,,18.58,149.45,35.42,,50.64,128.12,22.56,64.7,42.47,53.18,70.64,87.68,35.81,30.13,77.35,14.75,17.26,61.71,,78.45,25.9,50.0,29.49,88.37,26.865,,54.02,66.47
2010-05-05,,255.99,56.6,130.93,44.43,71.0,17.53,65.96,85.22,26.55,80.19,37.87,35.34,,18.1,148.19,35.24,,50.93,127.46,22.17,65.14,42.63,53.66,70.66,86.59,35.59,29.85,75.21,14.5,17.18,62.16,,77.05,25.77,50.62,30.0,86.43,26.8,,54.77,66.17
2010-05-06,,246.25,54.75,128.71,42.5,67.97,16.28,63.5,80.9,25.49,77.2,36.69,34.01,,17.31,142.32,33.96,,48.33,123.92,21.51,63.4,40.81,52.3,69.42,84.24,34.27,28.98,72.3,14.2,16.74,60.75,,76.33,25.14,49.8,29.24,82.92,26.175,,53.23,63.89
