date,AA,AAPL,AMGN,AMZN,AXP,BA,BAC,CAT,CRM,CSCO,CVX,DD,DIS,DOW,GE,GS,HD,HON,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PFE,PG,RTX,SHW,T,TRV,UNH,V,VZ,WBA,WMT,XOM
2019-03-04,29.16,175.85,189.78,1696.17,109.0,432.69,29.03,138.35,158.5,51.16,122.12,77.2124,114.33,,10.38,195.98,183.81,,19.53,138.43,53.94,138.48,104.19,45.65,180.59,206.86,81.37,112.26,85.64,156.78,43.07,98.87,,437.75,29.98,132.15,236.02,147.96,56.24,64.74,97.85,80.31
2019-03-05,29.2,175.53,188.82,1692.4301,108.85,430.12,29.08,137.14,156.97,51.3,123.29,76.4011,114.0,,9.89,196.0,184.0,,19.36,137.88,53.68,138.77,104.11,45.6,181.35,203.84,81.7,111.7,85.44,156.52,42.89,99.09,,431.43,29.95,132.69,241.43,147.95,56.08,63.4,98.34,80.19
2019-03-06,28.25,174.52,183.15,1668.95,108.98,424.46,28.84,134.83,156.79,51.67,123.53,77.5255,114.85,,9.11,194.74,184.45,,19.08,136.98,52.95,139.09,103.72,45.45,182.03,202.8,80.76,111.75,85.13,152.05,41.86,98.93,,422.26,29.81,131.8,239.07,147.81,55.68,61.1,98.26,79.28
2019-03-07,27.36,172.5,181.46,1625.95,107.86,422.56,28.55,132.8,155.6,51.29,121.94,77.5967,114.01,,9.45,192.77,182.51,,18.82,135.36,52.6,138.24,102.97,45.28,180.52,199.86,80.45,110.39,85.26,149.26,41.39,98.55,,414.05,29.92,131.49,236.7,146.83,56.3,59.79,97.45,80.16
2019-03-08,26.82,172.91,180.87,1620.8,107.98,422.54,28.65,131.35,155.06,51.07,121.62,77.8243,113.81,,9.58,195.24,181.23,,18.74,135.09,52.48,138.06,103.01,44.84,179.5,200.89,79.8,110.51,84.8,150.64,40.89,98.41,,416.97,29.96,131.02,237.29,147.35,56.53,59.9,97.59,79.01
2019-03-11,27.52,178.9,184.14,1670.62,109.56,400.01,28.94,133.11,157.65,51.92,123.62,79.1053,114.75,,9.9,195.97,182.44,,19.04,137.71,53.35,138.56,104.35,46.18,181.08,207.1,80.87,112.83,85.82,161.14,41.5,99.58,,427.99,30.22,131.87,243.15,150.67,57.58,60.68,98.48,79.78
2019-03-12,28.44,180.91,184.18,1673.1,110.43,375.41,28.94,132.48,158.28,52.15,123.9,79.091,114.73,,9.76,196.63,184.0,,19.06,138.28,53.57,139.18,104.04,46.05,181.83,205.8,81.23,113.62,85.43,162.52,41.73,100.05,,422.7,30.63,132.72,245.88,151.73,57.43,61.0,98.37,80.0
2019-03-13,28.98,181.71,187.35,1690.8101,112.14,377.14,29.29,133.5,159.81,52.59,124.67,79.5607,114.09,,10.02,197.25,181.14,,19.61,138.56,54.37,139.41,104.39,46.22,182.06,206.66,81.6,114.5,85.93,168.62,42.01,101.18,,425.21,30.28,133.0,252.25,152.47,57.66,61.9,99.03,80.71
2019-03-14,27.89,183.73,187.76,1686.22,112.35,373.3,29.46,133.69,160.67,52.74,124.6,78.3225,114.48,,10.3,197.47,181.61,,19.64,138.79,53.44,138.02,105.34,45.7,182.74,207.38,81.49,114.59,86.87,165.56,41.19,101.32,,428.82,30.28,133.06,253.27,154.2,57.95,61.82,98.22,80.44
2019-03-15,27.84,186.12,191.24,1712.36,113.52,378.99,29.3,132.67,161.51,53.2,125.31,78.6783,114.96,,9.96,198.26,182.23,,19.94,139.43,54.33,137.6,106.55,45.3,185.33,208.08,81.57,115.91,86.8,169.81,41.78,102.44,,431.03,30.67,134.18,251.4,155.46,58.39,62.63,98.42,80.15
2019-03-18,28.64,188.02,191.31,1742.15,113.55,372.28,29.82,134.1,161.95,53.51,125.88,78.5787,113.12,,10.2,202.47,183.42,,19.95,140.21,54.1,137.17,107.19,45.41,183.95,208.49,81.35,117.57,87.82,168.95,41.81,101.51,,431.35,30.8,134.94,255.0,154.96,58.07,63.08,99.66,81.08
2019-03-19,28.62,186.53,191.49,1761.85,112.67,373.43,29.65,134.15,163.93,53.31,125.28,78.3936,110.0,,10.19,201.12,184.13,,20.0,140.49,54.17,138.44,106.8,45.56,183.11,209.02,81.91,117.65,87.69,175.71,42.3,101.9,,430.27,30.68,132.93,257.13,154.59,57.5,63.77,99.85,80.87
2019-03-20,28.79,188.16,191.12,1797.27,110.77,376.16,28.64,133.01,163.51,53.26,124.69,78.294,109.99,,10.22,194.32,186.1,,19.99,139.6,53.82,137.29,104.52,45.53,184.97,208.3,82.08,117.52,86.69,174.4,42.17,101.72,,429.26,30.51,131.33,250.5,153.75,57.67,62.79,98.64,81.32
2019-03-21,29.41,195.09,191.89,1819.26,111.82,372.7,28.18,134.06,166.95,53.94,125.86,79.5892,108.66,,10.27,194.58,189.97,,20.22,141.44,54.64,138.1,102.87,45.51,186.37,209.61,82.95,120.22,88.01,183.94,42.35,102.49,,433.63,31.06,134.37,252.02,155.8,58.29,63.6,99.06,81.79
2019-03-22,28.12,191.05,186.7,1764.77,109.46,362.17,27.01,129.77,161.5,52.74,123.09,76.7427,108.23,,9.98,188.96,188.75,,19.34,139.45,53.26,136.91,99.76,45.93,186.81,204.66,82.29,117.05,82.19,177.5,41.85,101.66,,420.72,31.07,134.9,247.09,153.07,59.76,62.41,98.28,80.48
2019-03-25,28.02,188.74,186.59,1774.26,109.04,370.46,26.84,131.38,160.88,52.73,122.89,75.8175,107.79,,9.88,188.51,189.68,,18.97,139.18,52.78,136.61,98.93,46.03,185.72,203.21,82.35,117.66,82.33,173.78,41.89,101.96,,422.39,30.77,134.95,246.86,153.03,60.08,61.69,98.17,79.92
2019-03-26,27.54,186.79,188.27,1783.76,109.5,370.38,27.21,131.84,159.4,53.23,124.13,75.6894,110.14,,10.1,190.69,189.34,,19.13,140.22,53.44,138.57,99.92,46.64,187.48,207.24,82.92,117.91,83.38,176.87,42.42,103.02,,420.4,31.39,134.98,243.39,155.3,60.63,61.92,98.32,80.96
2019-03-27,27.91,188.47,186.32,1765.7,108.98,374.21,27.03,131.2,155.12,53.14,122.79,74.9493,110.28,,9.96,190.03,189.25,,18.93,139.24,53.16,138.7,99.58,46.61,187.51,207.16,82.29,116.77,83.09,176.5,42.02,102.9,,426.69,31.4,136.35,241.71,154.22,60.88,62.23,97.21,80.34
2019-03-28,27.99,188.72,187.65,1773.42,109.16,374.44,27.33,132.37,155.18,53.36,123.02,75.0347,110.71,,9.89,191.18,190.06,,19.0,139.92,53.11,138.88,100.71,46.58,189.39,208.53,82.63,116.93,84.04,177.25,42.29,103.55,,431.22,31.01,136.9,242.23,154.67,59.08,62.51,97.13,80.74
2019-03-29,28.16,189.95,189.98,1780.75,109.3,381.42,27.59,135.49,158.37,53.99,123.18,75.8745,111.03,,9.99,191.99,191.89,,19.43,141.1,53.7,139.79,101.23,46.86,189.9,207.78,83.17,117.94,84.21,179.56,42.47,104.05,,430.71,31.36,137.16,247.26,156.19,59.13,63.27,97.53,80.8
2019-04-01,29.46,191.24,191.77,1814.1899,111.7,391.54,28.54,140.25,161.18,54.98,124.94,77.4543,112.51,,10.1,196.74,195.64,,20.05,143.3,54.51,138.98,104.64,46.72,188.39,211.94,83.3,119.02,85.23,182.28,42.84,103.64,,433.33,31.95,138.02,245.54,157.26,59.09,63.49,97.82,81.73
2019-04-02,28.54,194.02,192.43,1813.98,111.0,390.75,28.87,140.19,160.51,55.29,124.93,77.2275,111.96,56.25,10.24,197.5,194.31,,19.72,143.0,54.36,137.71,105.14,46.57,188.35,212.13,83.21,119.19,84.37,183.0,42.91,103.75,,437.17,31.63,136.81,244.41,157.78,58.53,55.36,96.94,81.38
2019-04-03,28.69,195.35,192.92,1820.7,110.56,384.74,28.84,139.26,162.62,55.63,123.89,79.0476,112.52,56.88,10.1,200.86,198.61,,19.75,143.63,55.48,137.17,105.35,46.18,188.35,213.13,83.18,119.97,84.47,188.62,42.84,103.69,,440.68,31.87,136.6,245.84,158.46,58.87,54.84,97.19,80.9
2019-04-04,29.29,195.69,192.33,1818.86,110.12,395.86,29.15,140.13,158.52,55.14,124.8,79.9577,114.75,59.71,10.03,202.23,200.45,,19.76,142.78,55.92,135.57,105.56,46.48,189.87,215.03,81.85,119.36,85.28,188.26,42.74,103.43,,444.38,31.98,136.52,247.39,157.64,58.99,54.15,98.11,82.05
2019-04-05,29.55,197.0,195.41,1837.28,110.96,391.93,29.08,140.36,158.56,55.21,126.42,80.2116,115.0,57.24,10.01,202.38,202.06,,19.79,143.28,55.6,136.18,105.31,46.47,190.71,215.41,81.15,119.89,85.4,190.95,42.99,103.65,,449.23,32.35,136.4,248.78,157.65,59.09,54.69,98.83,82.49
2019-04-08,29.66,200.1,194.88,1849.86,110.7,374.52,29.17,139.82,158.47,55.49,126.68,80.7196,114.96,57.15,9.49,202.54,203.55,,19.94,143.39,55.68,136.14,105.65,46.55,189.85,215.02,80.95,119.93,84.73,191.79,43.14,104.97,,446.43,32.39,135.88,248.75,157.75,59.13,55.06,99.23,83.0
2019-04-09,29.1,199.5,192.98,1835.84,109.85,369.04,28.89,136.35,156.97,55.18,125.54,80.8889,116.86,56.27,9.22,200.62,200.9,,19.59,142.11,55.32,135.57,104.87,46.67,190.08,211.96,80.8,119.28,84.28,189.26,42.84,104.66,,443.74,31.75,135.19,248.79,157.49,58.4,54.5,98.69,81.93
2019-04-10,29.15,200.62,193.89,1847.33,110.16,364.94,29.07,137.53,160.24,55.82,125.49,81.4815,117.16,55.71,9.16,202.98,199.43,,19.97,143.02,55.75,135.58,105.34,46.64,189.22,212.11,80.82,120.19,84.88,192.1,42.73,104.65,,443.71,31.88,135.46,246.03,158.56,58.61,54.51,99.6,81.56
2019-04-11,28.49,198.95,192.11,1844.0699,109.85,370.16,29.07,138.87,160.73,55.6,125.99,82.3069,116.6,54.89,9.12,202.83,201.48,,19.94,143.78,55.8,135.21,106.23,46.71,188.88,213.53,79.84,120.33,85.0,191.54,42.27,104.75,,443.26,32.2,136.28,235.42,157.86,58.56,53.44,100.8,81.95
2019-04-12,28.29,198.87,191.42,1843.0601,110.91,379.64,30.17,141.2,160.71,56.29,119.76,83.5344,130.06,58.3,9.0,207.84,203.85,,20.21,144.35,56.42,135.98,111.21,46.74,191.6,217.42,79.43,120.95,86.24,190.01,41.71,105.06,,441.53,32.2,137.72,223.22,159.64,58.74,53.45,101.56,80.92
2019-04-15,27.74,199.23,191.2,1844.87,110.53,375.46,29.84,140.25,160.09,56.56,120.14,82.328,132.04,57.78,8.98,199.91,204.86,,20.2,143.9,56.28,136.52,109.94,47.0,191.85,215.83,78.53,121.05,86.83,184.7,42.09,105.73,,443.77,32.02,136.79,230.2,160.44,58.71,54.24,102.43,80.65
2019-04-16,27.72,199.25,188.05,1863.04,111.88,381.72,29.88,142.03,158.69,56.95,121.17,82.8571,129.9,58.5,9.14,201.84,204.47,,20.57,145.14,56.71,138.02,111.1,46.95,191.7,216.9,77.56,120.77,87.8,188.21,40.92,106.42,,450.47,32.25,138.34,220.96,160.23,58.79,54.84,102.93,81.2
2019-04-17,27.72,203.13,182.47,1864.8199,111.76,377.52,30.03,142.74,155.34,56.31,120.27,82.963,131.75,58.32,9.12,207.9,206.55,,20.5,139.11,58.56,138.52,114.3,47.28,191.61,217.64,73.92,121.77,88.73,187.29,39.88,105.85,,442.91,31.95,135.87,216.84,160.44,57.78,55.14,103.16,81.43
2019-04-18,26.66,203.86,177.47,1861.6899,113.67,380.07,30.03,143.36,155.99,56.4,119.86,82.5397,132.45,57.77,9.35,205.91,205.66,,20.52,140.33,58.49,137.52,113.46,47.48,194.91,218.88,73.19,123.37,89.2,186.3,39.38,106.05,,452.43,32.03,138.93,221.75,160.16,58.04,54.63,103.18,81.13
2019-04-22,28.14,204.53,176.36,1887.3101,112.33,375.17,30.05,142.38,158.76,56.34,121.9,81.1005,131.68,57.89,9.32,204.6,204.78,,19.88,138.89,58.82,137.83,113.6,47.4,193.92,218.54,73.46,123.76,87.36,188.47,38.98,106.01,,451.89,32.08,136.61,227.11,160.4,58.37,54.1,102.37,82.9
2019-04-23,28.53,207.48,179.76,1923.77,113.97,374.02,30.07,142.03,161.23,56.69,122.02,81.0159,133.36,57.64,9.33,204.14,206.05,,20.09,140.44,58.78,139.9,113.74,48.21,195.26,219.5,74.6,125.44,87.43,190.67,39.42,103.16,,460.44,32.1,138.01,230.58,161.66,57.15,53.22,103.07,83.38
2019-04-24,28.12,207.16,178.3,1901.75,114.02,375.46,30.02,137.73,159.56,56.88,118.28,81.037,135.1,55.98,9.32,200.54,206.72,,19.87,139.95,58.72,139.2,113.55,47.98,197.63,219.08,74.73,125.01,88.39,191.17,39.37,103.69,,457.9,30.79,139.18,230.35,161.49,57.08,53.47,103.53,81.76
2019-04-25,27.11,205.28,180.48,1902.25,115.88,382.8,30.08,136.13,163.09,56.33,117.9,79.5767,137.24,55.33,9.12,201.4,206.5,,19.6,138.63,57.61,139.65,113.61,47.84,197.93,190.72,76.34,129.15,87.56,186.91,39.61,103.28,,451.3,30.34,139.19,230.79,161.02,55.85,52.68,103.52,82.22
2019-04-26,26.91,204.3,181.47,1950.63,117.6,380.79,30.35,139.03,165.96,55.88,117.1,80.4233,139.92,55.25,9.57,203.08,203.61,,19.41,139.44,52.43,140.39,114.47,48.26,197.42,191.67,76.63,129.89,88.31,178.09,39.97,105.86,,456.67,30.68,140.24,237.0,162.93,56.58,52.85,101.53,80.49
2019-04-29,26.85,204.61,181.17,1938.4301,116.76,379.05,30.77,139.02,165.36,56.13,117.72,80.3386,139.3,55.5,9.73,206.92,202.16,,19.66,139.05,51.11,139.84,116.12,48.42,197.12,190.21,76.78,129.77,88.26,179.33,39.59,104.78,,451.53,30.88,141.46,237.45,164.15,56.84,53.56,101.56,79.97
2019-04-30,26.68,200.67,179.32,1926.52,117.23,377.69,30.58,139.42,165.35,55.95,120.06,81.3757,136.97,56.73,10.17,205.92,203.7,,19.95,140.27,51.04,141.2,116.05,49.06,197.57,189.51,78.71,130.6,87.83,181.0,40.61,106.48,,454.83,30.96,143.75,233.07,164.43,57.19,53.57,102.84,80.28
2019-05-01,26.0,210.52,176.14,1911.52,117.02,376.8,30.26,138.15,162.15,55.58,117.81,78.963,136.38,56.13,10.1,204.73,198.8,,19.93,140.56,50.76,141.95,115.16,48.59,194.17,186.07,78.72,127.88,85.9,180.47,40.77,104.93,,447.5,30.79,143.08,231.95,162.79,56.52,53.68,101.36,78.67
2019-05-02,25.93,209.15,176.5,1900.8199,117.25,375.8,30.5,135.17,161.83,54.94,116.38,73.3757,134.14,52.7,10.25,204.99,201.01,,20.04,139.59,50.55,141.28,115.41,48.39,194.61,184.75,79.52,126.21,85.27,183.19,41.01,105.56,,452.67,30.62,142.7,232.45,161.12,56.99,53.79,101.15,77.29
2019-05-03,26.68,211.75,177.31,1962.46,119.35,376.46,30.71,139.06,163.34,54.94,117.27,73.8413,134.33,53.3,10.5,207.52,200.56,,20.29,140.25,51.75,142.01,116.12,48.72,197.52,185.22,80.0,128.9,85.7,183.01,41.39,106.08,,455.91,30.7,143.35,231.95,162.04,57.24,54.08,102.08,77.47
2019-05-06,25.91,208.48,177.06,1950.55,119.34,371.6,30.47,136.76,162.5,54.59,118.4,71.1534,135.0,53.46,10.43,206.43,199.63,,20.09,140.38,51.22,142.09,115.09,48.47,198.9,183.04,79.48,128.15,83.57,179.85,41.65,105.68,,452.4,30.59,143.43,240.5,162.28,56.91,53.92,102.46,77.13
2019-05-07,25.18,202.86,173.87,1921.0,118.22,357.23,29.92,133.67,156.9,53.45,118.27,68.0212,133.44,52.95,10.11,202.63,194.77,,19.61,137.64,50.48,139.97,113.21,48.0,198.04,179.12,77.9,125.52,82.54,173.11,40.83,104.7,,446.98,30.53,141.71,238.05,160.21,56.63,52.94,101.3,76.72
2019-05-08,24.69,202.9,172.15,1917.77,117.49,359.75,29.8,131.95,156.86,53.47,117.5,67.0476,134.99,52.48,10.16,200.95,195.17,,19.53,138.0,49.24,139.79,112.61,47.85,198.03,178.59,78.18,125.51,82.77,173.92,40.95,105.07,,444.51,30.3,141.53,239.15,160.76,56.38,53.5,100.3,76.84
2019-05-09,24.81,200.72,172.87,1899.87,117.26,354.13,29.71,131.2,156.31,52.92,121.19,65.5873,133.59,52.93,10.04,201.63,194.58,,19.29,135.34,46.62,138.73,112.52,47.4,197.73,175.28,78.33,125.5,82.98,170.19,40.64,104.24,,441.96,30.38,141.83,237.97,159.81,56.48,53.56,99.54,76.77
2019-05-10,25.04,197.18,171.85,1889.98,118.46,354.67,29.58,131.34,159.94,53.36,121.99,66.6243,134.04,53.07,10.13,202.05,194.58,,19.12,135.32,46.2,139.05,112.51,48.19,199.99,175.86,78.19,127.13,83.95,168.82,40.72,106.01,,439.92,30.62,143.96,240.59,160.71,56.91,53.42,101.91,76.56
2019-05-13,24.54,185.72,167.6,1822.6801,115.9,337.37,28.25,125.3,153.15,51.3,120.44,64.0,131.34,50.95,9.87,194.97,190.34,,18.27,131.42,44.76,137.2,109.45,48.05,199.03,174.07,77.17,123.35,82.53,158.45,40.57,106.11,,430.89,30.47,143.41,239.55,157.33,56.75,52.12,99.89,75.71
2019-05-14,25.01,188.66,167.81,1840.12,117.01,343.04,28.62,127.47,158.07,52.02,121.64,65.1005,133.2,52.48,10.32,196.28,191.62,,18.3,133.31,45.17,136.82,110.32,48.69,198.01,175.21,77.42,124.73,83.67,162.04,40.66,105.6,,434.41,31.09,145.71,236.43,160.21,56.55,52.58,100.29,75.81
2019-05-15,25.01,190.92,169.87,1871.15,117.66,345.64,28.29,127.3,155.06,52.44,122.14,63.7037,134.68,52.95,10.26,196.4,191.76,,18.73,134.4,45.62,136.91,109.9,49.18,199.07,174.12,77.55,126.02,84.01,159.58,41.15,106.7,,430.92,31.25,146.52,236.08,162.79,56.81,52.74,99.88,76.37
2019-05-16,24.98,190.08,169.92,1907.5699,119.84,353.81,28.59,126.61,158.48,55.93,120.8,65.1852,135.5,52.98,10.13,199.14,192.38,,18.94,135.88,45.53,138.21,111.31,49.58,199.99,171.81,79.13,128.93,84.28,160.19,41.64,108.11,,433.28,31.62,147.41,236.79,164.87,57.38,52.5,101.31,76.36
2019-05-17,24.5,189.0,169.91,1869.0,119.07,355.02,28.4,122.76,154.57,56.35,120.52,65.545,135.04,50.8,10.0,197.43,192.58,,19.02,134.32,44.89,138.61,110.77,49.2,199.22,169.09,78.72,128.07,84.57,156.53,41.47,107.45,,435.68,31.8,147.49,241.38,164.09,58.09,52.27,100.86,75.91
2019-05-20,23.99,183.09,168.39,1858.97,119.84,352.79,28.4,122.43,155.98,56.01,120.84,65.672,133.91,50.08,9.88,197.24,190.95,,18.96,135.12,43.56,138.42,111.35,48.85,198.99,166.25,78.88,126.22,82.85,151.75,41.59,107.33,,424.51,32.19,148.17,245.99,163.47,59.01,52.26,101.52,75.9
2019-05-21,24.74,186.6,169.69,1857.52,120.55,358.75,28.69,124.95,155.78,56.52,121.34,67.7037,134.09,50.63,9.96,199.11,191.45,,19.44,136.45,44.46,138.12,111.73,48.6,199.84,167.3,79.5,126.9,83.64,155.06,41.67,106.37,,431.92,32.41,147.47,249.94,163.86,59.5,52.76,101.12,76.25
2019-05-22,24.24,182.78,171.3,1859.6801,120.01,352.78,28.49,123.56,157.64,55.69,120.57,67.1323,133.85,50.21,9.9,195.52,188.91,,19.2,136.35,44.0,138.76,110.82,49.65,199.96,169.74,80.98,127.67,83.2,152.2,41.99,106.72,,431.44,32.28,147.96,249.34,164.24,59.25,52.94,102.23,75.56
2019-05-23,23.24,179.66,172.11,1815.48,118.43,350.55,27.76,122.26,153.71,54.19,117.87,65.4815,132.73,48.71,9.56,191.97,192.0,,19.19,132.39,44.53,139.79,108.64,49.85,198.97,165.87,81.02,126.18,82.64,147.32,41.92,106.76,,430.57,32.14,146.94,246.5,161.51,58.87,51.61,101.86,73.79
2019-05-24,23.01,178.97,171.28,1823.28,119.51,354.9,28.18,122.9,154.51,54.37,118.71,65.7778,132.79,49.2,9.45,193.0,193.59,,20.03,132.28,44.57,138.85,109.71,49.61,197.77,166.09,81.17,126.24,82.16,145.15,41.95,106.69,,430.72,32.27,147.94,247.63,162.64,59.32,51.77,102.67,74.1
2019-05-28,22.55,178.23,168.85,1836.4301,118.17,354.88,27.9,121.59,155.19,53.93,118.31,65.1217,132.62,48.56,9.36,189.44,191.55,,19.66,130.46,43.57,137.07,108.52,49.1,196.67,163.35,80.26,126.16,81.2,143.33,41.9,104.46,,427.03,31.93,146.28,242.06,163.71,58.73,51.69,102.42,72.61
2019-05-29,22.46,177.38,169.18,1819.1899,117.01,348.8,27.75,121.48,152.89,53.18,116.77,65.7989,131.57,48.71,9.37,188.05,189.99,,19.0,129.69,44.23,131.33,108.22,48.61,196.02,161.4,79.36,124.94,78.87,140.34,41.72,104.19,,426.44,31.91,145.07,242.4,162.73,58.18,51.13,102.12,72.16
2019-05-30,21.62,178.3,169.04,1816.3199,116.74,349.87,27.16,121.84,155.66,53.57,115.38,65.9683,132.2,48.47,9.47,187.37,191.08,,19.14,129.57,44.73,132.11,107.06,49.25,199.24,160.58,79.68,125.73,79.26,139.11,41.9,105.33,,424.57,31.86,145.73,243.5,162.76,56.83,50.55,102.19,71.97
2019-05-31,21.19,175.07,166.7,1775.0699,114.71,341.61,26.6,119.81,151.41,52.03,113.85,64.5926,132.04,46.76,9.44,182.49,189.85,,18.68,126.99,44.04,131.15,105.96,49.13,198.27,159.75,79.21,123.68,77.14,135.46,41.52,102.91,,419.45,30.58,145.57,241.8,161.33,54.35,49.34,101.44,70.77
2019-06-03,21.51,173.3,172.36,1692.6899,114.62,338.89,26.68,120.65,145.1,51.78,115.99,76.1,132.47,47.96,9.53,183.19,189.57,,18.66,128.27,43.46,131.44,106.46,49.98,198.78,160.04,80.26,119.84,77.96,133.78,41.92,103.8,,426.81,31.09,146.79,236.56,158.6,56.38,49.91,101.96,71.88
2019-06-04,21.89,179.64,174.73,1729.5601,116.85,344.62,27.92,122.08,150.81,53.23,117.3,74.11,134.82,49.93,10.0,189.88,195.25,,19.39,132.69,44.79,133.73,109.74,50.0,199.63,164.29,81.08,123.16,81.62,143.0,42.23,104.68,,435.39,31.48,147.55,240.76,162.33,56.22,51.5,102.56,73.59
2019-06-05,21.37,182.54,174.55,1738.5,118.12,348.75,27.91,123.12,158.44,54.75,117.65,74.86,135.94,50.34,9.89,188.44,196.69,,19.56,131.49,44.55,134.38,110.13,50.78,200.13,163.85,81.69,125.83,82.72,141.28,42.48,106.73,,449.77,31.68,149.85,242.77,165.39,57.03,50.8,104.42,72.98
2019-06-06,21.57,185.22,174.45,1754.36,119.43,350.64,27.88,123.39,159.31,55.1,120.68,72.66,137.21,51.06,9.92,189.81,197.17,,19.66,132.22,45.1,136.68,110.37,51.4,203.05,164.72,81.44,127.82,82.45,143.78,42.71,107.38,,466.56,32.1,149.0,241.82,166.92,57.54,50.98,105.11,74.31
2019-06-07,21.44,190.15,175.51,1804.03,121.11,353.7,27.53,124.46,161.27,55.93,121.48,73.64,138.04,51.3,9.98,189.81,197.3,,19.71,133.31,46.03,138.55,109.16,51.49,205.48,166.61,82.46,131.4,83.41,145.5,42.92,108.77,,473.98,32.49,149.53,246.77,170.05,57.24,51.97,106.06,74.58
2019-06-10,21.58,192.58,175.58,1860.63,122.66,353.8,28.07,125.74,152.79,56.42,122.29,73.75,137.07,51.62,10.05,194.12,198.05,,19.88,134.74,46.8,139.02,110.34,51.38,201.3,168.29,82.48,132.6,82.58,148.43,43.07,108.72,,471.55,31.93,149.32,248.14,170.82,56.15,52.29,107.52,74.91
2019-06-11,21.67,194.81,174.62,1863.7,123.23,349.33,28.24,127.28,150.15,57.11,121.17,73.73,135.08,52.04,10.12,194.73,198.01,,19.86,135.95,46.85,139.78,110.68,51.33,203.26,168.91,82.98,132.1,83.26,150.75,42.67,109.38,,470.87,32.11,149.19,245.87,170.31,56.83,52.88,107.94,74.84
2019-06-12,21.17,194.19,175.6,1855.3199,122.03,347.03,27.95,127.1,151.28,55.86,120.19,73.46,135.72,52.49,10.28,190.22,198.94,,19.92,134.87,46.32,141.68,109.27,51.64,204.93,169.01,83.71,131.49,82.63,146.2,43.08,109.68,,473.87,32.18,149.73,244.5,171.59,57.36,52.12,108.82,74.03
2019-06-13,21.8,194.15,176.71,1870.3,121.86,348.86,27.94,127.17,151.34,56.17,120.91,74.83,141.74,52.88,10.31,191.45,202.35,,19.99,135.76,46.7,140.71,109.54,51.13,204.49,168.85,82.9,132.32,83.61,148.26,42.5,110.91,,479.01,32.29,149.41,244.96,169.35,57.62,52.89,108.65,74.68
2019-06-14,21.73,192.74,176.08,1869.67,122.0,347.16,28.04,127.23,150.01,54.75,120.81,75.08,141.65,51.15,10.23,191.66,205.77,,19.91,135.15,46.19,140.09,109.82,51.31,205.29,166.69,82.78,132.45,83.44,144.64,42.76,111.2,,473.65,32.35,150.11,245.37,169.66,58.28,52.57,109.07,74.35
2019-06-17,21.65,193.89,178.39,1886.03,121.45,354.9,27.93,127.32,150.29,55.4,121.39,74.75,140.97,49.35,10.05,190.83,206.98,,19.9,134.95,46.13,139.44,109.22,50.87,203.81,166.78,83.3,132.85,82.11,145.03,42.88,110.99,,467.76,32.3,149.92,245.97,169.56,57.63,52.81,109.16,75.09
2019-06-18,22.54,198.45,181.61,1901.37,123.43,373.96,28.62,130.33,150.59,56.05,122.93,74.25,139.24,49.61,10.42,194.98,207.48,,20.52,136.38,47.37,140.23,110.71,50.64,204.51,171.86,84.49,135.16,84.3,152.88,43.07,109.6,,464.77,32.44,150.33,245.7,169.28,57.33,52.8,109.65,75.74
2019-06-19,22.4,197.87,182.77,1908.79,124.68,368.56,28.32,130.61,154.14,56.13,122.89,72.97,140.92,48.5,10.34,195.64,207.94,,20.63,137.08,47.07,140.45,109.91,51.12,204.55,170.75,85.36,135.69,83.55,153.12,43.5,110.42,,465.0,32.41,151.6,250.19,170.69,57.63,52.9,109.62,75.32
2019-06-20,22.51,199.46,184.08,1918.1899,124.92,374.88,28.27,133.63,157.2,57.41,124.28,74.98,142.02,48.93,10.63,195.7,211.25,,20.86,138.85,47.19,142.21,110.19,51.66,205.12,173.94,84.6,136.95,85.24,154.1,43.6,111.74,,471.66,32.54,152.19,247.76,173.74,57.34,52.88,110.32,76.61
2019-06-21,22.6,198.78,187.11,1911.3,124.73,371.84,28.12,133.89,156.84,57.03,124.93,74.64,140.23,48.36,10.48,195.94,209.39,,20.7,139.2,47.46,142.09,109.44,51.55,204.26,173.35,84.57,136.97,85.75,151.76,43.67,111.2,,465.69,32.45,151.48,252.28,173.44,57.77,52.45,111.13,77.69
2019-06-24,22.22,198.58,184.83,1913.9,124.14,373.99,27.98,134.37,152.56,57.18,124.91,74.7,139.22,49.58,10.28,197.49,205.5,,20.66,139.35,47.63,143.06,108.66,51.92,203.92,173.38,85.51,137.78,84.5,152.66,43.76,112.33,,465.96,32.58,152.02,249.64,173.85,58.27,51.95,111.24,76.95
2019-06-25,22.55,195.57,184.44,1878.27,123.16,369.32,27.76,133.71,149.34,56.08,123.64,74.13,139.94,49.69,10.22,196.06,204.74,,20.6,138.36,46.85,144.24,107.76,51.76,205.71,172.03,85.24,133.43,82.62,151.48,43.76,111.72,,463.33,32.55,153.13,247.66,171.28,58.0,52.95,110.72,76.27
2019-06-26,23.21,199.8,183.17,1897.83,123.59,374.94,27.91,135.15,149.04,56.6,123.93,73.84,140.4,50.45,10.27,197.01,206.42,,20.79,138.52,48.19,141.85,108.48,51.12,204.55,171.88,83.54,133.93,82.55,159.26,42.99,109.73,,454.27,32.53,148.7,243.47,171.06,56.99,52.38,110.16,76.6
