,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio
A_rolling,0.08010034405231492,0.19832371802302654,0.403886861595721,0.4903073679151007,0.3574582520400241,0.01584185839177346,0.02860140868937774,0.014856998430892552,0.0,0.22408307430358662
Hist_baseline_buggy_cost,0.08894438109359526,0.17732622767316927,0.5015861571111129,0.6563423739047425,0.24941025247371462,0.01511806537088899,0.024633706495441547,0.0,0.0,0.356618784558462
Hist_fixed_rebal_cost,0.07840338171820282,0.1775245495880184,0.44164810951585975,0.5781363900814059,0.25122869273933723,0.01512719254853678,0.02469833995909896,0.03847134090531667,0.0,0.31207972649664817
