date,kappa,turnover,n_used,AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,V,VZ,WBA,WMT,XOM,AMGN,CRM,HON,AMZN,NVDA,SHW
2023-05-31,1.1028472066916706,1.4233795949566488,30,8.325838522912965e-05,0.00011977294366479415,0.00014311314202333902,0.0004494294021417695,0.002785372706103828,0.003596507726004784,9.355996465959022e-05,8.181574805993178e-05,0.0020119792720933744,0.0007020925976162612,0.0035375783598865745,7.63848056798592e-05,0.03329877903159854,0.0011282230019085781,0.02083030675581574,0.19561137117777305,0.00020356394195642633,0.14845102963524764,0.00010660480419742714,0.00010931618851783259,,0.07475723553655529,0.19416979247209543,0.0035818903447915364,0.0006925641589421161,0.07959062274364484,0.0005314625216370412,0.21910974591300814,,0.012865544920667493,4.260928095750652e-05,0.0012384725175222048,,,
2023-06-30,1.091738031713333,0.5314588490931531,30,0.00017667197299969973,0.0006396560941562262,0.0007323176241781671,0.002386711600523304,0.001005619609438687,0.10419132503174947,3.452943711852083e-05,0.0005296974248332009,0.006653110317091499,0.00030718248079580196,0.0007495958978098753,2.664231360990291e-05,0.14399868036177357,0.0016369349478304312,0.014202176968612439,0.18550039206656038,0.00013048052731936052,0.11465311939019865,0.0002029886037448902,0.00013120603498480548,,0.11616564330276882,0.13327779815556723,0.006241709511126146,0.002083411375837595,0.040693751444328824,0.0003024394290556531,0.11285884730449885,,0.009273692325813852,0.0001624593096646511,0.0010512091360094784,,,
2023-07-31,1.036070871032229,1.369345780781558,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2023-08-31,1.0819140998546568,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2023-09-29,1.1252240468728272,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2023-10-31,1.4960779285542511,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2023-11-30,1.1169549954326,0.9787593562609231,30,0.0045208816361336085,0.009488566363642426,0.004786649510882326,0.0018925436481506655,0.03317326768007828,0.010740184945322176,0.0009324701368102748,0.003916462042624868,0.040951555196035896,0.0013317594581677712,0.0010551652574526413,0.028336538320794004,0.06554580831419694,0.0006001530447733667,0.10127911847595097,0.10856511189854007,0.0008407146033312153,0.10998134887796597,0.059558035588676665,0.0005485612491910109,,0.09707874419272672,0.03346934090180922,0.10154163331243204,0.0660240342464989,0.0264718943217027,0.0006439172738778817,0.07205161379229473,,0.010604296778772938,0.0008507122631345356,0.0032189166680289703,,,
2023-12-29,1.0448658181938537,0.9787593562609233,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2024-01-31,1.060975237499353,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,
2024-02-29,1.332205472784592,0.06666666666666665,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-03-28,1.0747699658768155,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-04-30,1.2443302624703292,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-05-31,1.4248980308110402,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-06-28,1.171640535997887,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-07-31,1.4652661200895691,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-08-30,1.6021349152013569,0.9129493835616029,30,0.020325158325660057,0.0037599739719846137,0.002219681593247801,0.00569724801736373,0.005671515854836251,0.00619110469029406,0.03360351336096661,0.05212649506501273,0.004385144095687288,0.03400926814784655,0.0073986600013556105,0.001792213292677005,0.02694365043020505,0.005828693292408463,0.13059816539321414,0.010940198244286969,0.004122905601730622,0.043343498057560145,0.09052682933749868,0.009516400184848665,,0.23062549127390208,0.05850434534063535,0.06658651223044468,0.017310115487965325,0.03973147768648502,,0.002762783038080828,,0.016485834066093115,0.013155913224583175,0.04348576255390221,0.01235144813922311,,
2024-09-30,1.2277585047589694,0.912949383561603,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-10-31,1.371550382837081,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,
2024-11-29,1.4003154705389145,0.13333333333333325,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
2024-12-31,1.4367692175056206,0.0,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,0.03333333333333333,,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
