kappa_max,weight_cap,rho,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi,avg_n_used
0.75,,0.7,,0.0684131998581079,0.1361448739882789,0.5025029430340343,0.5710860444857857,0.10330158002179912,0.013191464909876828,0.02306224047397854,0.025461904784068807,0.0,0.6622667324514404,,28.0
0.75,,,,0.08344853831102195,0.12937326426271636,0.6450215103297096,0.7528188177752316,0.09932442917886108,0.01381839077508118,0.02143383767187353,0.04217288984791637,0.0,0.8401612674838512,,28.0
