date,net_return,loss,turnover,kappa,n_used,rolling_cvar_60
2020-01-02,0.0,-0.0,0.0,,0,
2020-01-03,0.0,-0.0,0.0,,0,
2020-01-06,0.0,-0.0,0.0,,0,
2020-01-07,0.0,-0.0,0.0,,0,
2020-01-08,0.0,-0.0,0.0,,0,
2020-01-09,0.0,-0.0,0.0,,0,
2020-01-10,0.0,-0.0,0.0,,0,
2020-01-13,0.0,-0.0,0.0,,0,
2020-01-14,0.0,-0.0,0.0,,0,
2020-01-15,0.0,-0.0,0.0,,0,
2020-01-16,0.0,-0.0,0.0,,0,
2020-01-17,0.0,-0.0,0.0,,0,
2020-01-21,0.0,-0.0,0.0,,0,
2020-01-22,0.0,-0.0,0.0,,0,
2020-01-23,0.0,-0.0,0.0,,0,
2020-01-24,0.0,-0.0,0.0,,0,
2020-01-27,0.0,-0.0,0.0,,0,
2020-01-28,0.0,-0.0,0.0,,0,
2020-01-29,0.0,-0.0,0.0,,0,
2020-01-30,0.0,-0.0,0.0,,0,0.0
2020-01-31,-0.012829585813386203,0.012829585813386203,1.2474915844432466,2.0,29,0.0064147929066931016
2020-02-03,0.00211904756424579,-0.00211904756424579,0.0,,29,0.0064147929066931016
2020-02-04,0.006587926520406579,-0.006587926520406579,0.0,,29,0.0064147929066931016
2020-02-05,0.012078478119653768,-0.012078478119653768,0.0,,29,0.0064147929066931016
2020-02-06,-0.002184726169920159,0.002184726169920159,0.0,,29,0.007507155991653181
2020-02-07,-0.003983690655934349,0.003983690655934349,0.0,,29,0.008406638234660277
2020-02-10,0.0031436642296848736,-0.0031436642296848736,0.0,,29,0.008406638234660277
2020-02-11,0.0005822461693616303,-0.0005822461693616303,0.0,,29,0.008406638234660277
2020-02-12,0.004121683030059575,-0.004121683030059575,0.0,,29,0.008406638234660277
2020-02-13,-8.200123701297574e-05,8.200123701297574e-05,0.0,,29,0.008406638234660277
2020-02-14,-0.000790225414510607,0.000790225414510607,0.0,,29,0.008406638234660277
2020-02-18,-0.003690199694481186,0.003690199694481186,0.0,,29,0.008406638234660277
2020-02-19,0.0011505817245451,-0.0011505817245451,0.0,,29,0.008406638234660277
2020-02-20,-0.003072197680265737,0.003072197680265737,0.0,,29,0.008406638234660277
2020-02-21,0.003015737793299254,-0.003015737793299254,0.0,,29,0.008406638234660277
2020-02-24,-0.025089088976551276,0.025089088976551276,0.0,,29,0.018959337394968738
2020-02-25,-0.017911998496555826,0.017911998496555826,0.0,,29,0.02150054373655355
2020-02-26,-0.005794590718775946,0.005794590718775946,0.0,,29,0.02150054373655355
2020-02-27,-0.03862531343726522,0.03862531343726522,0.0,,29,0.03185720120690825
2020-02-28,-0.0264188602280813,0.0264188602280813,0.5167476047019156,2.0,29,0.032522086832673255
2020-03-02,0.05292543039908116,-0.05292543039908116,0.0,,29,0.030044420880632597
2020-03-03,-0.0207413892417028,0.0207413892417028,0.0,,29,0.030044420880632597
2020-03-04,0.044814379234850606,-0.044814379234850606,0.0,,29,0.030044420880632597
2020-03-05,-0.02334528966128447,0.02334528966128447,0.0,,29,0.030044420880632597
2020-03-06,-0.0024111293918689454,0.0024111293918689454,0.0,,29,0.030044420880632597
2020-03-09,-0.03740936119060028,0.03740936119060028,0.0,,29,0.0341511782853156
