method,avg_turnover,cum_turnover,max_turnover
A_no_kappa,0.2721629786762381,16.329778720574286,1.9388466510422222
B_fixed_kappa,0.33494660229959866,20.096796137975918,1.8870176405072816
C_manual_kappa,0.6065326001399092,36.39195600839455,1.8668509741286765
D_state_action,0.4686360315571219,28.118161893427313,1.922957349549972
Historical_CVaR,0.2721629786762381,16.329778720574286,1.9388466510422222
