date,SPY,QQQ,IWM,TLT,GLD,XLF,XLK,XLE,XLV,XLU,EFA,EEM,VNQ,DIA,HYG,LQD,USO,SLV,XBI
2016-02-03,0.00599495161968866,-0.00479686735193352,0.0012963701635420044,-0.008293287862346954,0.010731797576093882,0.0009510223490252212,-0.0012300123001229846,0.03560455449123445,0.00655387898186266,0.01237785016286641,0.008313319785701045,0.02832764505119445,0.006673645642502057,0.011089771389628744,0.004879928085270269,-0.0024634875945803714,0.08984830805134192,0.02422907488986792,0.004884998982291666
2016-02-04,0.001568217459487542,-9.836710603960963e-05,0.003884075291305633,0.004845642829230057,0.01208237986270011,0.008551068883610347,0.0009852216748769127,-0.0005235602094240122,-0.005451241671714069,-0.004290004290004146,0.00128252106998894,0.007633587786259666,0.0005199532042114985,0.005759803921568718,-0.0031948881789137795,0.000440994884459478,-0.02355460385438979,0.01577060931899643,0.020457767875228017
2016-02-05,-0.01905010438413368,-0.0347270044269552,-0.027380952380952284,0.0011666796297737925,0.015827077869223105,-0.013188883655204986,-0.028051181102362266,-0.023223328094988727,-0.01948842874543244,0.0032313657906075655,-0.015370539798719052,-0.01152832674571802,-0.018968429258152453,-0.013403192396734376,-0.0075641025641025594,-0.00017632019747870764,-0.02302631578947356,0.011997177134791759,-0.03751488685986504
2016-02-08,-0.013461026868848092,-0.015287403179779835,-0.016421868625051017,0.021519577377252963,0.013443732193732183,-0.025298329355608495,-0.014430379746835476,-0.005184125849124088,-0.013664596273291973,-0.0034356882112949183,-0.018583906337112044,-0.013662112629123646,-0.028605482717520947,-0.009818451278251206,-0.011755587133445267,0.005202363107309704,-0.030303030303030276,0.017433751743375137,-0.055269127655186656
2016-02-09,5.393161471256569e-05,-0.003104947215897491,-0.006740640879394411,0.001064719750551335,-0.002196257577088634,-0.0014691478942213676,-0.004623683534549228,-0.024079065588499482,0.007399244332493726,0.003447532859297553,-0.011550842643438752,-0.013851351351351404,-0.018404907975460016,-0.0006859993763641548,-0.0037908496732026453,-0.0034210526315789913,-0.05324074074074081,-0.005483207676490798,0.0015280506439641073
2016-02-10,-0.000862859300005403,0.003841362126245862,0.0005220296512842282,0.008812580718681184,0.0077478429300932294,-0.0053948013732221245,0.0020645161290322456,-0.004050819370281733,0.00890764181903414,-0.001073652566029537,-0.0011494252873563982,0.004110996916752319,0.00694444444444442,-0.005304543185222332,-0.0014433801338407104,0.0012322858903266454,-0.02689486552567233,0.002756719503790528,0.0037053182214470404
2016-02-11,-0.013008042316619006,-0.0014479263626021588,-0.010852551393091825,0.007003539423149352,0.04018871221387399,-0.030571992110453694,-0.002575328354365247,-0.004252172305416968,-0.01610904584882278,-0.017626827171109194,-0.014576141158419653,-0.016717843739338045,-0.014206896551724135,-0.016249451032059548,-0.0067017082785807425,0.003340659340659302,0.0037688442211054607,0.027491408934707806,-0.0069489685124863865
2016-02-12,0.020616865361478665,0.015225271879854896,0.018989344867601954,-0.016601854621597356,-0.0058793885435914905,0.04221770091556443,0.01394268009295141,0.02636464909023406,0.013381612090680228,-0.0030634573304157975,0.017516543402101847,0.017349063150589927,0.01147334545963341,0.020280612244897744,0.014949067336949229,-0.0056076404100586785,0.042553191489361764,0.0026755852842810235,0.028865077629564917
2016-02-16,0.016878315383378917,0.022546419098143256,0.02370845843254976,-0.010570342205323047,-0.030331192970598164,0.016105417276720546,0.017825311942959,0.009949348769898725,0.018797576510796832,0.006365232660228148,0.020275439938791218,0.02216916780354694,0.018398118688615295,0.013876734591824036,0.0009124087591241281,-0.004758128469468659,-0.0024009603841536054,-0.03202134756504338,0.04080765143464404
2016-02-17,0.016334703340710188,0.0226479098074428,0.015675566343042124,-0.006148643455537672,0.006186285614707687,0.01344860710854956,0.020515386539905034,0.03277807630306273,0.012656297651723047,-0.001962922573609638,0.017247844019497416,0.019686353019686242,0.008557457212713837,0.016831072749691867,0.008204193254329972,-0.00026560424966803886,0.056558363417569035,0.002067539627842896,0.040432918113130656
2016-02-18,-0.004095810866860172,-0.011414634146341474,-0.004779448372000394,0.012296032789420819,0.024333217873224733,-0.005687203791469253,-0.003922530031870486,-0.012486992715920908,-0.00617376901069111,0.016389860139860213,-0.005160339107998513,-0.005890052356020914,0.010101010101010166,-0.0024859031104104146,0.0009041591320071429,0.008147360963514094,-0.013667425968109215,0.015130674002751032,-0.03493621197252206
2016-02-19,-0.000468530376386056,0.00296062370472705,0.005002501250625402,0.0007639419404124048,-0.006002197987995617,0.0,0.0007383706620722741,-0.0022831050228310223,-0.0010606060606059842,-0.0066652332831648176,-0.0011115227862170673,-0.004608294930875556,0.005733333333333368,-0.004984196450279699,0.0019357336430507743,-0.0007027406886858101,-0.012702078521939941,-0.008130081300812941,0.019320724018710544
2016-02-22,0.014479166666666599,0.016235363573747996,0.011149825783971945,-0.00045801526717559327,-0.017775131825140345,0.015729265967588058,0.013280865715691315,0.025523675409258928,0.014257545881996014,0.011688311688311748,0.01131305637982205,0.024801587301587213,0.00954527376375447,0.013683567501527216,0.008629572385368434,0.0020218002812939506,0.042105263157894646,-0.014344262295082011,0.010774142059058134
2016-02-23,-0.012629633432590603,-0.016460108443067445,-0.009156246923304079,0.004047655414693763,0.01497965191791506,-0.017832003754105985,-0.015776699029126373,-0.03415722622725703,-0.00747719455660234,0.0008557980316645786,-0.016321291032459162,-0.021297192642787954,-0.0026263952724885353,-0.010787031457153096,-0.0020431617928744483,0.0020177208527063506,-0.04826038159371493,0.007623007623007494,-0.04776944334780886
2016-02-24,0.0045757071547420924,0.00954912384327633,0.00963831478537358,-0.001977637483836503,0.003327077290564695,-0.0023889154323937234,0.007644882860665891,0.010129731650968532,0.003314750640349473,0.004702864471996637,-0.0035421327367635147,-0.002307945928123889,-0.0011849901250823303,0.003167834297898242,0.0016634676903390933,0.0009630537559095487,0.01297169811320753,-0.0013755158184318717,0.010779436152570376
2016-02-25,0.012111801242236098,0.00984885421745485,0.009152642456451199,0.0035820440515204055,0.0026358302865403527,0.013888888888889062,0.012481644640234935,0.0008796622097113627,0.012464333984081755,0.01021276595744669,0.011973807296538741,0.0033046926635822427,0.0204323754284208,0.013177870893301913,0.005365355135411365,0.005597830840549323,0.024447031431897637,-0.007575757575757569,-0.004306808859721123
2016-02-26,-0.002301319423135828,-0.0012553109308612864,0.0063389896625705155,-0.00964459295261244,-0.006869063772048878,0.007085498346717012,-0.0026589315929417268,0.005976445772543526,-0.001779887273806069,-0.027590564448188637,-0.0025882787946015506,-0.00988142292490124,-0.00516729104766811,-0.0033565092304004285,0.006734434561626479,-0.00034791684787327526,-0.002272727272727426,-0.02706453851492019,0.01750772399588052
2016-02-29,-0.008918960479778582,-0.00899158851397086,-0.004457796298090844,0.004370830457786967,0.013064640081974277,-0.010787992495309595,-0.007028599127484214,-0.01135767953870348,-0.016047548291233227,0.002815681178254259,-0.00593141797961072,0.008649367930805063,-0.0038955979742891778,-0.007938417127736352,0.010728259497664983,0.0006960758722700522,0.02505694760820054,0.012838801711840153,-0.030364372469635637
2016-03-01,0.024618567364882438,0.032097560975609785,0.021512703202569705,-0.019468621163536315,-0.007333108563722268,0.03366524419155992,0.02977788625823763,0.02615765288087668,0.021594684385382257,-0.00496760259179263,0.026104792093977203,0.03562005277044844,0.028157997653500244,0.021580989330746814,0.010489510489510634,-0.008347100252152018,0.016666666666666607,-0.0021126760563380254,0.04822546972860131
2016-03-02,0.00449245368734541,0.0003781075716040583,0.010291595197255532,0.004126761660048217,0.007726925362995685,0.011009174311926495,0.002844275894761994,0.024457457802273375,0.001626016260162677,0.00520946385934451,0.0069053243685262,0.013375796178344057,0.007227082540889995,0.0021955850937571686,-0.0067968363816114374,0.0020166593599297844,0.016393442622950838,0.0056457304163726185,0.041625174268073994
2016-03-03,0.003869346733668344,-0.0018898233015213206,0.010469722693831285,0.0036445409429279874,0.017273340074148935,0.0068058076225046005,0.0,0.015131136516476129,-0.002804014167650748,0.006046210321744683,0.009745533297238929,0.011313639220615901,0.005287009063444037,0.0027236662916692023,0.0033594624860022737,0.004725236261813093,-0.005376344086021612,0.01754385964912286,-0.011089866156787753
2016-03-04,0.003303799369274607,0.00037868029915744117,0.005507327545972274,-0.006412732751294281,-0.0015737596289240319,0.004055881027489772,0.002599858189553217,0.009605829744948613,-0.0023679147550688118,0.011161193389139124,0.007327971403038314,0.019888129272840338,0.0001252191334837338,0.00395630351343379,0.0028521825396825573,-0.00017418568193694473,0.043243243243243246,0.017931034482758568,0.004253673627223398
