date,avg_correlation,pc1_share,effective_dimension,vol_dispersion
2020-03-30,0.7084818135625705,0.7362837283076092,1.8222424081799975,0.009557079973764648
2020-03-31,0.708505800610589,0.7342647500337768,1.8318429442330304,0.009428216770477428
2020-04-01,0.7062119285717311,0.7319900766055952,1.8430259488097618,0.009430115354694592
2020-04-02,0.7066142840479877,0.7338705294848787,1.8345151479917066,0.009593263673095835
2020-04-03,0.7054367308894981,0.7306564143258705,1.8504214419023772,0.009681431560128009
2020-04-06,0.7039631005668566,0.729179696026234,1.8578961241473462,0.009695519201297388
2020-04-07,0.7113401086542355,0.7367520887574863,1.8219602744157408,0.010087416043388612
2020-04-08,0.7080358760933896,0.7330913264150974,1.8394989670252064,0.010154986003902904
2020-04-09,0.7099112217393002,0.7350250047550161,1.8304613645333037,0.01025317082857049
2020-04-13,0.7066344842625011,0.7317869523272742,1.8464647012858444,0.010358044671703396
2020-04-14,0.7051315693586078,0.7309873907688759,1.8504667888592476,0.010361561809078405
2020-04-15,0.7044996105729473,0.728681862057777,1.8615739450444386,0.010251792022382668
2020-04-16,0.7044437628925586,0.7284755925526053,1.862824579164899,0.010313137965161302
2020-04-17,0.7018317754451046,0.7254732363177651,1.8774735605564354,0.010353631826680918
2020-04-20,0.7014120270162697,0.7250871047996323,1.8791445001561418,0.010783296706796319
2020-04-21,0.7017995222697628,0.7252451839383617,1.878415924075669,0.010785334909705334
2020-04-22,0.7029423024870513,0.7262731024922519,1.873303503868595,0.010770391334726346
2020-04-23,0.701762580636907,0.7249480228946082,1.880145107622085,0.010771802893423976
2020-04-24,0.700925907359131,0.7235364653327357,1.887057589269036,0.01080195058531884
2020-04-27,0.7019873513303436,0.7242053820458162,1.8836612377244693,0.010827408969916333
2020-04-28,0.7021037388988017,0.7247086652778373,1.8811450898355964,0.010900423583705774
2020-04-29,0.7011670187367006,0.7230778544041595,1.8889764468667622,0.010962103075695505
2020-04-30,0.6987155685369896,0.7213107190804267,1.8976012413770846,0.011203247529063057
2020-05-01,0.6979969226083585,0.7208229929250827,1.900139263406557,0.011246334047662315
2020-05-04,0.7009438066979449,0.7235926907380266,1.885928528714325,0.01128105401140762
2020-05-05,0.7014261164788175,0.7234583696211434,1.886588704733709,0.011345817236846505
2020-05-06,0.7011246534940524,0.7228851401701176,1.8895398553149887,0.011346138645064787
2020-05-07,0.7006268365034254,0.7222876431248499,1.892626607198146,0.011348630348040815
2020-05-08,0.6995219416413493,0.7215569416538423,1.8962458805280717,0.011429152876256586
2020-05-11,0.6996465235709173,0.7215058520191021,1.8965729176406134,0.011505319588899946
2020-05-12,0.6987460006911035,0.7207312565348788,1.90034056670408,0.011507143783547768
2020-05-13,0.6993387759800845,0.7212547535130768,1.8977542393472915,0.011512290103285049
2020-05-14,0.6987665224080664,0.7209998348211359,1.899139539807649,0.011582639721600188
2020-05-15,0.6980135662361634,0.7203911747409341,1.9023404765444918,0.011638153026574373
2020-05-18,0.6971524919971506,0.719536001989776,1.9068644476947794,0.011638613487394405
2020-05-19,0.6969347339099837,0.7208741455082704,1.8998084397156065,0.011938635851033509
2020-05-20,0.6964094200282681,0.7201002253187684,1.9036104773887081,0.01192774794643073
2020-05-21,0.694094388743014,0.718532274740072,1.9115371669203942,0.01192578705577492
2020-05-22,0.6938149588852001,0.7180822689326958,1.9137918297094374,0.011927161647247646
2020-05-26,0.6903022073614582,0.7156068029989254,1.9264406293380931,0.011943641230532466
2020-05-27,0.6885941662601947,0.7151999768754348,1.9282472210688806,0.012113190855788705
2020-05-28,0.6855029339337767,0.7144324666920291,1.9327768308977784,0.012413334310361564
2020-05-29,0.6829120339229104,0.7120579803519006,1.9449267945454496,0.01242300192599363
2020-06-01,0.6795514780629468,0.7110002250078916,1.9507593150735296,0.012549030224884893
2020-06-02,0.6759491247474393,0.7078457448238483,1.9672719068394273,0.012477444898251694
2020-06-03,0.6767219007307388,0.7084460247809967,1.9639417688904814,0.012415800222780824
2020-06-04,0.6652546824770221,0.6984567116182283,2.017150713327864,0.011657041485136525
2020-06-05,0.6602909545100483,0.6934909482074656,2.044040282376459,0.011621493256121619
2020-06-08,0.6548960486774372,0.6891443629033152,2.06814465836548,0.011595273420768763
2020-06-09,0.6231925676836728,0.6637449144825466,2.218630193722198,0.011337861934853841
2020-06-10,0.6055753574627645,0.6537285979026873,2.281702715243167,0.011399670540093693
2020-06-11,0.5517389928912154,0.6035894190566897,2.6380101348047487,0.010705970263682953
2020-06-12,0.5685720646570113,0.6410484433785648,2.3759193198422124,0.011669491067294847
2020-06-15,0.5669050129656369,0.6341101562919759,2.421759275561142,0.011091520960575578
2020-06-16,0.5833366851645596,0.6484960260072072,2.3226747528764737,0.011006039166970136
2020-06-17,0.5806743046278057,0.6541764326039091,2.286274238197841,0.011250015029744128
2020-06-18,0.5840911556663565,0.6588178012442611,2.253654488333694,0.011141740919341067
2020-06-19,0.5512748815441502,0.6145750134729059,2.5604582909127833,0.01012637354919122
2020-06-22,0.5652959941415244,0.626765045755536,2.469424249570323,0.00978511283168935
2020-06-23,0.5419599865726972,0.614941677112371,2.55891841929299,0.009806989393812885
2020-06-24,0.5404419542508826,0.6117447259454462,2.581269308581234,0.009607227477580397
2020-06-25,0.5454374469019592,0.6263833795390489,2.4773918644618984,0.009935675095912857
2020-06-26,0.5454499171634002,0.6272579345095196,2.470676276836331,0.009965467510145971
2020-06-29,0.5356139945271453,0.6149529892844775,2.5628779261312697,0.009727896451236609
2020-06-30,0.5367206075637382,0.6243976541744533,2.4915932416756092,0.009805772792670382
2020-07-01,0.537600966045417,0.6235216914303674,2.4964627929187926,0.009766260701479514
2020-07-02,0.4926481008948051,0.5987410860312012,2.6947756009053108,0.009554501849329268
2020-07-06,0.498230476753919,0.6054112635315139,2.6404929807897006,0.009502552820189416
2020-07-07,0.4860339610023158,0.5988063063600564,2.694913221723378,0.009449244799389063
2020-07-08,0.4906682953870386,0.6070835882513724,2.627451251914903,0.009343205558953653
2020-07-09,0.4918625610745017,0.6056687799095907,2.637479488904272,0.00931300898116724
2020-07-10,0.48660387247105236,0.619533135051219,2.5398130622237,0.009645636724685828
2020-07-13,0.479419611929001,0.6152188013938088,2.572021500129717,0.009616148923664965
2020-07-14,0.4848217088496978,0.6186041859245672,2.5499146353937348,0.009492178615848602
2020-07-15,0.47611642721969355,0.6003446061314154,2.6947148892261055,0.00893065041056885
2020-07-16,0.4701239715787826,0.5996468521578824,2.7001588515663824,0.008996247982444644
2020-07-17,0.45564725549890617,0.5954739507294939,2.7382364039705456,0.009020918681922467
2020-07-20,0.45455987210081455,0.5999861549916302,2.7001036683070208,0.009133421404203
2020-07-21,0.45390501246610715,0.6011622813080152,2.688936816988892,0.009131606522480665
2020-07-22,0.45069784129852286,0.6030689386811622,2.6732630677545353,0.00920357957935644
2020-07-23,0.4483485606394683,0.5996773409486069,2.7007192105274402,0.009106314195656473
2020-07-24,0.4526721937348357,0.6032481162005044,2.6738087939294677,0.009066418589541232
2020-07-27,0.4558231270225038,0.5995664455545305,2.704326789831722,0.008746399106443283
2020-07-28,0.4531375846851509,0.5958924734017791,2.7333561311246513,0.00863691550284376
2020-07-29,0.43724691062276666,0.5851577978060625,2.8281061259416047,0.008463324113366222
2020-07-30,0.43857207531105713,0.58658244850628,2.8166253041248983,0.008465767543050388
2020-07-31,0.4338673107218255,0.5854874754802403,2.8306570852693396,0.008568375740793993
2020-08-03,0.42937610642865043,0.5827283473688304,2.8560059324184657,0.008529885431215132
2020-08-04,0.4300766937600055,0.581463296355694,2.866545263111281,0.008449085676081752
2020-08-05,0.4256002023948614,0.5760758933649682,2.9161730907215233,0.008357876864116005
2020-08-06,0.42664647138632483,0.5760145565644665,2.919748546980846,0.008348985479962219
2020-08-07,0.4164380357622501,0.5708987522558254,2.9700710893597115,0.008306961109899718
2020-08-10,0.4093286633815208,0.5573557616384669,3.103199164663172,0.008171394057344633
2020-08-11,0.40806848183810945,0.5567073456646923,3.1081895222743734,0.008161680577076402
2020-08-12,0.41144113219747735,0.558481993827188,3.086329401390006,0.008169147653626729
2020-08-13,0.3967067136829036,0.5261387154071575,3.4298703795897114,0.0076159637857932325
2020-08-14,0.3906862179594031,0.5220077006632294,3.47948848793356,0.007612491996386676
2020-08-17,0.39111806816055805,0.5206934878632716,3.4919426351632286,0.007570481288046141
2020-08-18,0.3910695629489251,0.5227893121857138,3.4665674519861027,0.007614308908998175
2020-08-19,0.39139215471341376,0.5233453951917393,3.4601653664222867,0.007626631104113687
2020-08-20,0.39598982118982046,0.5135191020377019,3.5904082659384713,0.00729008494645825
2020-08-21,0.39186479908910576,0.5060952351538207,3.682184669119848,0.007173428677417158
2020-08-24,0.3966939136354506,0.5083668479869567,3.6548402777456253,0.007131483119460061
2020-08-25,0.400192614996928,0.5171958595178905,3.5471448169963646,0.007250551853978083
2020-08-26,0.40272416076136086,0.5184892655201506,3.5316968271222775,0.007248599054870317
2020-08-27,0.39851209208464616,0.5046596845998209,3.700873484754889,0.007438233088893021
2020-08-28,0.39549604421230933,0.4942959956946438,3.8440613131856365,0.007225926581738505
2020-08-31,0.40360743339362165,0.500813906569899,3.766301831072166,0.007190222155857886
2020-09-01,0.38943921318958535,0.4084506495582006,4.819132460520451,0.01041832064075717
2020-09-02,0.3888766971188794,0.4024228435498545,4.902216976409534,0.010268845228377493
2020-09-03,0.3915665519391689,0.39917368800307784,4.965113098436456,0.010176194892717674
2020-09-04,0.41012098193964686,0.3923294121774948,5.084566651165577,0.009999479212899785
2020-09-08,0.29646522676957565,0.30431610437916073,6.804389010284317,0.009944830590980381
2020-09-09,0.30970386137551786,0.3045408313493494,6.813583803733764,0.009941295865592005
2020-09-10,0.31698653846128244,0.3052591225470622,6.764680159891247,0.009950415385328358
2020-09-11,0.3187875384656201,0.3048010514343751,6.7568830762987915,0.009960436284835726
2020-09-14,0.3196066614321558,0.3040012654516813,6.779719105376144,0.009945878440551562
2020-09-15,0.3240342496860407,0.307916218172118,6.697588429489449,0.009963645407136313
2020-09-16,0.32329044446852967,0.3077276993433749,6.6705392442892,0.010001213502789484
2020-09-17,0.32031954315922584,0.30648032973478195,6.688085144948126,0.010086701809607981
2020-09-18,0.3207746600035892,0.30547046301014047,6.724356225486972,0.010093785813218374
2020-09-21,0.29463171171700325,0.28872937819439837,7.1569965918766645,0.010046022463027911
2020-09-22,0.30379504289632625,0.290897428489617,6.999657400618125,0.01009088277871348
2020-09-23,0.2816850679303991,0.27721693421661525,7.3119640660811935,0.010073402739570992
2020-09-24,0.28985388968715864,0.2798929845923831,7.243511222681116,0.010038911534450056
2020-09-25,0.2810662152710093,0.277752140511758,7.315618758056399,0.010010697070062073
2020-09-28,0.2877731843036151,0.28210707467781615,7.186238296449133,0.010015115759803614
2020-09-29,0.29537941146466795,0.28710394399806066,7.078761124405245,0.010025153281294708
2020-09-30,0.29430940725643895,0.28552435709447493,7.078604023447142,0.010016505496720347
2020-10-01,0.2948063075390711,0.28370433573517434,7.151684216445587,0.009983205994878825
2020-10-02,0.2939403427796055,0.28240621832292706,7.184206104569528,0.009994248353161178
2020-10-05,0.28656376044558074,0.27848317914637505,7.327850127035216,0.009986619330323502
2020-10-06,0.29057317999683197,0.2813739844056127,7.3242354070471,0.01000849280600933
2020-10-07,0.2979636209967819,0.28557624686601935,7.219644152810389,0.010001206098594548
2020-10-08,0.30478853047807897,0.2911822593333211,7.014733031167576,0.01001069995333126
2020-10-09,0.302059661374665,0.289396918475951,7.072941342143829,0.009990069655084678
2020-10-12,0.3031803940109063,0.2899971522919804,7.042903204826661,0.009987951663057269
2020-10-13,0.30810314972370967,0.29476494434648653,6.940975634469876,0.01002188435061285
2020-10-14,0.3110761272517815,0.2981622463483983,6.8874101470022335,0.009985337931243362
2020-10-15,0.3131980953503844,0.2997677485142186,6.913787262145955,0.009938971802645314
2020-10-16,0.3132286000555601,0.2997510620480273,6.896099060521389,0.009978417253119886
2020-10-19,0.3118972937678913,0.2977264709608366,6.9777124059910935,0.009993589317994694
2020-10-20,0.32459577992423627,0.30357342354100136,6.775527552629202,0.009955168937280429
2020-10-21,0.32363780018256105,0.30414248300158714,6.775782743941798,0.009934607857606918
2020-10-22,0.32505480389766683,0.30331495103518674,6.80498079738475,0.009973200257415344
2020-10-23,0.3206340385244954,0.30105038669077533,6.798130479500923,0.009929936791456729
2020-10-26,0.3215597001491157,0.3053260087217229,6.718816877692647,0.009822140265749135
2020-10-27,0.3396097434519833,0.31360218393509937,6.507480300225603,0.00976136647302956
2020-10-28,0.3399662434489638,0.2703907634653198,7.023372740132682,0.0125286683278657
2020-10-29,0.36632720688564396,0.28175040988582173,6.825358189160329,0.012460288190449717
2020-10-30,0.3670204830256022,0.28275297994961424,6.803503219437993,0.012468337822284232
2020-11-02,0.3658686775021374,0.2825366624903492,6.814077616666326,0.01248169987793537
2020-11-03,0.3745276481385126,0.2891328777852085,6.65448503555167,0.012457755651384121
2020-11-04,0.3873625755105321,0.29549467891185416,6.528879964052037,0.012411743398097398
2020-11-05,0.37056281820016623,0.27582654389007927,7.0910033887091855,0.01303105340143222
2020-11-06,0.37210238527056944,0.27919514037188065,7.057207577029848,0.013060056515964605
2020-11-09,0.3733180360061834,0.27939111338279804,7.045714763977609,0.01308084873692582
2020-11-10,0.33757533085729013,0.31010095613823824,6.327535015688211,0.01389042564290292
2020-11-11,0.3350598197830135,0.3085978263340244,6.39433581460448,0.01384396688367862
2020-11-12,0.330586742246968,0.30668513573050143,6.439911696277723,0.01384466333577256
2020-11-13,0.3359671313567486,0.31052921393498556,6.346450732835897,0.013885984996291187
2020-11-16,0.34159088084280237,0.31464917796340935,6.2781448080480615,0.013878459767714102
2020-11-17,0.34352336054874105,0.3208539326323357,6.192606127535563,0.013942395276614082
2020-11-18,0.3414696573202661,0.31589657078919586,6.288730564607652,0.013901894829856721
2020-11-19,0.3445051959440991,0.3161285172150764,6.292360571733195,0.013897192235394385
2020-11-20,0.34801435630857963,0.32147871408121187,6.129951417597022,0.013772377094978156
2020-11-23,0.35051245856213553,0.32211231892275055,6.097974732307304,0.013784705551113123
2020-11-24,0.349802662124944,0.3257292738097996,6.0489675812286,0.01387806960846059
2020-11-25,0.3564475738465128,0.37054201412263527,5.2111400096079,0.011662042152635754
2020-11-27,0.3588883121366417,0.3728283472489283,5.169225727836098,0.011703646374252807
2020-11-30,0.3536132822401193,0.3739675865923661,5.148206694167943,0.011745624131370582
2020-12-01,0.3342586517014649,0.3811233443537865,5.092674396488246,0.011873846784160222
2020-12-02,0.3353001726126331,0.382415468253228,5.075871029034769,0.011867028304196883
2020-12-03,0.3220167481908764,0.3804452460190614,5.121920644964058,0.011834186977410134
2020-12-04,0.3162751821144142,0.3832056592703099,5.094791074220258,0.011868490307461203
2020-12-07,0.30812042498687287,0.3812607970999045,5.141426939646504,0.011894118923369059
2020-12-08,0.3087186170765094,0.3825945922299982,5.117304686078912,0.011918850482712365
2020-12-09,0.3051888645084359,0.38311770019348396,5.110495483439141,0.011891890080650351
2020-12-10,0.3060529146883667,0.3832089366266783,5.106530043835458,0.011857833799388543
2020-12-11,0.30782815861606744,0.38283167584958605,5.111385648479894,0.011792526630581142
2020-12-14,0.30602153547080163,0.3819536045571624,5.142129280672958,0.011837793652581596
2020-12-15,0.3043288948031796,0.3838598230531281,5.115560863310341,0.01186659245658854
2020-12-16,0.3005164941948236,0.3777402179987192,5.202215219469111,0.011826446601976454
2020-12-17,0.3025601331295458,0.3795039585946238,5.164379565162959,0.011836761217916932
2020-12-18,0.2903494886943717,0.37415178127729,5.249593317720793,0.011829177874773408
2020-12-21,0.29173609037024656,0.37525304046001634,5.231650312650838,0.011843799932250697
2020-12-22,0.28790017449588096,0.37558064354479265,5.242895324762962,0.011823051356563885
2020-12-23,0.2822134631867393,0.375402294188094,5.253048649058416,0.011818796556776513
2020-12-24,0.27972221785516643,0.3731574474737867,5.293082975247238,0.01180094629404369
2020-12-28,0.2782882355729141,0.3743931705021264,5.262532214356331,0.011840914137190505
2020-12-29,0.2795546663682716,0.37479287831395847,5.252487886638945,0.011811267821370782
2020-12-30,0.28234051115691333,0.3768018434343448,5.216070354119807,0.01182927301667822
2020-12-31,0.2753927930293073,0.3770557260262882,5.211687810612655,0.01182467442411006
2021-01-04,0.271603487108321,0.37559710942712093,5.23551590034308,0.011799670060606645
2021-01-05,0.26808595112402434,0.3758109143899161,5.249292653052933,0.0117612381694864
2021-01-06,0.26823863994004193,0.37528133432539257,5.257285828932338,0.011809524609903118
2021-01-07,0.2675764853740774,0.3795157440118529,5.220541070925191,0.011846823327063568
2021-01-08,0.2654376967743652,0.37946625941968704,5.228756944152186,0.01186574079269684
2021-01-11,0.264567077135045,0.3769421564026058,5.2615482340898305,0.011848288373136874
2021-01-12,0.26263023468974855,0.376175147019034,5.276228883059785,0.011849401410764782
