,gap_C_default,gap_C_stable
2020-06-08,0.011692265708531893,-0.0015519833935015437
2020-06-09,0.014860680112031933,0.003229859189716071
2020-06-10,0.014860680112031933,0.003229859189716071
2020-06-11,0.00269875642892186,-0.0010798783041250995
2020-06-12,0.00269875642892186,-0.0006106289575447676
2020-06-15,-0.006298553601376107,-0.0006106289575447676
2020-06-16,-0.003211580743879505,0.002476343899951834
2020-06-17,0.008019741787807937,0.005860584426566673
2020-06-18,0.00942974917958447,0.004122142968898668
2020-06-19,0.00942974917958447,0.004122142968898668
2020-06-22,0.00942974917958447,0.004122142968898668
2020-06-23,0.00942974917958447,0.004122142968898668
2020-06-24,0.006202842560269234,0.004122142968898668
2020-06-25,0.006202842560269234,0.004122142968898668
2020-06-26,0.006202842560269234,0.004122142968898668
2020-06-29,0.006202842560269234,0.004122142968898668
2020-06-30,0.006202842560269234,0.004122142968898668
2020-07-01,0.006202842560269234,0.004122142968898668
2020-07-02,0.006202842560269234,0.004122142968898668
2020-07-06,0.006202842560269234,0.004122142968898668
2020-07-07,0.006202842560269234,0.004122142968898668
2020-07-08,0.006202842560269234,0.004122142968898668
2020-07-09,0.006202842560269234,0.004122142968898668
2020-07-10,0.0053010334121710995,0.003220333820800534
2020-07-13,0.0053010334121710995,0.003220333820800534
2020-07-14,0.0053010334121710995,0.003220333820800534
2020-07-15,0.0053010334121710995,0.003220333820800534
2020-07-16,0.0053010334121710995,0.003220333820800534
2020-07-17,0.0053010334121710995,0.0020985337019688993
2020-07-20,0.0053010334121710995,0.0020985337019688993
2020-07-21,0.0053010334121710995,0.0020985337019688993
2020-07-22,0.0053010334121710995,0.0020985337019688993
2020-07-23,0.0053010334121710995,0.0020985337019688993
2020-07-24,0.0053010334121710995,0.00028374203239533644
2020-07-27,0.0053010334121710995,0.00028374203239533644
2020-07-28,0.0053010334121710995,0.00028374203239533644
2020-07-29,0.002670855692758701,-0.002278853318835535
2020-07-30,0.002670855692758701,-0.002278853318835535
2020-07-31,0.002670855692758701,-0.002278853318835535
2020-08-03,0.002670855692758701,-0.002278853318835535
2020-08-04,0.002670855692758701,-0.002278853318835535
2020-08-05,0.002670855692758701,-0.002278853318835535
2020-08-06,0.002670855692758701,-0.002278853318835535
2020-08-07,0.0022274890888784003,-0.002602149162313567
2020-08-10,2.993229921897239e-06,-0.002602149162313567
2020-08-11,2.993229921897239e-06,-0.002602149162313567
2020-08-12,2.993229921897239e-06,-0.0025159992901710657
2020-08-13,2.993229921897239e-06,-0.0025159992901710657
2020-08-14,0.0005520770904147675,-0.001668110707108466
2020-08-17,0.0005520770904147675,-0.001668110707108466
2020-08-18,0.0005520770904147675,-0.001668110707108466
2020-08-19,0.0005520770904147675,-0.001668110707108466
2020-08-20,0.0005520770904147675,-0.001668110707108466
2020-08-21,0.0005520770904147675,-0.001668110707108466
2020-08-24,0.0005520770904147675,-0.001668110707108466
2020-08-25,0.0005520770904147675,-0.001668110707108466
2020-08-26,0.0005520770904147675,-0.001668110707108466
2020-08-27,0.0005520770904147675,-0.001668110707108466
2020-08-28,0.0005520770904147675,-0.001668110707108466
2020-08-31,0.0005520770904147675,-0.001668110707108466
2020-09-01,0.0005520770904147675,-0.001668110707108466
2020-09-02,0.0005520770904147675,-0.001668110707108466
2020-09-03,0.0005520770904147675,-0.001668110707108466
2020-09-04,0.003615422159556566,0.003461079221483903
2020-09-08,0.0010202923040357643,-0.0013562302207139332
2020-09-09,0.0020311848679236306,0.001971013993722303
2020-09-10,0.0020311848679236306,0.001971013993722303
2020-09-11,0.0020311848679236306,0.002883610086030469
2020-09-14,0.0020311848679236306,0.002883610086030469
2020-09-15,0.0020311848679236306,0.002883610086030469
2020-09-16,0.0020311848679236306,0.002883610086030469
2020-09-17,0.0020311848679236306,0.002883610086030469
2020-09-18,0.0020311848679236306,0.002883610086030469
2020-09-21,0.0020311848679236306,0.002883610086030469
2020-09-22,0.0020311848679236306,0.002883610086030469
2020-09-23,0.002662521738084997,0.0035149469561918355
2020-09-24,0.002150332869580565,0.0030027580876874037
2020-09-25,0.002150332869580565,0.0030027580876874037
2020-09-28,0.002150332869580565,0.0030027580876874037
2020-09-29,0.002150332869580565,0.0030027580876874037
2020-09-30,0.002150332869580565,0.0030027580876874037
2020-10-01,0.002150332869580565,0.0030027580876874037
2020-10-02,0.002150332869580565,0.0030027580876874037
2020-10-05,0.004342525312920533,0.005194950531027372
2020-10-06,0.004342525312920533,0.005194950531027372
2020-10-07,0.004342525312920533,0.005194950531027372
2020-10-08,0.004342525312920533,0.005194950531027372
2020-10-09,0.004342525312920533,0.005194950531027372
2020-10-12,0.004342525312920533,0.005194950531027372
2020-10-13,0.004342525312920533,0.005194950531027372
2020-10-14,0.004342525312920533,0.005194950531027372
2020-10-15,0.004342525312920533,0.005194950531027372
2020-10-16,0.004342525312920533,0.005194950531027372
2020-10-19,0.004342525312920533,0.005194950531027372
2020-10-20,0.004342525312920533,0.005194950531027372
2020-10-21,0.004342525312920533,0.005194950531027372
2020-10-22,0.004342525312920533,0.005194950531027372
2020-10-23,0.004342525312920533,0.005194950531027372
2020-10-26,0.004342525312920533,0.005194950531027372
2020-10-27,0.004342525312920533,0.005194950531027372
2020-10-28,0.004342525312920533,0.005194950531027372
2020-10-29,0.005744588459267529,0.006197389871057068
2020-10-30,0.005744588459267529,0.006197389871057068
2020-11-02,0.004572038135428731,0.006197389871057068
2020-11-03,0.004572038135428731,0.006197389871057068
2020-11-04,0.004572038135428731,0.006197389871057068
2020-11-05,0.004572038135428731,0.006197389871057068
2020-11-06,0.004572038135428731,0.006197389871057068
2020-11-09,0.004572038135428731,0.006197389871057068
2020-11-10,0.004572038135428731,0.006197389871057068
2020-11-11,0.004572038135428731,0.006197389871057068
2020-11-12,0.004572038135428731,0.006197389871057068
2020-11-13,0.004572038135428731,0.006197389871057068
2020-11-16,0.004572038135428731,0.006197389871057068
2020-11-17,0.004572038135428731,0.006197389871057068
2020-11-18,0.004572038135428731,0.006197389871057068
2020-11-19,0.004572038135428731,0.006197389871057068
2020-11-20,0.004572038135428731,0.006197389871057068
2020-11-23,0.004572038135428731,0.006197389871057068
2020-11-24,0.004572038135428731,0.006197389871057068
2020-11-25,0.004572038135428731,0.006197389871057068
2020-11-27,0.004572038135428731,0.006197389871057068
2020-11-30,0.004572038135428731,0.006197389871057068
2020-12-01,0.002416369135693635,0.00470526309304457
2020-12-02,0.002416369135693635,0.00470526309304457
2020-12-03,0.0014104708314349665,0.0027227174969927694
2020-12-04,0.0014104708314349665,0.0027227174969927694
2020-12-07,0.0014104708314349665,0.0021521941692661042
2020-12-08,0.0014104708314349665,0.0021521941692661042
2020-12-09,0.0014104708314349665,0.0021521941692661042
2020-12-10,0.0014104708314349665,0.0021521941692661042
2020-12-11,0.0014104708314349665,0.0021521941692661042
2020-12-14,0.0014104708314349665,0.0021521941692661042
2020-12-15,0.0014104708314349665,0.0021521941692661042
2020-12-16,0.0014104708314349665,0.0021521941692661042
2020-12-17,0.0014104708314349665,0.0021521941692661042
2020-12-18,0.0020579723009612957,0.0027996956387924335
2020-12-21,0.0020579723009612957,0.0027996956387924335
2020-12-22,0.0020579723009612957,0.0027996956387924335
2020-12-23,0.0020579723009612957,0.0027996956387924335
2020-12-24,0.0020579723009612957,0.0027996956387924335
2020-12-28,0.0020579723009612957,0.0027996956387924335
2020-12-29,0.0020579723009612957,0.0027996956387924335
2020-12-30,0.0020579723009612957,0.0027996956387924335
2020-12-31,0.0020579723009612957,0.0027996956387924335
2021-01-04,0.0020579723009612957,0.0027996956387924335
2021-01-05,0.0020579723009612957,0.0027996956387924335
2021-01-06,0.0020579723009612957,0.0027996956387924335
2021-01-07,0.0020579723009612957,0.0027996956387924335
2021-01-08,0.0020579723009612957,0.0027996956387924335
2021-01-11,0.0020579723009612957,0.0027996956387924335
2021-01-12,0.0006662444517816016,0.0028573934541574683
2021-01-13,0.0006662444517816016,0.0028573934541574683
2021-01-14,0.0006662444517816016,0.0028573934541574683
2021-01-15,0.0014709548069964037,0.0029249553547681696
2021-01-19,0.0014709548069964037,0.0029249553547681696
2021-01-20,0.0014709548069964037,0.0029249553547681696
2021-01-21,0.0014709548069964037,0.0029249553547681696
2021-01-22,0.0014709548069964037,0.0029249553547681696
2021-01-25,0.0014709548069964037,0.0029249553547681696
2021-01-26,0.0014709548069964037,0.0029249553547681696
2021-01-27,-0.000625916900698768,0.0014034431555121005
2021-01-28,-0.00022436809562586743,0.002238224590390532
2021-01-29,-0.00046360112306870205,0.0012984200182129986
2021-02-01,-0.0012892095715938343,0.0006234001682061015
2021-02-02,-0.0012892095715938343,0.0006234001682061015
2021-02-03,-0.0012892095715938343,0.0006234001682061015
2021-02-04,-0.0012892095715938343,0.0006234001682061015
2021-02-05,-0.0012892095715938343,0.0006234001682061015
2021-02-08,-0.0012892095715938343,-0.0034185143848381346
2021-02-09,-0.0012892095715938343,-0.0034185143848381346
2021-02-10,-0.0012892095715938343,-0.0034185143848381346
2021-02-11,-0.0012892095715938343,-0.0034185143848381346
2021-02-12,-0.0012892095715938343,-0.0034185143848381346
2021-02-16,-0.0012892095715938343,-0.0034185143848381346
2021-02-17,-0.0012892095715938343,-0.0034185143848381346
2021-02-18,-0.0027173897414219,-0.0036312183053056005
2021-02-19,-0.0017676740099185663,-0.0036312183053056005
2021-02-22,-0.00020025291570733433,-0.0021770379329184644
2021-02-23,-0.00020025291570733433,-0.0021770379329184644
2021-02-24,-0.00020025291570733433,-0.0021770379329184644
2021-02-25,-0.00020025291570733433,-0.0021770379329184644
2021-02-26,-0.00020025291570733433,-0.001442348242751499
2021-03-01,0.0023528955128260323,-0.0008128742939445682
2021-03-02,0.0023528955128260323,-0.0008128742939445682
2021-03-03,0.0023528955128260323,-0.0008128742939445682
2021-03-04,0.0023528955128260323,-0.0008128742939445682
2021-03-05,0.0023528955128260323,-0.0008128742939445682
2021-03-08,0.0023528955128260323,-0.0008128742939445682
2021-03-09,0.0023528955128260323,-0.0008128742939445682
2021-03-10,0.0023528955128260323,-0.0008128742939445682
2021-03-11,0.0023528955128260323,-0.0008128742939445682
2021-03-12,0.0023528955128260323,-0.0008128742939445682
2021-03-15,0.0023528955128260323,-0.0008128742939445682
2021-03-16,0.0023528955128260323,-0.0008128742939445682
2021-03-17,0.0023528955128260323,-0.0008128742939445682
2021-03-18,0.0023528955128260323,-0.0008128742939445682
2021-03-19,0.0023528955128260323,-0.0008128742939445682
2021-03-22,0.0023528955128260323,-0.0008128742939445682
2021-03-23,0.0023528955128260323,-0.0008128742939445682
2021-03-24,0.0023528955128260323,-0.0008128742939445682
2021-03-25,0.0023528955128260323,-0.0008128742939445682
2021-03-26,0.0023528955128260323,-0.0008128742939445682
2021-03-29,0.0023528955128260323,-0.0008128742939445682
2021-03-30,0.0023528955128260323,-0.0008128742939445682
2021-03-31,0.0023528955128260323,-0.0008128742939445682
2021-04-01,0.002470230397898631,-0.0006955394088719695
2021-04-05,0.002470230397898631,0.0018715690855602984
2021-04-06,0.002470230397898631,0.0018715690855602984
2021-04-07,0.002470230397898631,0.0018715690855602984
2021-04-08,0.002470230397898631,0.0018715690855602984
2021-04-09,0.002470230397898631,0.0018715690855602984
2021-04-12,0.002470230397898631,0.0018715690855602984
2021-04-13,0.002470230397898631,0.0018715690855602984
2021-04-14,0.002470230397898631,0.0018715690855602984
2021-04-15,0.002470230397898631,0.0018715690855602984
2021-04-16,0.002470230397898631,0.0018715690855602984
2021-04-19,0.002470230397898631,0.0018715690855602984
2021-04-20,0.002470230397898631,0.0018715690855602984
2021-04-21,0.002470230397898631,0.0018715690855602984
2021-04-22,0.002470230397898631,0.0018715690855602984
2021-04-23,0.002470230397898631,0.0018715690855602984
2021-04-26,0.0023599823060163685,0.0015255329128284704
2021-04-27,0.0023599823060163685,0.0015255329128284704
2021-04-28,0.0033045336836513336,0.0024700842904634354
2021-04-29,0.0033045336836513336,0.0024700842904634354
2021-04-30,0.0033045336836513336,0.0024700842904634354
2021-05-03,0.0033045336836513336,0.0024700842904634354
2021-05-04,0.0033045336836513336,0.0024700842904634354
2021-05-05,0.0033045336836513336,0.0024700842904634354
2021-05-06,0.0033045336836513336,0.0024700842904634354
2021-05-07,0.0033045336836513336,0.0024700842904634354
2021-05-10,0.0033045336836513336,0.0024700842904634354
2021-05-11,0.0033045336836513336,0.0024700842904634354
2021-05-12,0.0032948614044848324,0.0029534504388540658
2021-05-13,0.001687275166680366,0.001375182100541366
2021-05-14,0.001687275166680366,0.001375182100541366
2021-05-17,0.001687275166680366,0.001375182100541366
2021-05-18,0.0011638859754328351,0.001375182100541366
2021-05-19,0.0011638859754328351,0.001375182100541366
2021-05-20,0.0011638859754328351,0.001375182100541366
2021-05-21,0.0011638859754328351,0.001375182100541366
2021-05-24,0.001237507276104003,0.001448803401212534
2021-05-25,-0.0003761958134887323,0.002199326049619567
2021-05-26,-0.0003761958134887323,0.002199326049619567
2021-05-27,-0.0003761958134887323,0.002199326049619567
2021-05-28,-0.0003761958134887323,0.002199326049619567
2021-06-01,-0.0003761958134887323,0.002199326049619567
2021-06-02,-0.0003761958134887323,0.002199326049619567
2021-06-03,-0.0003761958134887323,0.002199326049619567
2021-06-04,-0.0003761958134887323,0.002199326049619567
2021-06-07,-0.0003761958134887323,0.002199326049619567
2021-06-08,0.0003318922977380012,0.003491050068718934
2021-06-09,0.0003318922977380012,0.003491050068718934
2021-06-10,0.0003318922977380012,0.003491050068718934
2021-06-11,0.0003318922977380012,0.003491050068718934
2021-06-14,0.0003318922977380012,0.003491050068718934
2021-06-15,0.0003318922977380012,0.003491050068718934
2021-06-16,0.0003318922977380012,0.003491050068718934
2021-06-17,-0.0004121706207235315,0.0027469871502574014
2021-06-18,-0.0004121706207235315,0.0027469871502574014
2021-06-21,-0.0010145589653253653,0.0011222106976645323
2021-06-22,-0.0010145589653253653,0.0011222106976645323
2021-06-23,-0.0010145589653253653,0.0011222106976645323
2021-06-24,-0.0010145589653253653,0.0011222106976645323
2021-06-25,-0.0010145589653253653,0.0011222106976645323
2021-06-28,-0.0010145589653253653,0.0011222106976645323
2021-06-29,-0.0010145589653253653,-0.0012665108175040022
2021-06-30,-0.0010145589653253653,-0.0012665108175040022
2021-07-01,-0.0010145589653253653,-0.0012665108175040022
2021-07-02,-0.0010145589653253653,-0.0012665108175040022
2021-07-06,-0.0010145589653253653,-0.0012665108175040022
2021-07-07,-0.0010145589653253653,-0.0012665108175040022
2021-07-08,-0.0010145589653253653,-0.0012665108175040022
2021-07-09,-0.0010145589653253653,-0.0012665108175040022
2021-07-12,-0.0010145589653253653,-0.0012665108175040022
2021-07-13,-0.0010145589653253653,-0.0012665108175040022
2021-07-14,-0.0010145589653253653,-0.0012665108175040022
2021-07-15,-0.0010145589653253653,-0.0012665108175040022
2021-07-16,-0.0010145589653253653,-0.0012665108175040022
2021-07-19,-0.0010145589653253653,-0.0012665108175040022
2021-07-20,-0.0010145589653253653,-0.0012665108175040022
2021-07-21,-0.0015485244383127324,-0.0012665108175040022
2021-07-22,-0.0015485244383127324,-0.0012665108175040022
2021-07-23,-0.0015485244383127324,-0.0012665108175040022
2021-07-26,-0.0015485244383127324,-0.0012665108175040022
2021-07-27,-0.0015485244383127324,-0.0012665108175040022
2021-07-28,-0.0015485244383127324,-0.0012665108175040022
2021-07-29,-0.0015485244383127324,-0.0012665108175040022
2021-07-30,-0.0015485244383127324,-0.0012665108175040022
2021-08-02,-0.0015485244383127324,-0.0012665108175040022
2021-08-03,-0.0015485244383127324,-0.0012665108175040022
2021-08-04,-0.0015485244383127324,-0.0012665108175040022
2021-08-05,-0.0015485244383127324,-0.0012665108175040022
2021-08-06,-0.0014158470370918344,-0.0016510142519599036
2021-08-09,0.0003061563963939022,-0.0002243244911639304
2021-08-10,0.0003061563963939022,-0.0002243244911639304
2021-08-11,0.0003061563963939022,-0.0002243244911639304
2021-08-12,0.0003061563963939022,-0.0002243244911639304
2021-08-13,-0.00023705191606263228,-0.0002243244911639304
2021-08-16,-0.00023705191606263228,-0.0002243244911639304
2021-08-17,-0.00023705191606263228,-0.0002243244911639304
2021-08-18,-0.00023705191606263228,-0.0002243244911639304
2021-08-19,0.0003892463819269009,-0.0001557484692031024
2021-08-20,0.0003892463819269009,-0.0001557484692031024
2021-08-23,0.0003892463819269009,-0.0001557484692031024
2021-08-24,0.0003892463819269009,-0.0001557484692031024
2021-08-25,0.0003892463819269009,-0.0001557484692031024
2021-08-26,0.0003892463819269009,-0.0001557484692031024
2021-08-27,0.0003892463819269009,-0.0001557484692031024
2021-08-30,0.0003892463819269009,-0.0001557484692031024
2021-08-31,0.0003892463819269009,-0.0001557484692031024
2021-09-01,0.0003892463819269009,-0.0001557484692031024
2021-09-02,0.0003892463819269009,-0.0001557484692031024
2021-09-03,0.0003892463819269009,-0.0001557484692031024
2021-09-07,0.0003892463819269009,-0.0001557484692031024
2021-09-08,0.0003892463819269009,0.0011244766880200655
2021-09-09,0.0003892463819269009,0.0011244766880200655
2021-09-10,0.0003892463819269009,0.0011244766880200655
2021-09-13,0.0005216236953188985,0.002067283606392599
2021-09-14,0.0005216236953188985,0.002067283606392599
2021-09-15,0.0007265183746442,0.0027989568482054313
2021-09-16,0.0007265183746442,0.0027989568482054313
2021-09-17,0.0007265183746442,0.0027989568482054313
2021-09-20,0.0007265183746442,0.0027989568482054313
2021-09-21,0.0006213033745591009,6.53219045028651e-05
2021-09-22,0.0006213033745591009,6.53219045028651e-05
2021-09-23,0.0006213033745591009,6.53219045028651e-05
2021-09-24,0.0006213033745591009,6.53219045028651e-05
2021-09-27,0.0006213033745591009,6.53219045028651e-05
2021-09-28,0.0006213033745591009,6.53219045028651e-05
2021-09-29,0.0006213033745591009,-0.0007965784540543003
2021-09-30,0.0006213033745591009,-0.0007965784540543003
2021-10-01,0.0,-0.0004042238092437662
2021-10-04,0.0,-0.0004042238092437662
2021-10-05,0.0,-0.0004042238092437662
2021-10-06,0.0,-0.0004042238092437662
2021-10-07,0.0,-0.0004042238092437662
2021-10-08,0.0,-0.0004042238092437662
2021-10-11,0.0,-0.0004042238092437662
2021-10-12,0.0,-0.0004042238092437662
2021-10-13,0.0,-0.0004042238092437662
2021-10-14,0.0,-0.0004042238092437662
2021-10-15,0.0,-0.0004042238092437662
2021-10-18,0.0,-0.0004042238092437662
2021-10-19,0.0,-0.0004042238092437662
2021-10-20,0.0,-0.0004042238092437662
2021-10-21,0.0,-0.0004042238092437662
2021-10-22,0.0,-0.0004042238092437662
2021-10-25,0.0,-0.0004042238092437662
2021-10-26,0.0,-0.0004042238092437662
2021-10-27,0.0,-0.0004042238092437662
2021-10-28,0.0,-0.0004042238092437662
2021-10-29,0.0,-0.0004042238092437662
2021-11-01,0.0,-0.0004042238092437662
2021-11-02,0.0,-0.0004042238092437662
2021-11-03,0.0,-0.0004042238092437662
2021-11-04,0.0,-0.0004042238092437662
2021-11-05,0.0,-0.0004042238092437662
2021-11-08,0.0,-0.0004042238092437662
2021-11-09,0.0,-0.0004042238092437662
2021-11-10,0.0,-0.0004042238092437662
2021-11-11,0.0,-0.0004042238092437662
2021-11-12,0.0,-0.0006338462207368337
2021-11-15,0.0,-0.0006338462207368337
2021-11-16,0.0,-0.0006338462207368337
2021-11-17,0.0,-0.0006338462207368337
2021-11-18,0.0,-0.0006338462207368337
2021-11-19,0.0,-0.0006338462207368337
2021-11-22,0.0,-0.0006338462207368337
2021-11-23,0.0,-0.0006338462207368337
2021-11-24,0.0,-0.0006338462207368337
2021-11-26,0.0,-0.0006338462207368337
2021-11-29,0.0,-0.0038303875107947357
2021-11-30,0.0,-0.0038303875107947357
2021-12-01,0.0014193210682998322,-0.0033711298805088018
2021-12-02,0.0014193210682998322,-0.004276996400084936
2021-12-03,0.0014193210682998322,-0.004276996400084936
2021-12-06,0.0014193210682998322,-0.004276996400084936
2021-12-07,0.0014193210682998322,-0.004276996400084936
2021-12-08,0.0014193210682998322,-0.004276996400084936
2021-12-09,0.0014193210682998322,-0.004276996400084936
2021-12-10,0.0014193210682998322,-0.004276996400084936
2021-12-13,0.0014193210682998322,-0.004276996400084936
2021-12-14,0.0014193210682998322,-0.004276996400084936
2021-12-15,0.0014193210682998322,-0.0041925590982845005
2021-12-16,0.0014193210682998322,-0.0041925590982845005
2021-12-17,0.0014193210682998322,-0.0041925590982845005
2021-12-20,0.0014193210682998322,-0.0041925590982845005
2021-12-21,0.0014193210682998322,-0.0041925590982845005
2021-12-22,0.0014193210682998322,-0.0041925590982845005
2021-12-23,0.0014193210682998322,-0.0041925590982845005
2021-12-27,0.0014193210682998322,-0.0041925590982845005
2021-12-28,0.0014193210682998322,-0.004972163328318336
2021-12-29,0.0014193210682998322,-0.004972163328318336
2021-12-30,0.0014193210682998322,-0.004972163328318336
2021-12-31,0.0014193210682998322,-0.004972163328318336
2022-01-03,0.0014193210682998322,-0.004972163328318336
2022-01-04,0.0014193210682998322,-0.004972163328318336
2022-01-05,0.0014193210682998322,-0.004972163328318336
2022-01-06,0.0014193210682998322,-0.004972163328318336
2022-01-07,0.0014193210682998322,-0.004972163328318336
2022-01-10,0.0014193210682998322,-0.004972163328318336
2022-01-11,0.0014193210682998322,-0.004972163328318336
2022-01-12,0.0014193210682998322,-0.004972163328318336
2022-01-13,0.0014193210682998322,-0.004972163328318336
2022-01-14,0.000870462900222399,-0.005521021496395769
2022-01-18,0.000870462900222399,-0.005521021496395769
2022-01-19,0.0015853537185635293,-0.005100364093344469
2022-01-20,0.0015853537185635293,-0.005100364093344469
2022-01-21,0.0015853537185635293,-0.005048507696821936
2022-01-24,0.0015853537185635293,-0.005048507696821936
2022-01-25,0.0015853537185635293,-0.005209403023036968
2022-01-26,0.0015853537185635293,-0.005209403023036968
2022-01-27,0.0015853537185635293,-0.005094993691540468
2022-01-28,0.0015853537185635293,-0.005094993691540468
2022-01-31,0.0015853537185635293,-0.005094993691540468
2022-02-01,0.0015853537185635293,-0.005094993691540468
2022-02-02,0.0015853537185635293,-0.005094993691540468
2022-02-03,0.0015853537185635293,-0.005094993691540468
2022-02-04,0.0008656812117325968,-0.005667309821591334
2022-02-07,0.0008656812117325968,-0.005667309821591334
2022-02-08,0.0008656812117325968,-0.005667309821591334
2022-02-09,0.0008656812117325968,-0.005667309821591334
2022-02-10,0.0008656812117325968,-0.005667309821591334
2022-02-11,0.0013726413050373955,-0.0040252935837688
2022-02-14,0.0013726413050373955,-0.0040252935837688
2022-02-15,0.0013726413050373955,-0.0040252935837688
2022-02-16,0.0013726413050373955,-0.0040252935837688
2022-02-17,0.0013726413050373955,-0.0040252935837688
2022-02-18,0.0016115547966288994,-0.0034309811887112025
2022-02-22,0.0016115547966288994,-0.0034309811887112025
2022-02-23,0.0016115547966288994,-0.0034309811887112025
2022-02-24,0.0016169790779832355,-0.0008893107632922323
2022-02-25,0.0016169790779832355,-0.0008893107632922323
2022-02-28,-0.00013762314981696777,-0.0012883125725757349
2022-03-01,-0.00013762314981696777,-0.0012883125725757349
2022-03-02,0.0001976580096833963,-0.0017711225287120689
2022-03-03,0.0001976580096833963,-0.0017711225287120689
2022-03-04,0.0001976580096833963,-0.0017711225287120689
2022-03-07,0.0001976580096833963,-0.0017711225287120689
2022-03-08,0.00019223372832906718,-0.0026222072313758678
2022-03-09,0.00019223372832906718,-0.0023747943494013338
2022-03-10,0.00019223372832906718,-0.0023747943494013338
2022-03-11,0.00019223372832906718,-0.0023747943494013338
2022-03-14,0.00019223372832906718,-0.0023747943494013338
2022-03-15,0.00019223372832906718,-0.0023747943494013338
2022-03-16,0.00019223372832906718,-0.0023747943494013338
2022-03-17,0.00019223372832906718,-0.0023747943494013338
2022-03-18,0.00019223372832906718,-0.0023747943494013338
2022-03-21,0.00019223372832906718,-0.0023747943494013338
2022-03-22,0.00019223372832906718,-0.0023747943494013338
2022-03-23,0.00019223372832906718,-0.0023747943494013338
2022-03-24,0.00019223372832906718,-0.0023747943494013338
2022-03-25,0.00019223372832906718,-0.0023747943494013338
2022-03-28,0.00019223372832906718,-0.0023747943494013338
2022-03-29,0.00019223372832906718,-0.0023747943494013338
2022-03-30,0.00019223372832906718,-0.0023747943494013338
2022-03-31,0.00019223372832906718,-0.0023747943494013338
2022-04-01,0.00019223372832906718,-0.0023747943494013338
2022-04-04,0.00019223372832906718,-0.0023747943494013338
2022-04-05,0.00019223372832906718,-0.0023747943494013338
2022-04-06,0.00019223372832906718,-0.0023747943494013338
2022-04-07,0.00019223372832906718,-0.0023747943494013338
2022-04-08,0.00019223372832906718,-0.0023747943494013338
2022-04-11,0.00019223372832906718,-0.0023747943494013338
2022-04-12,-0.00015363921755439866,-0.002649917733139568
2022-04-13,-0.00015363921755439866,-0.002649917733139568
2022-04-14,-0.00015363921755439866,-0.002649917733139568
2022-04-18,-0.00015363921755439866,-0.002649917733139568
2022-04-19,-0.00015363921755439866,-0.002649917733139568
2022-04-20,-0.00015363921755439866,-0.002649917733139568
2022-04-21,-0.00015363921755439866,-0.002649917733139568
2022-04-22,-0.00015363921755439866,-0.002649917733139568
2022-04-25,-0.0006815961550655329,-0.0040352672761877345
2022-04-26,-0.0006815961550655329,-0.0040352672761877345
