kappa_max,weight_cap,rho,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi
0.75,,0.7,0.023732027322826168,0.06679484217123566,0.1374683439285219,0.4858925354186731,0.6106584117484037,0.15446066166660177,0.013143347875163159,0.022005838388813006,0.028682820477327606,0.0,0.4324391819284713,0.16975061135358352
0.75,,,0.02097658313320013,0.11835544761138972,0.12531515469505528,0.9444623668972723,1.2348899619062166,0.13240281817329724,0.012637420486421412,0.01885901223447999,0.04013944308432545,0.0,0.8939042933095168,0.20774314556358178
