kappa_max,weight_cap,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi
0.75,0.1,0.02172922767210592,0.09849730156498482,0.12957125656574964,0.7601786397356064,0.9341977819082496,0.1567669604471691,0.014029933922689147,0.020852224647186304,0.011821063069269265,0.0,0.628303956930891,0.08651819618503453
0.75,0.15,0.02104750321263629,0.10568744886423054,0.12580393963692932,0.8400964959384019,1.0368442199544856,0.13235299845800907,0.012726171309927169,0.019959459430292308,0.012578821708844218,0.0,0.7985270458210392,0.1075464960635138
0.75,,0.02097658313320013,0.11835544761138972,0.12531515469505528,0.9444623668972723,1.2348899619062166,0.13240281817329724,0.012637420486421412,0.01885901223447999,0.04013944308432545,0.0,0.8939042933095168,0.20774314556358178
