date,net_return,loss,turnover,kappa,rolling_cvar_60
2020-01-02,0.00858225441334576,-0.00858225441334576,0.0,,
2020-01-03,-0.010402034101288718,0.010402034101288718,0.0,,
2020-01-06,0.002488904216215057,-0.002488904216215057,0.0,,
2020-01-07,-0.00339208283279907,0.00339208283279907,0.0,,
2020-01-08,0.0075035799625957095,-0.0075035799625957095,0.0,,
2020-01-09,0.008802151314498586,-0.008802151314498586,0.0,,
2020-01-10,-0.0038656603662899826,0.0038656603662899826,0.0,,
2020-01-13,0.003994849551788144,-0.003994849551788144,0.0,,
2020-01-14,0.0026891434282103467,-0.0026891434282103467,0.0,,
2020-01-15,-0.0007986070560268595,0.0007986070560268595,0.0,,
2020-01-16,0.00750667813874185,-0.00750667813874185,0.0,,
2020-01-17,0.003989065797606737,-0.003989065797606737,0.0,,
2020-01-21,-0.0049627872630893105,0.0049627872630893105,0.0,,
2020-01-22,0.001481387003513187,-0.001481387003513187,0.0,,
2020-01-23,-0.00088580555228841,0.00088580555228841,0.0,,
2020-01-24,-0.01043902212605123,0.01043902212605123,0.0,,
2020-01-27,-0.013889066837022384,0.013889066837022384,0.0,,
2020-01-28,0.006960588983808736,-0.006960588983808736,0.0,,
2020-01-29,-0.003218091924140007,0.003218091924140007,0.0,,
2020-01-30,0.0067597904199762785,-0.0067597904199762785,0.0,,0.013889066837022384
2020-01-31,-0.013710818655327481,0.013710818655327481,1.44572400534366,1.0,0.013799942746174933
2020-02-03,0.003431644882261605,-0.003431644882261605,0.0,,0.013799942746174933
2020-02-04,-0.0008538080896097824,0.0008538080896097824,0.0,,0.013799942746174933
2020-02-05,0.005537961955546195,-0.005537961955546195,0.0,,0.013799942746174933
2020-02-06,-0.0034061687131329487,0.0034061687131329487,0.0,,0.013799942746174933
2020-02-07,-0.004469982913590137,0.004469982913590137,0.0,,0.013799942746174933
2020-02-10,-0.0008387539134190311,0.0008387539134190311,0.0,,0.013799942746174933
2020-02-11,0.0035208598284127302,-0.0035208598284127302,0.0,,0.013799942746174933
2020-02-12,0.004108499819053513,-0.004108499819053513,0.0,,0.013799942746174933
2020-02-13,0.008287598544062934,-0.008287598544062934,0.0,,0.013799942746174933
2020-02-14,-0.0018502756599505237,0.0018502756599505237,0.0,,0.013799942746174933
2020-02-18,0.005253203095959155,-0.005253203095959155,0.0,,0.013799942746174933
2020-02-19,-0.00799323901492525,0.00799323901492525,0.0,,0.013799942746174933
2020-02-20,0.0053270749496769345,-0.0053270749496769345,0.0,,0.013799942746174933
2020-02-21,-0.0017657291039422864,0.0017657291039422864,0.0,,0.013799942746174933
2020-02-24,-0.021455325446315496,0.021455325446315496,0.0,,0.01767219614166894
2020-02-25,-0.016156056676938348,0.016156056676938348,0.0,,0.01880569106162692
2020-02-26,-0.007159942013869987,0.007159942013869987,0.0,,0.01880569106162692
2020-02-27,-0.041054422162370395,0.041054422162370395,0.0,,0.03125487380434294
2020-02-28,-0.02910827630631516,0.02910827630631516,0.2641612739129965,1.0,0.03508134923434278
2020-03-02,0.058326357633460856,-0.058326357633460856,0.0,,0.030539341305000352
2020-03-03,-0.012868749872682224,0.012868749872682224,0.0,,0.030539341305000352
