date,AAPL,MSFT,JNJ,V,WMT,PG,JPM,UNH,HD,MA,DIS,BAC,XOM,CVX,PFE,KO,PEP,CSCO,IBM,MRK,WFC,INTC,ORCL,AMZN,MMM,CAT,T,GE,C
2013-07-24,0.030577390978850927,-0.11639480232236665,0.021681415929203363,-0.018396846254927768,0.015578346098922502,-0.01521285731812061,0.031699763162688965,0.07261165335699493,-0.0016169154228856675,-0.008189705808313907,-0.01956620658273933,0.05979827089337175,0.018659517426273364,0.013554700032082145,0.017019798541160203,-0.003657644476956823,0.010859301227573281,-0.013112225221750817,0.01345360824742281,-0.015457543281121144,0.0221453287197233,-0.04218880534670011,0.03648000000000007,-0.02488828000130472,0.01288637353069233,-0.04530892448512591,-0.00421940928270037,0.041895895048666976,0.007334491410924349
2013-07-25,-0.004562893010374269,-0.017834793491864787,0.002273711563447245,0.04208835341365469,-0.0028122203758148556,0.0017441136165441407,-0.002295603037259397,0.001240865848614492,-0.015946181636975254,0.013519687304353711,-0.0013923267326733102,0.008157715839564927,-0.00021054847878720917,0.01099944607106118,-0.0030737704918032405,-0.0004894762604013003,-0.001050910789350823,-0.003516998827667095,0.0031025888815421343,0.008373456144023406,-0.014895057549086044,0.0056694286960312645,-0.000617474529175821,0.014919381815748922,0.0018911716668099654,-0.015580057526366264,0.0016949152542373724,0.0028432168968317573,0.00900555662004221
2013-07-26,0.005678449258836871,0.00732717425931817,0.002808685319217963,-0.007245259750269906,-0.0001281886937573029,-0.00024872528292496643,-0.007964601769911539,-0.005645827595703756,-0.0031649575895682514,-0.0013856890046413106,0.006661502711076794,-0.006743088334457137,-0.001895335369063833,-0.0015654351909830666,0.006166495375128367,-0.004897159647404559,-0.002805376972530582,0.0,0.0006591623567588911,0.00664313888312229,-0.0032073310423825774,0.008673026886383495,0.005251776336113734,0.02837837837837842,0.003088803088802994,-0.0009739469198928319,0.003948110547095318,-0.001620089104900857,-0.008545385491834367
2013-07-29,0.01541985079026742,-0.0025300442757748565,0.004093504255089808,-0.00636645962732918,-0.00012820512820521657,-0.0037318074387361344,-0.00642283675289923,0.008032128514056325,-0.0008890017780034398,-0.001889158237900146,-0.005694059710680266,-0.014256619144602856,-0.008017723388543119,-0.010896832862966499,0.005788219271365191,-0.008858267716535417,-0.0007033173133278448,-0.00666666666666671,-0.005776539143653392,-0.003093421323984269,-0.0059756377844173425,-0.0008598452278590907,-0.0018438844499079066,-0.01894170058651956,-0.002566076469078804,0.011698757007067906,0.00786516853932584,-0.006490872210953347,-0.010917448764604543
2013-07-30,0.012349538846334163,0.009828788839568947,-0.0004291385044522533,-0.0027608480491743137,-0.0012822156686753683,0.0043700836558870915,-0.006464356257856019,-0.007143838439346184,-0.0008897928053896997,0.007369937355532485,-0.006655316514471377,0.0,-0.002339678825906577,-0.0030910676071966847,0.004400812457684644,0.0009930486593843213,-0.0016422287390029933,0.013422818791946511,-0.0010193160389380118,-0.0059991725279273656,0.00023121387283242534,0.006024096385542244,0.0021551724137931494,-0.01205488402482846,0.0019723865877712132,0.0020476993495543994,-0.012820512820512886,-0.0004083299305838173,0.0027110766847404655
2013-07-31,-0.0017426983146563435,-0.0003139717425432176,0.0035419126328217754,-0.07537609694943592,0.0006419309282321706,-0.00174042764793636,0.007229351165732867,0.00802546008025451,0.005470737913486179,0.015280502810016472,0.0073231536304143585,0.005509641873278293,-0.0006395906619763858,0.0008745428525998022,-0.014829794405123109,-0.005952380952381042,-0.018446716014569264,-0.003116478379431298,-0.004948727105759887,0.002497398543184204,0.00554785020804438,-0.002138579982891353,-0.006144393241167334,-0.003935055057703085,0.0050496405340636485,-0.0033657891573506404,-0.0042348955392432774,-0.004493464052287566,0.006952491309385911
2013-08-01,0.009148564736039644,-0.005339195979899403,0.0028877005347593965,0.01220270041240612,0.0035925070567102146,0.016687422166874244,0.014534362102996523,0.004255319148936287,-0.004934834872833083,0.05858076349879626,0.010982211910286033,0.023972602739726012,-0.01088,0.004368893478433611,-0.004105371193978802,0.012225548902195627,0.007900406990663189,0.011723329425556983,0.003947908121411103,0.008511521694000379,0.017471264367816097,-0.005572224603514697,0.012364760432766575,0.014441272159883,0.008345397257940812,0.01845374502472552,0.012758718457612561,0.010258514567090593,0.013808975834292303
2013-08-02,0.01285392077430103,0.006946637196084682,0.006611922789804936,0.026957637997432782,0.006775760675019171,-0.004287114159725602,-0.0008843296781039234,-0.012301804264625349,0.02021871820956256,-0.0012531328320800617,0.017594859241126137,-0.0073578595317725926,-0.008411517308314465,-0.01178424549193291,0.00893163861216073,-0.008627064333251222,0.001068883610451321,0.011587485515643037,-0.0033195444563607346,-0.0008233841086866533,0.005196565747853654,0.0008620689655172153,-0.005496183206106897,-0.004450698694243638,-0.001266784899923934,-0.001657981999052538,0.0013997760358344102,0.0032493907392363575,0.0026485054861900004
2013-08-05,0.014939248497427116,-0.005957980558168763,-0.006250662146413899,0.0029347826086956186,0.00025396825396817313,0.0013531799729364913,-0.006903876792352603,0.014946028231386688,-0.00710457434874745,-0.004832938333565684,-0.0073673131859871566,-0.0026954177897573484,-0.003915171288743857,-0.007683073229291737,-0.006128702757916216,0.001740427647936249,0.002254122671728531,0.004581901489117968,0.0017421602787457413,-0.00020601565718991743,-0.003371544167228513,-0.012919896640826711,0.006447651212772465,-0.01058479339929641,-0.002875021139861378,-0.008778173190984506,-0.0027956388034666713,-0.0072874493927125306,-0.002452830188679256
2013-08-06,-0.008946639684737412,-0.003785488958990557,0.00010660980810239806,-0.008941150969979494,-0.011425669671194516,0.004176904176903973,-0.010873440285204983,-0.0013635124079630634,0.0048958071805171866,0.01797805276675213,0.015601332929415346,-0.010810810810810811,-0.0013101867016049873,-0.006855391563835744,0.005138746145940232,0.0019856043683295077,0.00674715909090895,-0.003800836183960432,-0.023069053708439813,-0.001854522975479167,-0.0069914298601714275,-0.005235602094240899,0.006711409395973034,-0.0007973686833450122,-0.0035617367706920477,-0.01232647199617043,-0.005326604990188,-0.00856443719412725,-0.026290902212975253
2013-08-07,-0.0005803331542181267,0.015199493350221749,-0.001598976654940909,-0.008201651265788201,-0.006420958006934652,0.0026914607291410597,-0.003424040367633885,-0.0043691971600217094,-0.01524047470331047,-0.01174311926605498,-0.017002237136465315,-0.007513661202185884,-0.0014212310047009291,0.001542959233392871,-0.0027266530334014716,-0.00544959128065392,-0.00340975896531448,-0.0034338038916443825,-0.012723179224043202,0.0022708505367465825,-0.01726095843742903,-0.004385964912280715,-0.00545454545454549,-0.012768079800498655,0.00280851063829779,-0.0012116806009935255,0.0031003382187149153,0.0012340600575895255,0.00038850038850046786
2013-08-08,-0.008538001634478931,0.02588895820336856,-0.003416613282084091,-0.003362919675836462,-0.0015509887553315505,0.0025622254758419505,-0.008499095840867943,0.003565551289083979,0.01534948623620469,-0.0007426661715559391,-0.002427552723410664,0.00550584996558845,0.004817166630173064,-0.0021081650855429013,-0.004442925495557137,0.001245330012453305,-0.0009438414346389923,0.0053598774885146305,-0.003341111582520151,-0.0016477857878475222,-0.0011555350127109287,-0.011013215859030812,0.006093845216331495,-0.003940588056987049,0.007213782568106675,0.018561203445347507,-0.008429334082607598,-0.00041084634346755244,0.005436893203883519
2013-08-09,-0.01422962625539581,-0.005776831863788301,-0.010499250053567666,-0.005365637791791111,-0.0045307443365695255,-0.006450042594620897,-0.005653839139157291,-0.0034162339437004974,-0.013368315842079093,-0.012201164375077456,-0.01551330798479078,-0.010951403148528382,-0.011549357158422313,-0.004631510522466797,0.002746309646412648,-0.0009950248756220859,-0.0040151157298063955,-0.007996953541507978,-0.0005853243228862715,-0.0016505054672992792,0.00023137436372056008,0.0026726057906458767,-0.0030284675953967666,0.005139649692297299,-0.003117627232895215,0.0065507384468797,-0.013884953244545306,-0.0032881216605014085,-0.008883738895326343
