date,kappa
2021-08-04,1.9612570743334832
2021-08-05,1.9481495212968656
2021-08-06,1.9154114272549534
2021-08-09,1.9162954756179107
2021-08-10,1.9125201159835918
2021-08-11,1.9216509573052658
2021-08-12,1.9222806367307184
2021-08-13,1.9217960032594856
2021-08-16,1.8860718454934444
2021-08-17,1.8945056518801224
2021-08-18,1.9342435687563446
2021-08-19,1.9362700816309122
2021-08-20,1.91198644381774
2021-08-23,1.8779298930982777
2021-08-24,1.8699716366886816
2021-08-25,1.8506191750226473
2021-08-26,1.8818484366472286
2021-08-27,1.8509830236279812
2021-08-30,1.1042445440263713
2021-08-31,1.0775165110634481
2021-09-01,1.0684294697441723
2021-09-02,1.0483035540586285
2021-09-03,1.050826789802623
2021-09-07,1.0876921223191671
2021-09-08,1.0778317629049663
2021-09-09,1.0890597299392615
2021-09-10,1.1098886815568507
2021-09-13,1.0934730627098541
2021-09-14,1.140947512320958
2021-09-15,1.13203456300639
2021-09-16,1.1306908013096966
2021-09-17,1.210151671996386
2021-09-20,1.4503192476010645
2021-09-21,1.4198449384256377
2021-09-22,1.386627220180553
2021-09-23,1.3436717938585738
2021-09-24,1.3442236296961099
2021-09-27,1.249746981789283
2021-09-28,1.5506562709436276
2021-09-29,1.540206104211122
2021-09-30,1.8169936716809119
2021-10-01,1.7377713037915656
2021-10-04,1.8265507849969826
2021-10-05,1.8315011555478904
2021-10-06,1.8173044707025836
2021-10-07,1.7730253142998103
2021-10-08,1.7750568715216084
2021-10-11,1.8344527458303799
2021-10-12,1.8438858350903335
2021-10-13,1.7709220478525411
2021-10-14,1.7071437748564873
2021-10-15,1.6280228247583919
2021-10-18,1.581519567028085
2021-10-19,1.4836922241701527
2021-10-20,1.4068444495625003
2021-10-21,1.2875780904500105
2021-10-22,1.2868192118051158
2021-10-25,1.3165541523250557
2021-10-26,1.234621513019722
2021-10-27,1.473594344307477
2021-10-28,1.235378917600517
2021-10-29,1.201602528820447
2021-11-01,1.1456351861289154
2021-11-02,1.1239306629280768
2021-11-03,1.123226514140292
2021-11-04,1.0951905609847392
2021-11-05,1.0992561498177833
2021-11-08,1.0852124895974413
2021-11-09,1.1016016508323188
2021-11-10,1.1515569856359766
2021-11-11,1.0900228363605362
2021-11-12,1.055741829630887
2021-11-15,1.0528875132955327
2021-11-16,1.035523274403929
2021-11-17,1.0485024801240277
2021-11-18,1.0668371837053694
2021-11-19,1.123072587850371
2021-11-22,1.0923130252742952
2021-11-23,1.062228752241217
2021-11-24,1.050172591145666
2021-11-26,1.5683585946949847
2021-11-29,1.4831199943236117
2021-11-30,1.938099171989811
2021-12-01,1.956249587233632
2021-12-02,1.9147190449191211
2021-12-03,1.9282886751355925
2021-12-06,1.8697612402118695
2021-12-07,1.7676645449085358
2021-12-08,1.7757114607959164
2021-12-09,1.826617345810917
2021-12-10,1.7581360162363175
2021-12-13,1.826035453332619
2021-12-14,1.8615682331416206
2021-12-15,1.7887406512666424
2021-12-16,1.7436043479334935
2021-12-17,1.8995967545168049
2021-12-20,1.9617110589005857
2021-12-21,1.9185862409117558
2021-12-22,1.865459262114954
2021-12-23,1.8258909705232922
2021-12-27,1.790740538477706
2021-12-28,1.7823520342158536
2021-12-29,1.6479077241915152
2021-12-30,1.6944778225972204
2021-12-31,1.5010469419731465
2022-01-03,1.4358330769543939
2022-01-04,1.3395665106900458
2022-01-05,1.455015969530534
2022-01-06,1.3951097913968327
2022-01-07,1.3753336092755313
2022-01-10,1.3760749903659812
2022-01-11,1.2796877017090575
2022-01-12,1.2964339244426495
2022-01-13,1.3316880261797674
2022-01-14,1.3564791824414912
2022-01-18,1.6777467600117149
2022-01-19,1.7870228422575116
2022-01-20,1.8015750002345103
2022-01-21,1.904027008646922
2022-01-24,1.8492320373375155
2022-01-25,1.7533837970498865
2022-01-26,1.8047868178418187
2022-01-27,1.7939955812374548
2022-01-28,1.7943890302193288
2022-01-31,1.7266162760820385
2022-02-01,1.6260654804845367
2022-02-02,1.4823110485431261
2022-02-03,1.711295856302051
2022-02-04,1.6863778982470525
2022-02-07,1.6941523893932704
2022-02-08,1.6574755044550193
2022-02-09,1.5147681219459306
2022-02-10,1.7885193609961605
2022-02-11,1.8979149927659922
2022-02-14,1.930982234387538
2022-02-15,1.9020651326652045
2022-02-16,1.9086090322581897
2022-02-17,1.9674439740395695
2022-02-18,1.971890202912538
2022-02-22,1.980844114231239
2022-02-23,1.9908975620199252
2022-02-24,1.9877598503239597
2022-02-25,1.9893960061915932
2022-02-28,1.9836585251836412
2022-03-01,1.9876130862871815
2022-03-02,1.9831545623469666
2022-03-03,1.981109135588264
2022-03-04,1.983999119726906
2022-03-07,1.9956092209376997
2022-03-08,1.9955405875547645
2022-03-09,1.9932937292487134
2022-03-10,1.9903588372376075
2022-03-11,1.992240909463734
2022-03-14,1.99216110590229
2022-03-15,1.9913791580826303
2022-03-16,1.9854825107943102
2022-03-17,1.982559811628778
2022-03-18,1.9792348168563973
2022-03-21,1.9803074345855864
2022-03-22,1.9766475979281526
2022-03-23,1.9864375241118613
2022-03-24,1.9842611915316621
2022-03-25,1.9513194357915633
2022-03-28,1.9477246884654638
2022-03-29,1.9262447266159772
2022-03-30,1.8785829773388858
2022-03-31,1.9394116905086443
2022-04-01,1.9397778983041183
2022-04-04,1.9017843677435888
2022-04-05,1.9283075443110957
2022-04-06,1.8775794093408644
2022-04-07,1.865941090973248
2022-04-08,1.8411717978599635
2022-04-11,1.9170006978472975
2022-04-12,1.882700821532136
2022-04-13,1.7885537813467856
2022-04-14,1.723962638902581
2022-04-18,1.6808511121164915
2022-04-19,1.6820854240073133
2022-04-20,1.600096858880233
2022-04-21,1.6889578691330258
2022-04-22,1.9245792389068896
2022-04-25,1.8994625378746055
2022-04-26,1.9554132529107457
2022-04-27,1.9283339431731743
2022-04-28,1.939072459274671
2022-04-29,1.9893374438418117
2022-05-02,1.9868038031237156
2022-05-03,1.98500614833702
2022-05-04,1.9901756424368755
2022-05-05,1.9970106185572978
2022-05-06,1.9965419237184256
2022-05-09,1.9981168827535873
2022-05-10,1.9981178580115388
2022-05-11,1.998176381215536
2022-05-12,1.9972923592711762
2022-05-13,1.9972583987340844
2022-05-16,1.9971292930718907
2022-05-17,1.9950714450506581
2022-05-18,1.997730356463657
2022-05-19,1.9978760129477127
2022-05-20,1.997609317820432
2022-05-23,1.997394648356385
2022-05-24,1.9972835223577894
2022-05-25,1.9969433719641914
2022-05-26,1.994856106630649
2022-05-27,1.9927859746114733
2022-05-31,1.9931431014429346
2022-06-01,1.9929849417294696
2022-06-02,1.9792466090616876
2022-06-03,1.9797132370392838
2022-06-06,1.9819610975820066
2022-06-07,1.9786300807445036
2022-06-08,1.9843835424322505
2022-06-09,1.991841637277541
2022-06-10,1.9957246400685293
2022-06-13,1.9969779803916312
2022-06-14,1.9966766839931087
2022-06-15,1.994533905925987
2022-06-16,1.9958973887581295
2022-06-17,1.9956618021125296
2022-06-21,1.9964702042278084
2022-06-22,1.9933025678884178
2022-06-23,1.9924463526678033
2022-06-24,1.9931823043618424
2022-06-27,1.988538517983884
2022-06-28,1.9814547275597332
2022-06-29,1.9822261534575183
2022-06-30,1.9833634004944145
2022-07-01,1.977733342215393
2022-07-05,1.9786665414711055
2022-07-06,1.9804076595389875
2022-07-07,1.97681868423053
2022-07-08,1.9784804255296882
2022-07-11,1.979507478710988
2022-07-12,1.978248072230874
2022-07-13,1.968287727280038
2022-07-14,1.9708158722562525
2022-07-15,1.9696595399573524
2022-07-18,1.9590737607214468
2022-07-19,1.970409777190401
2022-07-20,1.946735636624541
2022-07-21,1.9451437377583736
2022-07-22,1.9456316275185987
2022-07-25,1.8479881488215402
2022-07-26,1.856116292385288
2022-07-27,1.8560367495151762
2022-07-28,1.8521381375018713
2022-07-29,1.84136796576004
2022-08-01,1.8027020833481935
2022-08-02,1.8313221082753124
2022-08-03,1.8327694504936132
2022-08-04,1.7946493986147474
2022-08-05,1.7903778419064678
2022-08-08,1.7876150758478304
2022-08-09,1.7864782563573207
2022-08-10,1.8020687928929
2022-08-11,1.787345423824914
2022-08-12,1.7086529002329738
2022-08-15,1.6822256552207455
2022-08-16,1.4597406375231023
2022-08-17,1.4941404847479758
2022-08-18,1.4790610722844515
2022-08-19,1.5574947411321256
2022-08-22,1.7234255170618011
2022-08-23,1.7439014772590535
2022-08-24,1.6773219998944189
2022-08-25,1.6677560235352673
2022-08-26,1.8689637822438239
2022-08-29,1.8801585780736974
2022-08-30,1.8992311758191152
2022-08-31,1.881022748189627
2022-09-01,1.8851634141351012
2022-09-02,1.8894246705758726
2022-09-06,1.8886670772694887
2022-09-07,1.9163326987816225
2022-09-08,1.8658978777554482
2022-09-09,1.8708199231174758
2022-09-12,1.819934566745824
2022-09-13,1.9382432776179748
2022-09-14,1.930030603740065
2022-09-15,1.9313160160910952
2022-09-16,1.9249576284865615
2022-09-19,1.9323993034959985
2022-09-20,1.940238780090173
2022-09-21,1.9505719741324896
2022-09-22,1.943816531837173
2022-09-23,1.9319293027385045
2022-09-26,1.9266841573303437
2022-09-27,1.92572467662181
2022-09-28,1.9515507192112742
2022-09-29,1.9591800835816846
2022-09-30,1.9595738424580122
2022-10-03,1.9785746494197802
2022-10-04,1.9864584687612548
2022-10-05,1.9790345048021285
2022-10-06,1.9756429942617362
2022-10-07,1.9734014986742106
2022-10-10,1.967398840627662
2022-10-11,1.9546136355604682
2022-10-12,1.9513074149779481
2022-10-13,1.9728645275031103
2022-10-14,1.9788269561428524
2022-10-17,1.9797877318767843
2022-10-18,1.981153311788368
2022-10-19,1.9805326316841305
2022-10-20,1.9817453019703797
2022-10-21,1.9847765457195292
2022-10-24,1.984351394433158
2022-10-25,1.9834782079200628
2022-10-26,1.9739269916673339
2022-10-27,1.9712994927516392
2022-10-28,1.9679464335721846
2022-10-31,1.9458573674043775
2022-11-01,1.889498553706773
2022-11-02,1.9226390687060122
2022-11-03,1.9216046222004273
2022-11-04,1.9044064473566846
2022-11-07,1.9003765256827743
2022-11-08,1.8966196947593363
2022-11-09,1.9324790608874438
2022-11-10,1.9336637398592542
2022-11-11,1.9093976916864654
2022-11-14,1.8896243788969933
2022-11-15,1.8629480671058458
2022-11-16,1.8762005764602805
2022-11-17,1.8761142812842742
2022-11-18,1.8056541784289397
2022-11-21,1.7723594925451658
2022-11-22,1.7310929101342043
2022-11-23,1.7204215319390646
2022-11-25,1.7165652422703448
2022-11-28,1.6870263439186783
2022-11-29,1.68065851954816
2022-11-30,1.7048488452776056
2022-12-01,1.651493502080719
2022-12-02,1.6642931771412663
2022-12-05,1.7373718697544167
2022-12-06,1.7438432467546228
2022-12-07,1.7263628132009734
2022-12-08,1.6767053907323546
2022-12-09,1.2014890306098438
2022-12-12,1.238877383053207
2022-12-13,1.231965319867548
2022-12-14,1.2332594739049307
2022-12-15,1.3793501435173834
2022-12-16,1.4300995678916175
2022-12-19,1.4177566931833576
2022-12-20,1.4196593813800513
