date,0
2020-01-31,0.0
2020-02-28,1.5479381028529615
2020-03-31,0.5157563283491263
2020-04-30,0.0
2020-05-29,0.2832467775384675
2020-06-30,0.0
2020-07-31,0.16111090351394602
2020-08-31,1.8865748331479408
2020-09-30,0.5352870407513993
2020-10-30,0.30333137249953956
2020-11-30,0.39892025636678535
2020-12-31,1.783566551599135
2021-01-29,0.3627429162898285
2021-02-26,1.9029805767935863
2021-03-31,0.7555656712973179
2021-04-30,1.8636995642217116
2021-05-28,1.8501948816626592
2021-06-30,0.5924022460524384
2021-07-30,1.6208804625284141
2021-08-31,1.5741477089920484
2021-09-30,1.6040578782518071
2021-10-29,0.0
2021-11-30,1.2708314149139046
2021-12-31,0.0
2022-01-31,0.0
2022-02-28,0.0
2022-03-31,0.0
2022-04-29,0.0
2022-05-31,0.0
2022-06-30,0.0
2022-07-29,0.0
2022-08-31,0.0
2022-09-30,0.0
2022-10-31,1.2914601584513397
2022-11-30,0.0
2022-12-30,0.0
2023-01-31,0.0
2023-02-28,0.0
2023-03-31,1.517297057040446
2023-04-28,1.5740934185900541
2023-05-31,0.0
2023-06-30,0.0
2023-07-31,1.1927017778402016
2023-08-31,0.0
2023-09-29,0.0
2023-10-31,0.0
2023-11-30,0.0
2023-12-29,0.0
2024-01-31,0.0
2024-02-29,0.0
2024-03-28,0.0
2024-04-30,0.0
2024-05-31,0.0
2024-06-28,0.0
2024-07-31,0.0
2024-08-30,0.0
2024-09-30,0.0
2024-10-31,0.0
2024-11-29,0.0
2024-12-31,0.0
