kappa_max,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi
0.75,0.025398053762759103,0.034345831709484465,0.1491242544078358,0.23031687129548356,0.2973575871525046,0.15112201424436,0.01590319575430742,0.02339894449933497,0.030605823977608578,0.0,0.22727219380459177,0.1968503439446526
1.0,0.02478243558932217,0.05506715916558913,0.14445729116908732,0.3812002753196652,0.49037609752990147,0.1485260831612465,0.01612693603576795,0.022872333721601933,0.03707446221403412,0.0,0.3707574992454745,0.18730274055062032
1.25,0.02476251843331387,0.09020174242767931,0.14665656555183795,0.6150542397353234,0.8054716785829598,0.15551381596176406,0.015559920785526225,0.02275159257750376,0.021938290102742505,0.0,0.5800239796691573,0.19889875657073675
