date,net_return,loss,turnover
2020-01-03,-0.009159881569207995,0.009159881569207995,0.0
2020-01-06,0.006443178634793156,-0.006443178634793156,0.0
2020-01-07,-0.00013917238819816102,0.00013917238819816102,0.0
2020-01-08,0.0075163550317820516,-0.0075163550317820516,0.0
2020-01-09,0.008473405480083018,-0.008473405480083018,0.0
2020-01-10,-0.002557194392438067,0.002557194392438067,0.0
2020-01-13,0.01153687680263693,-0.01153687680263693,0.0
2020-01-14,-0.003937542430413998,0.003937542430413998,0.0
2020-01-15,0.00040894220283527183,-0.00040894220283527183,0.0
2020-01-16,0.009583503656265702,-0.009583503656265702,0.0
2020-01-17,0.00494871333453295,-0.00494871333453295,0.0
2020-01-21,-0.00044766765153547716,0.00044766765153547716,0.0
2020-01-22,0.0026424220709422297,-0.0026424220709422297,0.0
2020-01-23,0.003216152231205527,-0.003216152231205527,0.0
2020-01-24,-0.008415334609733316,0.008415334609733316,0.0
2020-01-27,-0.020655590480466945,0.020655590480466945,0.0
2020-01-28,0.015359926639156418,-0.015359926639156418,0.0
2020-01-29,0.0016256491307293786,-0.0016256491307293786,0.0
2020-01-30,0.0035616067805779306,-0.0035616067805779306,0.0
2020-01-31,-0.015858041329739447,0.015858041329739447,0.0
2020-02-03,0.015109325786278438,-0.015109325786278438,0.0
2020-02-04,0.022888748988218355,-0.022888748988218355,0.0
2020-02-05,0.003297138084142892,-0.003297138084142892,0.0
2020-02-06,0.00863202173341504,-0.00863202173341504,0.0
2020-02-07,-0.004300794995438562,0.004300794995438562,0.0
2020-02-10,0.012085514834206057,-0.012085514834206057,0.0
2020-02-11,0.0001724360908736955,-0.0001724360908736955,0.0
2020-02-12,0.009740959441403518,-0.009740959441403518,0.0
2020-02-13,-0.001280573697016285,0.001280573697016285,0.0
2020-02-14,0.0028636149933751742,-0.0028636149933751742,0.0
2020-02-18,0.0003835663143538781,-0.0003835663143538781,0.0
2020-02-19,0.009585481191155765,-0.009585481191155765,0.0
2020-02-20,-0.009283483838298578,0.009283483838298578,0.0
2020-02-21,-0.019209472697844787,0.019209472697844787,0.0
2020-02-24,-0.03856342554392678,0.03856342554392678,0.0
2020-02-25,-0.027191833416143396,0.027191833416143396,0.0
2020-02-26,0.005153921158935759,-0.005153921158935759,0.0
2020-02-27,-0.05007390983000737,0.05007390983000737,0.0
2020-02-28,0.0007780587434351727,-0.0007780587434351727,0.0
2020-03-02,0.05160349854227397,-0.05160349854227397,0.0
2020-03-03,-0.03206727659181219,0.03206727659181219,0.0
2020-03-04,0.041722360129845315,-0.041722360129845315,0.0
2020-03-05,-0.030382183117954376,0.030382183117954376,0.0
2020-03-06,-0.016872252942010446,0.016872252942010446,0.0
2020-03-09,-0.06946447456975302,0.06946447456975302,0.0
2020-03-10,0.05445058635119082,-0.05445058635119082,0.0
2020-03-11,-0.043554945862525174,0.043554945862525174,0.0
2020-03-12,-0.09169142505890793,0.09169142505890793,0.0
2020-03-13,0.08470561696368151,-0.08470561696368151,0.0
2020-03-16,-0.11978787563689297,0.11978787563689297,0.0
2020-03-17,0.07584170112226807,-0.07584170112226807,0.0
2020-03-18,-0.030416163390798223,0.030416163390798223,0.0
2020-03-19,0.006002265005662588,-0.006002265005662588,0.0
2020-03-20,-0.039175954069571084,0.039175954069571084,0.0
2020-03-23,-0.0014059753954304144,0.0014059753954304144,0.0
2020-03-24,0.07743752199929599,-0.07743752199929599,0.0
2020-03-25,-0.007404987476859359,0.007404987476859359,0.0
2020-03-26,0.05266044980800877,-0.05266044980800877,0.0
2020-03-27,-0.03439291297550806,0.03439291297550806,0.0
2020-03-30,0.03637344846195356,-0.03637344846195356,0.0
2020-03-31,-0.008539887523432599,0.008539887523432599,0.0
2020-04-01,-0.0424894957983194,0.0424894957983194,0.0
2020-04-02,0.020295101749766786,-0.020295101749766786,0.0
2020-04-03,-0.014192785334121716,0.014192785334121716,0.0
2020-04-06,0.07149479195070074,-0.07149479195070074,0.0
2020-04-07,-0.0004071661237784463,0.0004071661237784463,0.0
2020-04-08,0.021232179226069237,-0.021232179226069237,0.0
2020-04-09,0.0014458792441542911,-0.0014458792441542911,0.0
2020-04-13,0.010803544757542527,-0.010803544757542527,0.0
2020-04-14,0.04349110968822356,-0.04349110968822356,0.0
2020-04-15,-0.011469838572642388,0.011469838572642388,0.0
2020-04-16,0.018239984720431535,-0.018239984720431535,0.0
2020-04-17,0.009566236811254347,-0.009566236811254347,0.0
2020-04-20,-0.011844488829021227,0.011844488829021227,0.0
2020-04-21,-0.036899501739212304,0.036899501739212304,0.0
2020-04-22,0.02967445946605496,-0.02967445946605496,0.0
2020-04-23,-0.002133004692610241,0.002133004692610241,0.0
2020-04-24,0.01577047311419344,-0.01577047311419344,0.0
2020-04-27,0.008043396932285729,-0.008043396932285729,0.0
2020-04-28,-0.018834663202820567,0.018834663202820567,0.0
2020-04-29,0.03546099290780136,-0.03546099290780136,0.0
2020-04-30,-0.0004109589041095818,0.0004109589041095818,0.0
2020-05-01,-0.028185098899090932,0.028185098899090932,0.0
2020-05-04,0.011657422205509027,-0.011657422205509027,0.0
2020-05-05,0.011337236316327548,-0.011337236316327548,0.0
