kappa_max,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi,avg_n_used
0.75,,0.06239323900405003,0.14986613334819632,0.4163264749020159,0.5050789615006815,0.16858403785209453,0.014924855711023637,0.024413102567137693,0.05444028642551743,0.0,0.37010170001260795,,101.45833333333333
1.0,,0.0415994875163499,0.15924503008319638,0.26122942420630996,0.3224121524955045,0.13911014375870212,0.016476668605721154,0.025810938950431135,0.04111068375561096,0.0,0.29903992902564747,,101.45833333333333
1.25,,0.020985737142019012,0.16350829338893394,0.12834662210130623,0.15112630460716162,0.1630149086662569,0.01721880063196621,0.02612165259541316,0.048608656481234455,0.0,0.12873507897969907,,101.45833333333333
