strategy,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,crisis_2020,crisis_2022
A_plain_cvar,0.02677839065101084,0.1160094397281337,0.2308294110700438,0.3024000789930774,0.20002478946782654,0.01090616060327989,0.016707410286967015,0.006988843168320448,0.0,0.13387535976043646,0.04185934160691651,0.10992292499636713
B_fixed_robust,0.04256713368810372,0.11406441556945802,0.37318504176425665,0.4940938790291362,0.18636202445877803,0.01124449769198798,0.016460870365872928,0.008561843545790473,0.0,0.22841098561643533,0.030226729434601474,0.09449876213806263
C_state_robust,0.038443097164888806,0.11250964911294327,0.34168711277641217,0.4514300548129779,0.18309136594701558,0.010989848613308883,0.01625739635893905,0.008444913556362583,0.0,0.20996673964414997,0.022721455202689422,0.09111546593105047
D_state_action_robust,0.04591693286379872,0.11576980624474331,0.39662269768965464,0.5143577845240298,0.19861138572332482,0.011298618676385779,0.016775154788518046,0.008670996843371546,0.0,0.2311898318244615,0.038363549836880395,0.09138105508851269
