sp30_c_stable_cvar,sp30_a_cvar,sp30_c_stable_sharpe,sp30_a_sharpe,sp100_c_stable_cvar,sp100_a_cvar
0.0244194429143055,0.0272347472431374,0.2291842785837987,0.1064033307557586,0.0254797364563281,0.0246983399590989
