date,net_return,loss,turnover
2020-01-03,-0.007572259673099935,0.007572259673099935,0.0
2020-01-06,0.003815018144598392,-0.003815018144598392,0.0
2020-01-07,-0.0028117661599307286,0.0028117661599307286,0.0
2020-01-08,0.005329532426486372,-0.005329532426486372,0.0
2020-01-09,0.006780705809831922,-0.006780705809831922,0.0
2020-01-10,-0.0028776978417266452,0.0028776978417266452,0.0
2020-01-13,0.006877283473028184,-0.006877283473028184,0.0
2020-01-14,-0.0015246226558927045,0.0015246226558927045,0.0
2020-01-15,0.00225988700564983,-0.00225988700564983,0.0
2020-01-16,0.008318352174045529,-0.008318352174045529,0.0
2020-01-17,0.003112534751601448,-0.003112534751601448,0.0
2020-01-21,-0.001958126223828849,0.001958126223828849,0.0
2020-01-22,0.00012073649260480046,-0.00012073649260480046,0.0
2020-01-23,0.0011468582121085813,-0.0011468582121085813,0.0
2020-01-24,-0.00889304232485244,0.00889304232485244,0.0
2020-01-27,-0.016029443075706418,0.016029443075706418,0.0
2020-01-28,0.010479134466769624,-0.010479134466769624,0.0
2020-01-29,-0.0008259659212578319,0.0008259659212578319,0.0
2020-01-30,0.003245361582266959,-0.003245361582266959,0.0
2020-01-31,-0.018157958984375,0.018157958984375,0.0
2020-02-03,0.0074285891896932466,-0.0074285891896932466,0.0
2020-02-04,0.015241268665926233,-0.015241268665926233,0.0
2020-02-05,0.01154804594906711,-0.01154804594906711,0.0
2020-02-06,0.003364777984738332,-0.003364777984738332,0.0
2020-02-07,-0.005329660458710195,0.005329660458710195,0.0
2020-02-10,0.007465382299819412,-0.007465382299819412,0.0
2020-02-11,0.0017329986853114043,-0.0017329986853114043,0.0
2020-02-12,0.006502416035315983,-0.006502416035315983,0.0
2020-02-13,-0.0011261261261260591,0.0011261261261260591,0.0
2020-02-14,0.0016020886489052089,-0.0016020886489052089,0.0
2020-02-18,-0.002577014218009488,0.002577014218009488,0.0
2020-02-19,0.004781278769340203,-0.004781278769340203,0.0
2020-02-20,-0.00410829343264163,0.00410829343264163,0.0
2020-02-21,-0.01029826383736454,0.01029826383736454,0.0
2020-02-24,-0.03316540722082284,0.03316540722082284,0.0
2020-02-25,-0.03030209044103971,0.03030209044103971,0.0
2020-02-26,-0.0036782344474651785,0.0036782344474651785,0.0
2020-02-27,-0.04491171749598721,0.04491171749598721,0.0
2020-02-28,-0.004201539444052327,0.004201539444052327,0.0
2020-03-02,0.043306555052993856,-0.043306555052993856,0.0
2020-03-03,-0.02863243715422681,0.02863243715422681,0.0
2020-03-04,0.04203304023447907,-0.04203304023447907,0.0
2020-03-05,-0.03324170555520056,0.03324170555520056,0.0
2020-03-06,-0.016531111551940758,0.016531111551940758,0.0
2020-03-09,-0.07809453371881925,0.07809453371881925,0.0
2020-03-10,0.05174488567990365,-0.05174488567990365,0.0
2020-03-11,-0.0487483530961792,0.0487483530961792,0.0
2020-03-12,-0.09567721242163585,0.09567721242163585,0.0
2020-03-13,0.08548627624843808,-0.08548627624843808,0.0
2020-03-16,-0.10942373384821036,0.10942373384821036,0.0
2020-03-17,0.05399207838232245,-0.05399207838232245,0.0
2020-03-18,-0.05063291139240511,0.05063291139240511,0.0
2020-03-19,0.0021249999999999325,-0.0021249999999999325,0.0
2020-03-20,-0.04868820423267217,0.04868820423267217,0.0
2020-03-23,-0.02556818181818188,0.02556818181818188,0.0
2020-03-24,0.09060327427674375,-0.09060327427674375,0.0
2020-03-25,0.01497018301460007,-0.01497018301460007,0.0
2020-03-26,0.05838972405689047,-0.05838972405689047,0.0
2020-03-27,-0.02978560490045945,0.02978560490045945,0.0
2020-03-30,0.03247573198642573,-0.03247573198642573,0.0
2020-03-31,-0.014905407987769848,0.014905407987769848,0.0
2020-04-01,-0.04500484966052376,0.04500484966052376,0.0
2020-04-02,0.023075360552508695,-0.023075360552508695,0.0
2020-04-03,-0.01445419529047376,0.01445419529047376,0.0
2020-04-06,0.0671662838954028,-0.0671662838954028,0.0
2020-04-07,0.0010194064788944246,-0.0010194064788944246,0.0
2020-04-08,0.033568438124693456,-0.033568438124693456,0.0
2020-04-09,0.015217311973141578,-0.015217311973141578,0.0
2020-04-13,-0.00913012221423426,0.00913012221423426,0.0
2020-04-14,0.029492853515199924,-0.029492853515199924,0.0
2020-04-15,-0.021248105993868838,0.021248105993868838,0.0
2020-04-16,0.004824308755760454,-0.004824308755760454,0.0
2020-04-17,0.02701540666427782,-0.02701540666427782,0.0
2020-04-20,-0.017617917945855432,0.017617917945855432,0.0
2020-04-21,-0.03036329415107053,0.03036329415107053,0.0
2020-04-22,0.022194550249047706,-0.022194550249047706,0.0
2020-04-23,-7.16589036189319e-05,7.16589036189319e-05,0.0
2020-04-24,0.013938655582628856,-0.013938655582628856,0.0
2020-04-27,0.014418489592536332,-0.014418489592536332,0.0
2020-04-28,-0.004598502003135274,0.004598502003135274,0.0
2020-04-29,0.026178560179189958,-0.026178560179189958,0.0
2020-04-30,-0.009310732921796516,0.009310732921796516,0.0
2020-05-01,-0.026473423299366527,0.026473423299366527,0.0
2020-05-04,0.0027582304890554354,-0.0027582304890554354,0.0
2020-05-05,0.009239341256127354,-0.009239341256127354,0.0
2020-05-06,-0.006778713442118889,0.006778713442118889,0.0
2020-05-07,0.012066842568161817,-0.012066842568161817,0.0
2020-05-08,0.016546162402669706,-0.016546162402669706,0.0
2020-05-11,0.00020517029134192732,-0.00020517029134192732,0.0
2020-05-12,-0.019931623931623843,0.019931623931623843,0.0
2020-05-13,-0.017685840862315505,0.017685840862315505,0.0
2020-05-14,0.011967329545454541,-0.011967329545454541,0.0
2020-05-15,0.004596975120187974,-0.004596975120187974,0.0
2020-05-18,0.030459689814168023,-0.030459689814168023,0.0
2020-05-19,-0.010271186440677926,0.010271186440677926,0.0
2020-05-20,0.01698804671712839,-0.01698804671712839,0.0
2020-05-21,-0.006903984103997618,0.006903984103997618,0.0
2020-05-22,0.0018990775908844792,-0.0018990775908844792,0.0
2020-05-26,0.012320606552937985,-0.012320606552937985,0.0
2020-05-27,0.014878962150595143,-0.014878962150595143,0.0
2020-05-28,-0.0018449576648105204,0.0018449576648105204,0.0
2020-05-29,0.004455886721457469,-0.004455886721457469,0.0
2020-06-01,0.004041798107255579,-0.004041798107255579,0.0
2020-06-02,0.008280150548191756,-0.008280150548191756,0.0
2020-06-03,0.013308231628148537,-0.013308231628148537,0.0
2020-06-04,-0.0026266897302837933,0.0026266897302837933,0.0
2020-06-05,0.025629496402877594,-0.025629496402877594,0.0
2020-06-08,0.012087430325045556,-0.012087430325045556,0.0
2020-06-09,-0.007456683168316713,0.007456683168316713,0.0
2020-06-10,-0.0055799744381059835,0.0055799744381059835,0.0
2020-06-11,-0.05764890282131652,0.05764890282131652,0.0
