kappa_max,weight_cap,rho,J_val,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio,avg_hhi,avg_n_used
0.75,,0.7,,0.07385240308092045,0.1272923474095796,0.5801794419211297,0.5940418341096617,0.09091997100400306,0.007998301581958448,0.017325646239215974,0.007756540799022433,0.0,0.8122792194650925,,462.1666666666667
0.75,,,,0.07377058878724685,0.1272688413214011,0.5796437527151577,0.5890268058238419,0.09088098814073586,0.007998301581958448,0.01732379117700241,0.008137202312739148,0.0,0.811727406319655,,462.1666666666667
