method,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,var_5pct,cvar_5pct,avg_turnover,total_transaction_cost,calmar_ratio
equal_weight,0.10119468129346032,0.17510102279733084,0.57792170300791,0.7027394194337144,0.3029490006550175,0.01542973372825042,0.02599618784034957,0.0,0.0,0.33403206835032784
min_variance,0.08847442780706438,0.13762910045562496,0.6428468072098658,0.7952120317622616,0.22176256923085236,0.011975410320818766,0.020554073437349923,0.0,0.0,0.39896014964979726
