method,cvar_5pct,annualized_return
ppo,0.027458001534276424,0.0867012371031286
cvar_ppo,0.027458001534276424,0.0867012371031286
fixed_robust_ppo,0.027458001534276424,0.0867012371031286
state_robust_ppo,0.027458001534276424,0.0867012371031286
sad_robust_ppo,0.027458001534276424,0.0867012371031286
