date,SPY,QQQ,IWM,TLT,GLD,XLF,XLK,XLE,XLV,XLU
2016-02-03,0.0059949516196886,-0.0047968673519335,0.001296370163542,-0.0082932878623469,0.0107317975760938,0.0009510223490252,-0.0012300123001229,0.0356045544912344,0.0065538789818626,0.0123778501628664
2016-02-04,0.0015682174594875,-9.836710603960964e-05,0.0038840752913056,0.00484564282923,0.0120823798627001,0.0085510688836103,0.0009852216748769,-0.000523560209424,-0.005451241671714,-0.0042900042900041
2016-02-05,-0.0190501043841336,-0.0347270044269552,-0.0273809523809522,0.0011666796297737,0.0158270778692231,-0.0131888836552049,-0.0280511811023622,-0.0232233280949887,-0.0194884287454324,0.0032313657906075
2016-02-08,-0.013461026868848,-0.0152874031797798,-0.016421868625051,0.0215195773772529,0.0134437321937321,-0.0252983293556084,-0.0144303797468354,-0.005184125849124,-0.0136645962732919,-0.0034356882112949
2016-02-09,5.393161471256569e-05,-0.0031049472158974,-0.0067406408793944,0.0010647197505513,-0.0021962575770886,-0.0014691478942213,-0.0046236835345492,-0.0240790655884994,0.0073992443324937,0.0034475328592975
2016-02-10,-0.0008628593000054,0.0038413621262458,0.0005220296512842,0.0088125807186811,0.0077478429300932,-0.0053948013732221,0.0020645161290322,-0.0040508193702817,0.0089076418190341,-0.0010736525660295
2016-02-11,-0.013008042316619,-0.0014479263626021,-0.0108525513930918,0.0070035394231493,0.0401887122138739,-0.0305719921104536,-0.0025753283543652,-0.0042521723054169,-0.0161090458488227,-0.0176268271711091
2016-02-12,0.0206168653614786,0.0152252718798548,0.0189893448676019,-0.0166018546215973,-0.0058793885435914,0.0422177009155644,0.0139426800929514,0.026364649090234,0.0133816120906802,-0.0030634573304157
2016-02-16,0.0168783153833789,0.0225464190981432,0.0237084584325497,-0.010570342205323,-0.0303311929705981,0.0161054172767205,0.017825311942959,0.0099493487698987,0.0187975765107968,0.0063652326602281
2016-02-17,0.0163347033407101,0.0226479098074428,0.0156755663430421,-0.0061486434555376,0.0061862856147076,0.0134486071085495,0.020515386539905,0.0327780763030627,0.012656297651723,-0.0019629225736096
2016-02-18,-0.0040958108668601,-0.0114146341463414,-0.0047794483720003,0.0122960327894208,0.0243332178732247,-0.0056872037914692,-0.0039225300318704,-0.0124869927159209,-0.0061737690106911,0.0163898601398602
2016-02-19,-0.000468530376386,0.002960623704727,0.0050025012506254,0.0007639419404124,-0.0060021979879956,0.0,0.0007383706620722,-0.002283105022831,-0.0010606060606059,-0.0066652332831648
2016-02-22,0.0144791666666665,0.0162353635737479,0.0111498257839719,-0.0004580152671755,-0.0177751318251403,0.015729265967588,0.0132808657156913,0.0255236754092589,0.014257545881996,0.0116883116883117
2016-02-23,-0.0126296334325906,-0.0164601084430674,-0.009156246923304,0.0040476554146937,0.014979651917915,-0.0178320037541059,-0.0157766990291263,-0.034157226227257,-0.0074771945566023,0.0008557980316645
2016-02-24,0.004575707154742,0.0095491238432763,0.0096383147853735,-0.0019776374838365,0.0033270772905646,-0.0023889154323937,0.0076448828606658,0.0101297316509685,0.0033147506403494,0.0047028644719966
2016-02-25,0.012111801242236,0.0098488542174548,0.0091526424564511,0.0035820440515204,0.0026358302865403,0.013888888888889,0.0124816446402349,0.0008796622097113,0.0124643339840817,0.0102127659574466
2016-02-26,-0.0023013194231358,-0.0012553109308612,0.0063389896625705,-0.0096445929526124,-0.0068690637720488,0.007085498346717,-0.0026589315929417,0.0059764457725435,-0.001779887273806,-0.0275905644481886
2016-02-29,-0.0089189604797785,-0.0089915885139708,-0.0044577962980908,0.0043708304577869,0.0130646400819742,-0.0107879924953095,-0.0070285991274842,-0.0113576795387034,-0.0160475482912332,0.0028156811782542
2016-03-01,0.0246185673648824,0.0320975609756097,0.0215127032025697,-0.0194686211635363,-0.0073331085637222,0.0336652441915599,0.0297778862582376,0.0261576528808766,0.0215946843853822,-0.0049676025917926
2016-03-02,0.0044924536873454,0.000378107571604,0.0102915951972555,0.0041267616600482,0.0077269253629956,0.0110091743119264,0.0028442758947619,0.0244574578022733,0.0016260162601626,0.0052094638593445
2016-03-03,0.0038693467336683,-0.0018898233015213,0.0104697226938312,0.0036445409429279,0.0172733400741489,0.0068058076225046,0.0,0.0151311365164761,-0.0028040141676507,0.0060462103217446
2016-03-04,0.0033037993692746,0.0003786802991574,0.0055073275459722,-0.0064127327512942,-0.001573759628924,0.0040558810274897,0.0025998581895532,0.0096058297449486,-0.0023679147550688,0.0111611933891391
2016-03-07,0.0007982836900664,-0.0061512255133907,0.0108614927590049,-0.0003110419906686,0.0049776007964161,-0.0004488330341113,-0.0061291843470062,0.0234580052493438,0.0080106809078772,0.0055189980895775
2016-03-08,-0.0109177925120893,-0.0082841363549799,-0.0241528147671962,0.0110454262601118,-0.0046227505365692,-0.0161652447238437,-0.006166982922201,-0.0419939092803333,-0.0122148638704929,0.0099218914925058
2016-03-09,0.0049395161290322,0.0064330292846854,0.0050818746470919,-0.0060778581320202,-0.0082932492950738,0.001369237790963,0.0085918854415274,0.0162288773632257,0.0017878426698449,0.0045986622073579
2016-03-10,0.0008024877119068,-0.0015264262545315,-0.0081460674157302,-0.004102484712439,0.0160561966884094,-0.0009115770282588,-0.0009465215333648,0.0008231807704972,0.0005948839976206,0.0006242197253434
2016-03-11,0.0161371153653402,0.0174851901394992,0.0214292457283111,-0.0101041504741178,-0.0172016460905349,0.0260036496350364,0.0153955471340596,0.0258266162197728,0.0194708680142687,0.0012476606363067
2016-03-14,-0.0012823042020121,0.001690299558644,-0.0025878003696857,0.0031407035175878,-0.0128967423163888,-0.003112494441974,0.0011663167716353,-0.006574727389352,-0.0042280215774894,0.0012461059190032
2016-03-15,-0.0016296296296296,-0.0003749882816163,-0.0155670867309118,0.0009392611145897,0.000763553066938,-0.0004460303300625,0.0037278657968311,-0.0019370460048426,-0.015519765739385,0.0018668326073427
2016-03-16,0.0057872087846861,0.008909312576198,0.0070594879518073,0.0029715358148263,0.0222956934554086,-0.0022311468094601,0.0116063138347259,0.017305515122109,-0.0023795359904817,0.0153209109730849
2016-03-17,0.0063440542933017,-0.0005577244841048,0.0153285353771379,0.0041322314049587,-0.0038145783232441,0.0120751341681573,0.0036714089031666,0.0136724960254372,-0.0116279069767442,0.0055057096247961
2016-03-18,-0.0012217172457605,-0.0013950892857141,0.0090214489551689,0.0020964360587003,-0.0027470240572712,0.004418912947415,-0.0034293552812071,-0.0042346298619824,0.0081447963800906,-0.0137903062259177
2016-03-21,0.0014189255308738,0.0039117071807768,-0.0023720463461363,-0.0076708507670851,-0.0070116861435726,-0.0017597888253408,0.0034411562284928,-0.00346511261616,0.0058348294434471,-0.0010281719103435
2016-03-22,-0.0005374505301215,0.0030615084887279,-0.0011888431641517,-0.0002342468962286,0.0029421654337593,-0.0030850594975759,0.0002286236854136,-0.0055318476371107,0.0099657890822548,-0.0032935364347467
2016-03-23,-0.006599530700039,-0.0082315945246023,-0.0214246475004578,0.0113245860668542,-0.0226301232084485,-0.0075154730327144,-0.0057142857142856,-0.0219326128417037,-0.0070692194403535,0.0074349442379182
2016-03-24,-0.0004428915899807,0.0002797724517391,0.0029940119760478,0.0003861302031042,-0.0024011662807649,-0.0062360801781737,0.002758620689655,0.0048748781280467,-0.0004449718184514,0.0026650266502663
2016-03-28,0.0005907837731391,-0.0013984710050345,0.0012126865671642,0.0013123359580053,0.0023209834092667,0.0031376064545047,-0.0025217790004584,-0.0053363518758086,-0.002819409407924,-0.0036802289920261
2016-03-29,0.0092501476087383,0.0160582578657455,0.0277648374173111,0.0104849279161205,0.01852487135506,0.0017873100983021,0.0156285911284761,0.0047146805397495,0.0116071428571429,0.0147752924276627
2016-03-30,0.0043876755070202,0.0048699807038501,9.06536125464541e-05,-0.0105287251087204,-0.013977770293028,0.0057983942908117,0.0058836840914235,0.0017799352750809,0.0001471020888494,-0.0024266936299293
